User;Time;esta/no esta
93691197;50667882; esta
03405111;57729206; no esta
61317407;54759610; esta
58530750;46887193; no esta
30624242;51993534; esta
88134837;56154381; esta
32838874;60965042; no esta
86002516;59590750; no esta
35652659;48838337; no esta
69084123;43182451; no esta
23341747;47630872; no esta
13077885;55275449; esta
27803732;54617957; esta
13563316;58277472; no esta
38357891;58521952; no esta
01461552;59105205; no esta
20071740;55195236; no esta
71803538;62876506; esta
15025078;62929840; esta
50693205;59106911; esta
20342745;62096987; no esta
30058536;61448881; no esta
14427357;58073525; esta
07441629;62047921; no esta
96088575;60163763; esta
74823243;63556185; no esta
73740364;35853607; no esta
94969444;28514951; esta
72281684;53173692; no esta
92322907;48463298; no esta
63122744;53941691; no esta
60507051;56496567; no esta
93812407;56127502; no esta
64494432;45033755; esta
94207243;47955992; no esta
72182076;63273733; esta
54449367;54414864; no esta
35698899;54880783; no esta
29675506;54027450; no esta
01660735;38980217; no esta
26617425;50645695; esta
07003539;43079624; no esta
99108060;45856795; no esta
83606289;46689221; esta
33924150;50992148; no esta
60893461;46351301; no esta
93619043;50041962; no esta
25704081;54157584; no esta
11981056;49112257; no esta
47277208;42625652; no esta
23469125;49975403; esta
85610822;38522404; no esta
50490908;50582975; no esta
26550966;57513313; no esta
22677546;54309904; no esta
67546937;59941470; no esta
49780183;60529842; no esta
76868610;57776566; no esta
02404844;57979659; no esta
53696157;48581058; esta
95849699;59520777; no esta
45688619;56484621; no esta
66655939;53707025; no esta
48708248;57519713; no esta
88635052;45893061; no esta
87754460;46156741; no esta
56233683;42348746; no esta
41966448;50242922; esta
79169597;56539234; esta
73390288;52860519; no esta
86793687;44581063; no esta
15821438;50073109; esta
83847327;60699229; esta
34116817;52146707; no esta
57483836;48817431; no esta
08177225;45137862; esta
36164757;48952257; no esta
63825712;42349599; no esta
55439940;48458178; esta
03936910;43762291; no esta
37289190;52933052; no esta
43545707;56220514; no esta
54658328;50819775; no esta
39997528;44021704; esta
74511526;56304141; esta
08640883;55074916; esta
70063204;47396632; esta
68968811;39996962; no esta
39810787;60452616; no esta
19550491;59403444; no esta
60049674;55996942; no esta
66774625;54239930; esta
37355715;53876411; no esta
56005359;50880361; no esta
06489251;48014446; esta
87397776;59683764; no esta
97150848;54390970; no esta
34743899;53073425; no esta
93131463;49736043; esta
61060889;50848788; no esta
28394598;53018385; no esta
77129257;48295192; no esta
13251677;48563991; no esta
37831631;50059883; no esta
37221148;48683031; no esta
26109208;49671190; no esta
08674581;53348198; no esta
87566687;55929102; no esta
92270065;56028942; no esta
19597702;46921326; esta
98724875;59141471; no esta
12347564;46942659; esta
80690494;57348620; no esta
97724022;58615391; no esta
10717158;47414552; no esta
52192149;39816482; esta
03511226;44074610; no esta
75952160;53190332; no esta
85492711;52022973; no esta
56993947;46450714; no esta
17043060;46521540; no esta
89129903;60090803; no esta
41727558;53413478; esta
24569179;51705961; esta
76834846;43907357; no esta
57697249;61313202; no esta
33512983;48865644; no esta
66871319;50333802; no esta
94231410;58035126; no esta
90036111;55684196; no esta
07200854;45057649; no esta
01797224;35911208; no esta
95343344;47624472; no esta
89769636;62257840; no esta
47339808;61613148; no esta
43231216;59944883; no esta
91141335;59887710; no esta
53354015;63609946; esta
18936778;62523653; no esta
89094479;59914164; no esta
10925466;61081522; no esta
71845926;61540614; no esta
20319235;60735922; no esta
34695965;38750671; no esta
87222761;60934322; esta
74297416;57227447; no esta
80139734;52518760; no esta
17630359;50451136; no esta
24012504;49881110; no esta
42425943;53310651; no esta
25594153;46601327; no esta
38605891;53235132; no esta
62312573;50056896; no esta
51248600;55869369; no esta
87027704;50974655; no esta
24136080;53089212; no esta
65525465;94925959; no esta
50410208;60283230; no esta
30037322;51224681; no esta
56801768;47397913; no esta
46353388;52681746; esta
21652821;44165063; no esta
64532528;43080479; no esta
04373225;51074921; no esta
96657464;45064049; esta
69314751;63771225; no esta
37802138;51401747; no esta
71370055;45006875; esta
25077744;49254337; esta
72127490;62170374; no esta
92031303;60196616; esta
12344081;59607817; no esta
51877958;62889733; no esta
10840471;57933579; no esta
43739210;52785425; no esta
25144445;52930919; no esta
72369349;63734105; esta
97572727;48968044; esta
55061648;40593868; no esta
32502072;56683448; no esta
94563616;47253273; no esta
51837144;479146; esta
22664127;45323462; no esta
97816290;53787664; no esta
05896394;44188531; esta
28121404;63622745; no esta
63279612;57779553; no esta
82928083;51177748; no esta
77524265;56808033; esta
41838546;63218692; esta
47091394;60812722; no esta
61522656;50896575; esta
60111583;61605894; no esta
43508195;50779668; esta
01786759;52338280; no esta
53627245;57229580; esta
89460343;49971990; esta
06696068;56626274; no esta
26766100;55459343; no esta
68538279;59384244; esta
04641247;50594922; no esta
18478077;46346180; no esta
95734449;46194288; no esta
96678877;42813385; esta
38394860;60500403; no esta
77389155;49992470; no esta
88006083;49689536; no esta
19702129;50449429; esta
82105739;49385750; esta
98188394;42652532; esta
73215129;53108413; no esta
47295694;44849436; no esta
01164505;44185543; no esta
50754085;64631811; no esta
74449687;51276307; no esta
67002075;50436629; no esta
35044373;45866181; no esta
42472004;62407173; esta
69070547;50617961; no esta
72532050;62680240; esta
27611911;51177748; no esta
30649604;56798648; no esta
69292557;51282281; esta
05563370;41140854; esta
52782215;54638010; no esta
41435645;53149799; no esta
79593271;59194804; esta
44142595;55851876; no esta
20272330;57267980; no esta
32196793;62326960; esta
83864777;63071493; no esta
21172762;47225113; no esta
88449596;51192681; no esta
04129946;62473734; no esta
70207861;50424682; no esta
51508450;59559177; no esta
44225962;46697327; no esta
24550375;60507229; no esta
22283675;56697954; esta
63371373;55258383; no esta
71968126;48729965; esta
30096630;48400578; no esta
53759968;54333797; esta
24478601;43612105; no esta
15600900;61377628; no esta
84260439;62251014; esta
72315163;66867115; no esta
65007677;59693150; no esta
18983205;61843974; no esta
95341672;58973791; esta
50708411;60314376; esta
34064430;61111388; no esta
00867063;62300080; no esta
41235407;61731335; no esta
24030857;49336256; esta
07855142;59975176; no esta
78195990;49510764; esta
37946734;49572629; no esta
76878103;50868841; no esta
42558040;61331975; no esta
92399063;49633643; no esta
08820768;54116197; esta
73187247;51046762; no esta
18110938;51704254; esta
22829125;57757792; no esta
97835253;51675241; no esta
03901319;45132316; no esta
13278545;57422007; esta
14098480;61038428; no esta
64973087;54401637; esta
24986363;46337647; no esta
68179338;54179344; no esta
86820574;58892725; no esta
81843591;62564187; no esta
40083721;52629692; no esta
41566368;43696157; no esta
96842098;45822661; no esta
58407448;52548626; esta
16443896;39132963; no esta
77230260;58614538; no esta
53858199;55484515; no esta
00298013;57856352; no esta
60291694;57496247; esta
53209551;60253790; no esta
01896376;54921316; no esta
66453615;58145632; no esta
14622428;50438336; no esta
87611071;54832143; esta
70426946;42785225; esta
33824990;60177416; no esta
75238656;60560989; no esta
90187187;58374752; no esta
95653215;39130830; no esta
11698611;54609851; no esta
88232832;57529953; no esta
93685083;64470957; esta
47253705;43669278; esta
36402526;57570913; no esta
92045202;57423713; no esta
59654846;48282392; no esta
87019804;53696784; esta
69126145;50277482; esta
70374590;57450166; no esta
06259190;53488998; no esta
29530165;45441222; no esta
95565699;44649756; esta
90478370;50768575; esta
36114418;57475339; esta
35137406;45872155; no esta
85069054;48794391; no esta
75882127;53087932; no esta
54095951;57375073; no esta
33484705;58603445; no esta
28502963;45533809; no esta
52949447;55099237; no esta
66599357;49115670; no esta
85937617;52892946; esta
25335845;56737634; no esta
82857790;57945099; no esta
46755917;57536779; esta
40343821;63519492; no esta
93771763;58281739; esta
97730314;50580415; esta
64962007;62048348; esta
04092777;39148750; esta
32060905;47217860; no esta
15373112;57445473; no esta
98305963;51583934; no esta
80436102;40378828; no esta
23942114;45178396; no esta
62692182;41981386; esta
99953900;57817099; no esta
44469406;49511617; no esta
67475389;59450804; no esta
59842934;54460091; no esta
13408626;53651132; no esta
98769820;49097323; esta
77862905;55424356; no esta
48251065;55871502; no esta
16100509;58784352; esta
33360058;47375726; esta
48398341;51394494; no esta
68564961;56147555; no esta
56295762;55707235; no esta
77782435;44972316; no esta
99246213;47791726; no esta
54663054;55491343; no esta
34398687;59316404; no esta
76850998;55053156; no esta
90814055;54109797; esta
23516490;53984784; no esta
01024404;43311304; esta
50862810;57488993; esta
87412814;59546378; no esta
43822872;56206435; esta
62031793;53768038; esta
98141967;39703416; no esta
65162937;59692724; no esta
84588170;62227120; esta
68106872;63848452; no esta
47769469;62689627; no esta
46814311;59912030; no esta
31346204;59133364; no esta
80088754;59308298; no esta
73707776;57882380; no esta
82905487;64871170; no esta
30784063;63356079; no esta
71529025;49235137; no esta
01706981;64016131; no esta
33560134;54909796; no esta
37352020;59362058; no esta
66629858;42598346; esta
34002997;59867656; no esta
40301996;59624031; esta
27303300;51566014; esta
58647104;64102744; no esta
92892196;54746809; no esta
02869237;55289530; no esta
10144368;42771998; no esta
10335096;55790009; no esta
00109766;58758325; esta
51865639;53175399; no esta
60895648;49165590; no esta
67758589;47618926; no esta
42703897;55873208; no esta
78679319;55150010; no esta
44760050;39098403; no esta
11121168;55443983; no esta
52290533;54130278; no esta
60117444;55677369; no esta
93208454;50164416; no esta
92604152;55624036; esta
27997918;59856990; no esta
92402767;61228295; no esta
53767575;60520029; esta
42016287;60599816; no esta
26496906;54260837; no esta
06589298;50874389; esta
11994397;46514714; no esta
97944337;52608786; esta
70063309;55225529; no esta
95837889;45998874; no esta
12237154;50932842; no esta
42087736;49925057; no esta
14345373;61476188; no esta
48368503;58920458; esta
35951295;42495092; no esta
09908612;53408358; esta
39862101;61519707; no esta
44205982;54223291; no esta
28168944;48753858; esta
86427614;51573694; no esta
66889036;56270008; esta
49519226;59302750; no esta
79201485;52253373; no esta
83216116;55424356; esta
23604909;58646965; no esta
86744299;53876411; no esta
22505601;37201446; no esta
81092200;50301803; no esta
30318216;59199071; no esta
57571262;47732419; no esta
14706874;58017205; no esta
84655498;46469488; no esta
74485169;51844627; no esta
86902031;52734226; no esta
83071472;42877811; no esta
10127345;45266716; no esta
71474141;61592668; no esta
76179629;51409427; no esta
37534865;50534762; no esta
39669769;52378813; no esta
88358835;56258062; no esta
27817078;49208257; no esta
50812911;53547451; esta
31523308;44339570; esta
12148440;42463092; no esta
23194806;50803135; no esta
72929419;52103613; esta
97465154;50431082; no esta
33358934;54704996; esta
10646462;59062964; no esta
55621208;55039929; esta
16433963;40294348; no esta
43012280;39872803; no esta
27679475;52798226; esta
60325928;52145000; no esta
56651149;46427247; no esta
22006295;44323783; no esta
45450941;49910976; no esta
62086144;47638126; no esta
84084737;52907025; no esta
73667804;36802513; esta
24297986;52187666; esta
01736972;56735074; no esta
43511643;57553419; no esta
83349924;50946495; no esta
64342618;55398756; esta
73947350;60463709; no esta
15095105;55486649; no esta
56208462;55115449; no esta
63536009;52818280; esta
14661491;59196085; no esta
02926603;46894873; esta
07469079;51106921; esta
82523004;63697412; esta
52695124;51324094; no esta
12414039;53945958; esta
58823608;62489946; no esta
26221356;61672881; esta
12849194;59393631; no esta
96993962;55205049; no esta
50851395;62129840; no esta
13018486;60227337; no esta
08031216;60739762; no esta
79641456;57982219; no esta
74701466;62636293; no esta
56351505;64446637; no esta
23514760;57483874; no esta
00521005;41405813; esta
87373387;51078334; no esta
00464501;59464031; esta
42928590;52117694; no esta
32053865;58036832; esta
03517138;60688989; esta
35063286;54640143; no esta
42750818;53906704; no esta
01016525;58281738; no esta
26775689;59471711; no esta
65700444;56388194; esta
99644963;53764198; no esta
96252264;63266479; no esta
40905310;63826691; no esta
64356815;46474180; no esta
46973016;53862331; no esta
86793204;48990658; esta
46756604;59522484; no esta
59989664;58965685; no esta
70335284;66032982; no esta
74456493;54097851; esta
79490093;37050832; no esta
39739734;43545544; no esta
44415065;55223822; no esta
48130021;50843669; esta
09549256;55905208; esta
30036403;55727715; esta
52415575;60099337; no esta
75033049;59409417; no esta
46260129;55150009; no esta
63504187;50591082; no esta
55211808;56595555; esta
33290641;42301386; esta
07883893;44789276; esta
61177954;43259252; esta
68577003;39958989; esta
20924269;53414331; no esta
03399836;55193530; no esta
63985057;53350758; esta
84047343;55780195; no esta
00262841;60992776; esta
80368767;58092726; no esta
14003407;46933273; no esta
66318747;68618152; esta
55082099;61112242; no esta
97937261;56062648; no esta
33300436;41619146; no esta
66164725;60624989; esta
55311654;54492091; no esta
33599077;54365797; no esta
35170621;56387767; no esta
77597569;45688261; no esta
85567015;57744140; no esta
20035377;51391508; no esta
23333783;55477689; no esta
63543380;46489114; no esta
79245998;61826054; no esta
89804404;54133691; no esta
51450778;46612847; esta
40664390;61067015; no esta
77830766;56407395; esta
04956979;37970298; no esta
80295458;49309377; no esta
07483887;59006644; no esta
08801960;55682489; no esta
23316726;9087135; esta
33384613;46263408; no esta
65265541;54949903; no esta
23842197;55698702; no esta
67160082;61518855; no esta
57533425;52274707; no esta
00939669;56126222; no esta
45355142;45131463; no esta
04625369;49231723; esta
47759838;50472469; esta
87245899;57497953; no esta
95261019;57847392; esta
74288860;49902443; no esta
68517382;44025970; no esta
31135321;54269371; no esta
86126816;54293691; no esta
07303628;42123892; no esta
58510806;44311410; no esta
32988270;53858491; no esta
13273632;52955665; no esta
22675359;57159606; no esta
29470126;47862552; no esta
82076754;50816788; esta
90079855;46688794; no esta
12711060;55356943; no esta
01379922;40219682; esta
57956345;43202931; esta
29337318;61177095; no esta
77444549;40866934; no esta
11669604;56318648; no esta
27351917;53422865; no esta
82195944;58530485; no esta
73756982;51622761; no esta
54165972;57909259; no esta
88317390;57919925; no esta
49292957;57319606; no esta
93861472;59193951; esta
43711275;59294644; esta
68194318;58748511; esta
13453079;60475229; esta
21612177;59779763; no esta
79310079;56845580; esta
67483447;64362585; no esta
45989685;56994913; no esta
67096782;60132190; esta
04391968;59455497; no esta
16621970;57168566; esta
91503286;39560483; no esta
14684424;54245051; no esta
86875512;37883684; no esta
80851519;425386; esta
39463308;50995135; no esta
94305364;42428105; no esta
95008305;47767832; esta
52427211;55140196; no esta
87266879;53998438; esta
92957323;60566109; no esta
04317054;62051761; no esta
34316113;59251124; esta
38370064;57481740; esta
94908765;61336668; esta
20478880;55100516; no esta
71435852;83085973; esta
24370008;39437603; no esta
04558247;52558866; no esta
35566910;52659132; esta
71174206;52130066; no esta
53135925;53935718; no esta
32764226;61293148; no esta
31793557;63799812; esta
77164779;51857427; esta
72678126;61559815; no esta
19196612;50466068; esta
96967821;54041531; esta
77204008;55020730; no esta
88434140;59005791; no esta
16833157;63623598; esta
95072849;44677916; no esta
84285565;55445689; esta
23859511;45175409; esta
36992418;50477162; esta
51896397;56867341; no esta
74097777;59650483; no esta
87201808;59104778; no esta
46910592;62205787; esta
73219643;52360893; no esta
36764709;52385213; no esta
20672406;41627253; esta
51282827;61138268; no esta
31819528;45971568; esta
93997697;55450809; no esta
48474720;47951725; no esta
72139485;51365054; esta
48035206;57171980; esta
29437122;42700319; no esta
21268215;54400357; esta
64826599;52255080; no esta
41842308;52519613; no esta
87589305;57814113; no esta
50102124;52640359; no esta
30598266;46225861; no esta
76984290;55375289; no esta
13351712;59261791; esta
10448256;43024159; no esta
11200004;46371781; no esta
41409450;59844617; no esta
38655013;60956935; no esta
97971398;51828413; no esta
59988864;54769423; no esta
94529907;57981792; esta
47462115;56858807; no esta
36762813;64404398; esta
20361401;52374973; esta
65146465;48480364; esta
59647452;51295934; no esta
12023370;56272994; no esta
94701295;49522283; no esta
81762235;46631194; no esta
45365269;45427568; no esta
24201033;48786285; no esta
44895460;57257740; no esta
26077268;46992153; esta
02252209;52443666; no esta
19332715;49797483; no esta
04948963;55613795; no esta
71324779;53329425; no esta
17785943;52028094; no esta
96615713;47757592; no esta
78116117;62595760; no esta
34505853;49358870; esta
72592514;40088695; no esta
85376450;46059888; no esta
77945735;66210476; esta
47964945;55901368; esta
05755985;39280163; no esta
76459626;47905219; no esta
72381484;45275249; no esta
17933795;53870437; no esta
96140398;61768454; no esta
80951899;48308845; no esta
21919145;49352897; no esta
34832703;61925467; esta
36664255;48455191; no esta
37210160;54883769; no esta
71338428;47049754; no esta
93780860;57387447; no esta
95712301;49487724; no esta
94905330;46012955; no esta
85768739;44440690; no esta
92416120;53240252; no esta
24100044;60495710; no esta
37567629;60746162; no esta
36458341;60702216; esta
95376790;60605789; no esta
35363332;61532935; no esta
76666284;56356195; no esta
98450353;61174535; no esta
09261996;59697843; esta
30818497;57995446; esta
60612719;58849205; no esta
30106584;45302982; no esta
88792566;56517901; no esta
53026777;52839612; no esta
05909810;50403349; no esta
85764134;56430434; no esta
39162728;54490810; esta
78232025;47653485; esta
49479592;43262238; no esta
95649238;40713761; esta
54472255;54733157; no esta
36158373;47419673; no esta
42212074;53058918; no esta
80638509;46701167; no esta
16298941;58905525; esta
70250962;56731661; esta
64989989;44827249; no esta
24439288;47566446; esta
46471734;57696780; no esta
31015576;51924414; esta
24495458;55226382; esta
87786536;61352881; no esta
33972571;9810761; esta
96793251;59532724; no esta
94612413;45327302; no esta
49741059;38851364; no esta
17271445;54946063; no esta
88023238;47525913; no esta
14596324;47825859; esta
86167967;47359086; no esta
88184911;56569954; no esta
63526910;64348504; no esta
02400741;61624668; no esta
06702509;52060093; no esta
91206491;62015494; esta
20916234;58545845; esta
69852646;40089122; no esta
14617685;45489008; no esta
42348160;41123787; no esta
31970143;56125794; no esta
80914119;59321524; no esta
74447197;43332211; esta
21195226;56144141; esta
53192405;52810599; no esta
62270815;40843041; no esta
18515149;49212523; no esta
30881218;39266509; no esta
80396670;58559499; no esta
39578289;49876416; esta
00373935;46202821; no esta
36942536;54588090; no esta
22612527;50352149; esta
36433853;61450588; no esta
35336022;52787985; esta
22597362;58152032; no esta
18391353;52740199; no esta
17538217;51215721; esta
97580466;48517485; esta
94822275;51715347; esta
71837824;61590961; esta
67235073;54030438; no esta
56713209;46040261; no esta
86595034;42572746; no esta
08981927;47836526; no esta
06470529;53545318; esta
89129133;53387878; esta
46430084;49149803; no esta
07552392;59522484; no esta
98067507;59738377; esta
05411292;61675868; no esta
92480297;48481218; no esta
89978980;57366113; no esta
68626275;52069480; no esta
18213863;55163663; esta
24198068;47921005; esta
68432840;53425852; no esta
56838182;56248674; no esta
10630689;45759515; no esta
02230516;46888474; no esta
59745728;55214436; no esta
93016467;56604940; no esta
51512555;64210265; no esta
36345387;57002167; esta
28924303;59324510; no esta
52847245;63600132; esta
85552330;57446753; esta
65160722;42285172; esta
78696215;52154387; no esta
48037321;69768871; no esta
37330786;62498480; esta
07161787;53934865; esta
12739214;58646111; no esta
45192991;60350216; no esta
58278902;53587131; no esta
17932966;61395121; no esta
47541958;58185739; no esta
59111483;39361656; esta
55006880;43087732; no esta
56446384;59823710; no esta
44856425;63439705; no esta
22949572;58737418; no esta
89683958;54635877; no esta
44951585;54157584; esta
59266489;63577518; esta
74343919;58827445; esta
70907552;56688141; no esta
28459595;61377628; no esta
88573194;57862326; no esta
20716835;59363764; esta
22456206;58222858; esta
63845133;33280; esta
08644441;61449308; no esta
94050154;58769418; no esta
56183734;59891977; no esta
69645424;61328988; no esta
65500845;62306480; no esta
44804000;56620301; no esta
52016631;47873645; no esta
33144327;55842915; no esta
83846613;59167498; esta
99773120;55106490; no esta
32870827;54007398; no esta
51193734;48265752; no esta
87213572;60484189; esta
20441933;55653476; no esta
67710175;54186597; esta
03210593;60168029; esta
32620714;59125684; esta
36169334;49221910; no esta
37245413;52338706; no esta
18814111;61402375; no esta
93023283;59847604; no esta
21974418;42436639; no esta
53372642;44331463; no esta
17860149;50501055; esta
43994242;57726220; no esta
68599860;44264903; no esta
39971058;57295287; no esta
60369407;45903728; no esta
53320567;57525259; esta
19636847;61107975; no esta
70517517;58147339; no esta
94965372;62444720; esta
19964241;59435871; esta
04607516;46839407; no esta
43363138;49361004; no esta
21419966;51596307; esta
38022382;51251988; no esta
03715927;59297630; no esta
26132238;49903297; no esta
26795705;42337652; no esta
44835481;47785752; no esta
37762152;44570823; no esta
98076916;49721963; no esta
19922663;43023731; no esta
46100653;56995340; no esta
37589255;57960886; esta
05433393;43489651; esta
36827448;14432835; esta
43346345;47354393; no esta
89784486;62684933; no esta
52221224;52533693; no esta
43898194;50615828; no esta
11627156;46097861; no esta
31215097;45043569; no esta
30706117;47401326; esta
48739390;53701051; no esta
92771034;54396091; no esta
05945926;45423729; no esta
92443699;56937314; no esta
29069017;62244613; no esta
22989723;44239730; esta
87097192;44422343; no esta
52162170;57221901; no esta
16134811;47706392; no esta
36514944;39438883; no esta
99400764;44009331; esta
70298968;42471199; esta
20767663;56860087; no esta
26655112;54691770; esta
40713513;50853481; esta
81023036;45788954; esta
15966334;59662857; esta
11479645;50721215; esta
70959907;42330399; no esta
78719258;40839628; esta
65782822;61919494; no esta
08257909;54055184; no esta
40594517;58376032; no esta
23336411;56802914; esta
74607829;54440037; no esta
07896627;57686113; no esta
05258312;53098599; esta
33461095;51840787; esta
96536909;53031186; no esta
65790733;52663399; no esta
35030444;57887073; no esta
66371216;47778499; no esta
82147860;49023937; esta
31921107;48206445; no esta
25303201;49781696; no esta
99734438;52133907; no esta
46067556;50272789; no esta
33471964;49001751; no esta
63719697;52146279; esta
35637209;64129624; no esta
99316469;56296888; no esta
96070539;47714499; no esta
20370858;63108185; esta
33754170;57511606; no esta
60406462;41314081; no esta
75892209;44194503; no esta
37056138;53813264; no esta
91623252;46521541; no esta
49584604;60370696; esta
92377036;41913973; no esta
04560767;63096666; esta
01059530;63222959; esta
67836284;53823932; no esta
80559348;56656994; no esta
78879352;62309894; no esta
67215773;59573257; no esta
44898849;55256676; no esta
51852399;60557149; no esta
74180721;62611546; esta
07636678;63041199; no esta
35200836;54673423; esta
78664070;60293043; no esta
88580771;56491874; no esta
94240781;53804731; no esta
43445706;53826491; no esta
28195837;51752894; no esta
57587059;51400894; no esta
67826676;50351723; esta
93257583;59606537; esta
64941199;55471716; no esta
12968958;55987128; no esta
42681750;52020840; esta
51312561;53750117; esta
24917811;59531871; no esta
92739466;53160892; esta
48418373;53695078; no esta
81738019;53890491; no esta
79511726;57259873; esta
86590184;49775723; esta
44448844;46577434; no esta
96089910;56412088; no esta
64563352;60836189; esta
87222635;49299563; no esta
57308558;38886350; no esta
31264892;49271830; no esta
25255573;43404744; esta
32673075;52146706; no esta
56681131;41167734; no esta
36839394;43612104; no esta
88277537;53963877; no esta
77972448;60944135; no esta
49009891;66315862; no esta
50279662;60908722; no esta
87019957;62904240; no esta
11064822;63871065; no esta
65433138;62615387; no esta
12964089;48986390; no esta
50584352;62078214; no esta
43427423;57983926; esta
56158818;60561842; esta
98162915;54402917; no esta
85487416;57182647; esta
64007027;58436618; esta
62048614;58027873; esta
85240150;58469472; no esta
80753165;55804515; no esta
93099722;57615286; no esta
62119339;49258177; no esta
06015920;63027120; no esta
99942444;54485264; no esta
52519030;63750745; no esta
76330066;68853245; esta
53909915;61358429; no esta
58357687;52998332; esta
24927610;55252836; esta
71717374;57354166; no esta
16116904;57419020; no esta
40250799;56639927; no esta
84752045;57552993; no esta
92140467;46904687; no esta
14264619;65158316; no esta
66576020;49056790; esta
69066373;36766246; no esta
94674103;54436623; esta
