User;Time;esta/no esta
19196612;1009919; esta
96967821;433493; esta
77204008;62070107; no esta
88434140;57168993; no esta
16833157;896852; esta
95072849;64232451; no esta
84285565;511999; esta
23859511;162560; esta
36992418;25600; esta
51896397;52774332; no esta
74097777;59043337; no esta
87201808;57249207; no esta
46910592;410027; esta
73219643;53601211; no esta
36764709;66989994; no esta
20672406;625493; esta
51282827;53190758; no esta
31819528;960426; esta
93997697;54605157; no esta
48474720;51720040; no esta
72139485;1135358; esta
48035206;259413; esta
29437122;56343821; no esta
21268215;73387; esta
64826599;56052835; no esta
41842308;52636946; no esta
87589305;57214647; no esta
50102124;54229691; no esta
30598266;56555448; no esta
76984290;50293268; no esta
13351712;1251839; esta
10448256;52474386; no esta
11200004;50559935; no esta
41409450;51507134; no esta
38655013;51508414; no esta
97971398;70178044; no esta
59988864;51833960; no esta
94529907;44800; esta
47462115;53625958; no esta
36762813;382293; esta
20361401;722346; esta
65146465;648106; esta
59647452;55184570; no esta
12023370;82620054; no esta
94701295;52980839; no esta
81762235;52413799; no esta
45365269;58872671; no esta
24201033;55332196; no esta
44895460;55400889; no esta
26077268;229973; esta
02252209;55848035; no esta
19332715;56402701; no esta
04948963;56537528; no esta
71324779;57108407; no esta
17785943;55768248; no esta
96615713;55683342; no esta
78116117;55137636; no esta
34505853;1278718; esta
72592514;55037796; no esta
85376450;53378492; no esta
77945735;340053; esta
47964945;374186; esta
05755985;55377849; no esta
76459626;66563755; no esta
72381484;65890476; no esta
17933795;52912999; no esta
96140398;55072356; no esta
80951899;53351185; no esta
21919145;65543596; no esta
34832703;419839; esta
36664255;55224249; no esta
37210160;53045692; no esta
71338428;52638653; no esta
93780860;52762812; no esta
95712301;55356942; no esta
94905330;52377960; no esta
85768739;55397476; no esta
92416120;54945210; no esta
24100044;54036411; no esta
37567629;54566330; no esta
36458341;295253; esta
95376790;54843237; no esta
35363332;53436092; no esta
76666284;63852292; no esta
98450353;72237560; no esta
09261996;578133; esta
30818497;149333; esta
60612719;54892730; no esta
30106584;54843237; no esta
88792566;52893799; no esta
53026777;49659243; no esta
05909810;56232888; no esta
85764134;53375505; no esta
39162728;835413; esta
78232025;118187; esta
49479592;62984880; no esta
95649238;296960; esta
54472255;55207610; no esta
36158373;58456245; no esta
42212074;51335187; no esta
80638509;51853587; no esta
16298941;958292; esta
70250962;656639; esta
64989989;53948517; no esta
24439288;813225; esta
46471734;53137852; no esta
31015576;301653; esta
24495458;340906; esta
87786536;51294227; no esta
33972571;39250723; esta
96793251;64021252; no esta
94612413;56717155; no esta
49741059;51732841; no esta
17271445;51943614; no esta
88023238;51351401; no esta
14596324;603306; esta
86167967;65757356; no esta
88184911;53890065; no esta
63526910;53603771; no esta
02400741;52490600; no esta
06702509;56933901; no esta
91206491;190293; esta
20916234;759039; esta
69852646;64147971; no esta
14617685;86857702; no esta
42348160;53471079; no esta
31970143;53429692; no esta
80914119;64106158; no esta
74447197;1064531; esta
21195226;1202345; esta
53192405;56746167; no esta
62270815;58303498; no esta
18515149;57217633; no esta
30881218;58876938; no esta
80396670;60381789; no esta
39578289;714665; esta
00373935;57494113; no esta
36942536;56123662; no esta
22612527;66134; esta
36433853;55260089; no esta
35336022;1055999; esta
22597362;68938152; no esta
18391353;75047157; no esta
17538217;1315838; esta
97580466;976638; esta
94822275;1863251; esta
71837824;1057279; esta
67235073;59143604; no esta
56713209;57598646; no esta
86595034;56578487; no esta
08981927;55882595; no esta
06470529;905385; esta
89129133;176213; esta
46430084;55768676; no esta
07552392;54646543; no esta
98067507;62720; esta
05411292;55866809; no esta
92480297;66724608; no esta
89978980;57261153; no esta
68626275;79548911; no esta
18213863;12374; esta
24198068;381867; esta
68432840;64919811; no esta
56838182;58345739; no esta
10630689;57604620; no esta
02230516;57430114; no esta
59745728;59015178; no esta
93016467;59046751; no esta
51512555;61629788; no esta
36345387;573440; esta
28924303;58722912; no esta
52847245;692479; esta
85552330;235520; esta
65160722;883625; esta
78696215;62850479; no esta
48037321;65128023; no esta
37330786;1228372; esta
07161787;278186; esta
12739214;65456983; no esta
45192991;65712982; no esta
58278902;65438636; no esta
17932966;66493355; no esta
47541958;67336874; no esta
59111483;907519; esta
55006880;72061774; no esta
56446384;63460612; no esta
44856425;59262218; no esta
22949572;62049627; no esta
89683958;62529627; no esta
44951585;833706; esta
59266489;143359; esta
74343919;853759; esta
70907552;56931767; no esta
28459595;63213572; no esta
88573194;65016664; no esta
20716835;545706; esta
22456206;1256959; esta
63845133;258986; esta
08644441;68386473; no esta
94050154;69987324; no esta
56183734;70064977; no esta
69645424;66794581; no esta
65500845;62219440; no esta
44804000;66122582; no esta
52016631;67896659; no esta
33144327;68669779; no esta
83846613;688213; esta
99773120;67474687; no esta
32870827;67205033; no esta
51193734;69138685; no esta
87213572;963412; esta
20441933;67459327; no esta
67710175;1127252; esta
03210593;169813; esta
32620714;259413; esta
36169334;59773364; no esta
37245413;63499012; no esta
18814111;65689943; no esta
93023283;67548500; no esta
21974418;70803109; no esta
53372642;59146165; no esta
17860149;307627; esta
43994242;61967281; no esta
68599860;64032771; no esta
39971058;68226046; no esta
60369407;69981777; no esta
53320567;884906; esta
19636847;63497732; no esta
70517517;64019972; no esta
94965372;529066; esta
19964241;178773; esta
04607516;63948718; no esta
43363138;66626901; no esta
21419966;545706; esta
38022382;64404397; no esta
03715927;58031712; no esta
26132238;61156615; no esta
26795705;64322904; no esta
44835481;64901037; no esta
37762152;65950635; no esta
98076916;66518954; no esta
19922663;65867009; no esta
46100653;65007703; no esta
37589255;259413; esta
05433393;1171198; esta
36827448;273920; esta
43346345;65467223; no esta
89784486;65833302; no esta
52221224;63776772; no esta
43898194;63107759; no esta
11627156;62149894; no esta
31215097;62373467; no esta
30706117;756053; esta
48739390;63717465; no esta
92771034;63539972; no esta
05945926;57762913; no esta
92443699;63350532; no esta
29069017;61282055; no esta
22989723;548692; esta
87097192;64070745; no esta
52162170;63021573; no esta
16134811;64474371; no esta
36514944;64979543; no esta
99400764;1162665; esta
70298968;1300052; esta
20767663;67299753; no esta
26655112;1158826; esta
40713513;840105; esta
81023036;445013; esta
15966334;760745; esta
11479645;18346; esta
70959907;66709675; no esta
78719258;948905; esta
65782822;64519171; no esta
08257909;66176342; no esta
40594517;63552772; no esta
23336411;403626; esta
74607829;63791705; no esta
07896627;57412194; no esta
05258312;584959; esta
33461095;378027; esta
96536909;59919710; no esta
65790733;62354693; no esta
35030444;52718439; no esta
66371216;52953532; no esta
82147860;158293; esta
31921107;53148945; no esta
25303201;56049848; no esta
99734438;62638853; no esta
46067556;67642367; no esta
33471964;52392040; no esta
63719697;102826; esta
35637209;60940722; no esta
99316469;63453359; no esta
96070539;67084714; no esta
20370858;338346; esta
33754170;62972932; no esta
60406462;64858797; no esta
75892209;62147760; no esta
37056138;62369627; no esta
91623252;60720136; no esta
49584604;110507; esta
92377036;69735591; no esta
04560767;522666; esta
01059530;237653; esta
67836284;59370591; no esta
80559348;53529959; no esta
78879352;56800781; no esta
67215773;52920252; no esta
44898849;63570692; no esta
51852399;84309225; no esta
74180721;162133; esta
07636678;75986249; no esta
35200836;1159678; esta
78664070;55862969; no esta
88580771;59627870; no esta
94240781;64326745; no esta
43445706;63514372; no esta
28195837;63268185; no esta
57587059;64408238; no esta
67826676;1113599; esta
93257583;33280; esta
64941199;64618584; no esta
12968958;66638849; no esta
42681750;1099945; esta
51312561;78934; esta
24917811;63719598; no esta
92739466;1172052; esta
48418373;66012502; no esta
81738019;66975487; no esta
79511726;1241172; esta
86590184;607999; esta
44448844;66445142; no esta
96089910;63159386; no esta
64563352;1192532; esta
87222635;65814956; no esta
57308558;66481409; no esta
31264892;65672876; no esta
25255573;1117012; esta
32673075;81221442; no esta
56681131;63026266; no esta
36839394;66301355; no esta
88277537;65568343; no esta
77972448;69465937; no esta
49009891;64848131; no esta
50279662;65378049; no esta
87019957;60750429; no esta
11064822;61084509; no esta
65433138;65843969; no esta
12964089;67092820; no esta
50584352;78053020; no esta
43427423;5556473; esta
56158818;424960; esta
98162915;102621309; no esta
85487416;694612; esta
64007027;226986; esta
62048614;839252; esta
85240150;99359019; no esta
80753165;62992132; no esta
93099722;89566179; no esta
62119339;97575129; no esta
06015920;69211644; no esta
99942444;65267116; no esta
52519030;61716401; no esta
76330066;260266; esta
53909915;64382211; no esta
58357687;399359; esta
24927610;1060265; esta
71717374;58164406; no esta
16116904;64350211; no esta
40250799;66261248; no esta
84752045;65439917; no esta
92140467;65289730; no esta
14264619;57820086; no esta
66576020;714666; esta
69066373;59822004; no esta
94674103;966399; esta
18144209;62603440; no esta
84744167;63406425; no esta
27524790;61025202; no esta
34022275;518399; esta
58829365;62256561; no esta
57176065;292266; esta
73964249;105387; esta
49476999;65742423; no esta
36394725;1216852; esta
43843660;861866; esta
42249621;73736013; no esta
86295586;243199; esta
99965090;1044905; esta
70501048;56896354; no esta
45511382;62920453; no esta
99335206;141654; esta
62995691;546986; esta
65401563;497919; esta
82698365;59591603; no esta
96120785;61928454; no esta
33819799;689066; esta
79940301;63763118; no esta
86694892;74169078; no esta
78725306;849919; esta
16087718;57851659; no esta
14048397;65513729; no esta
