User;Time;esta/no esta
30784063;15429954; no esta
71529025;18023230; no esta
01706981;15749527; no esta
33560134;17585898; no esta
37352020;16722751; no esta
66629858;14722115; esta
34002997;14252781; no esta
40301996;14003182; esta
27303300;16354539; esta
58647104;18629523; no esta
92892196;19835281; no esta
02869237;17216404; no esta
10144368;14225476; no esta
10335096;14292461; no esta
00109766;14096622; esta
51865639;16670272; no esta
60895648;18725523; no esta
67758589;16893845; no esta
42703897;15203394; no esta
78679319;15675286; no esta
44760050;15075394; no esta
11121168;15001154; no esta
52290533;17346964; no esta
60117444;16964672; no esta
93208454;16917311; no esta
92604152;15580567; esta
27997918;14792941; no esta
92402767;16552938; no esta
53767575;16094273; esta
42016287;14371394; no esta
26496906;14272409; no esta
06589298;13969476; esta
11994397;14151662; no esta
97944337;14135876; esta
70063309;18318910; no esta
95837889;18628670; no esta
12237154;14388888; no esta
42087736;14265155; no esta
14345373;14186649; no esta
48368503;15580567; esta
35951295;16542699; no esta
09908612;15535340; esta
39862101;14679448; no esta
44205982;14279662; no esta
28168944;14283502; esta
86427614;14157635; no esta
66889036;14147395; esta
49519226;14262595; no esta
79201485;14764355; no esta
83216116;16414273; esta
23604909;15557526; no esta
86744299;14207128; no esta
22505601;16362646; no esta
81092200;17856404; no esta
30318216;14376089; no esta
57571262;14718275; no esta
14706874;15447020; no esta
84655498;14283502; no esta
74485169;16225259; no esta
86902031;14423875; no esta
83071472;14248942; no esta
10127345;16780352; no esta
71474141;16335766; no esta
76179629;14255342; no esta
37534865;16913045; no esta
39669769;18436243; no esta
88358835;16621632; no esta
27817078;16733418; no esta
50812911;16523499; esta
31523308;14216942; esta
12148440;16452673; no esta
23194806;15578860; no esta
72929419;15509740; esta
97465154;15022914; no esta
33358934;20298641; esta
10646462;18018110; no esta
55621208;13863662; esta
16433963;14335129; no esta
43012280;14239555; no esta
27679475;19687655; esta
60325928;16302912; no esta
56651149;14369262; no esta
22006295;14170435; no esta
45450941;14321049; no esta
62086144;16183446; no esta
84084737;17368298; no esta
73667804;16188139; esta
24297986;15678700; esta
01736972;14304408; no esta
43511643;14117955; no esta
83349924;15387714; no esta
64342618;15172247; esta
73947350;17886270; no esta
15095105;19374055; no esta
56208462;16817046; no esta
63536009;14483608; esta
14661491;14588994; no esta
02926603;14814701; esta
07469079;18579177; esta
82523004;15636887; esta
52695124;14350914; no esta
12414039;15411607; esta
58823608;14626115; no esta
26221356;16572992; esta
12849194;19750801; no esta
96993962;18163177; no esta
50851395;16333205; no esta
13018486;14682861; no esta
08031216;15949633; no esta
79641456;19319869; no esta
74701466;15441473; no esta
56351505;18808723; no esta
23514760;14238702; no esta
00521005;13788996; esta
87373387;15298540; no esta
00464501;14336408; esta
42928590;15209367; no esta
32053865;16962965; esta
03517138;16033686; esta
35063286;19725202; no esta
42750818;15090754; no esta
01016525;16226113; no esta
26775689;14416195; no esta
65700444;16021740; esta
99644963;18062484; no esta
96252264;14322328; no esta
40905310;15223447; no esta
64356815;17098645; no esta
46973016;15209794; no esta
86793204;17837204; esta
46756604;17150698; no esta
59989664;18368830; no esta
70335284;19390695; no esta
74456493;15385153; esta
79490093;16214166; no esta
39739734;16636139; no esta
44415065;14418328; no esta
48130021;13935342; esta
09549256;14940140; esta
30036403;13811609; esta
52415575;19437202; no esta
75033049;17568831; no esta
46260129;14003182; no esta
63504187;14120942; no esta
55211808;13830383; esta
33290641;13847448; esta
07883893;15333101; esta
61177954;15727766; esta
68577003;16111766; esta
20924269;19516135; no esta
03399836;19906108; no esta
63985057;14520728; esta
84047343;15281900; no esta
00262841;14578754; esta
80368767;15807553; no esta
14003407;15632194; no esta
66318747;13974169; esta
55082099;14591128; no esta
97937261;14347501; no esta
33300436;17989950; no esta
66164725;19011816; esta
55311654;14172995; no esta
33599077;14912834; no esta
35170621;17801790; no esta
77597569;14405528; no esta
85567015;16468032; no esta
20035377;18082110; no esta
23333783;16066966; no esta
63543380;15177794; no esta
79245998;16823019; no esta
89804404;16460779; no esta
51450778;14782275; esta
40664390;17171178; no esta
77830766;15920193; esta
04956979;14314222; no esta
80295458;14108142; no esta
07483887;14226755; no esta
08801960;14525422; no esta
23316726;5121273; esta
33384613;17416938; no esta
65265541;15741420; no esta
23842197;19793468; no esta
67160082;14271555; no esta
57533425;14148676; no esta
00939669;14720834; no esta
45355142;15180781; no esta
04625369;14593688; esta
47759838;19104829; esta
87245899;16366912; no esta
95261019;13896515; esta
74288860;14204142; no esta
68517382;14184515; no esta
31135321;15105261; no esta
86126816;16331072; no esta
07303628;16285420; no esta
58510806;14611608; no esta
32988270;16749632; no esta
13273632;15316034; no esta
22675359;17294911; no esta
29470126;17783017; no esta
82076754;14742167; esta
90079855;18866749; no esta
12711060;17416511; no esta
01379922;15716673; esta
57956345;17363178; esta
29337318;17180564; no esta
77444549;14252782; no esta
11669604;14390168; no esta
27351917;14181529; no esta
82195944;14615021; no esta
73756982;15815233; no esta
54165972;18727229; no esta
88317390;15687234; no esta
49292957;14387609; no esta
93861472;13921689; esta
43711275;14130328; esta
68194318;15793046; esta
13453079;15678274; esta
21612177;19544721; no esta
79310079;19710694; esta
67483447;14771607; no esta
45989685;16870379; no esta
67096782;17684884; esta
04391968;16499605; no esta
16621970;15651820; esta
91503286;19316456; no esta
14684424;19885628; no esta
86875512;16613952; no esta
80851519;284160; esta
39463308;17493311; no esta
94305364;19716668; no esta
95008305;18745576; esta
52427211;14764781; no esta
87266879;14420461; esta
92957323;14787822; no esta
04317054;15161580; no esta
34316113;14103022; esta
38370064;17943871; esta
94908765;14370115; esta
20478880;18683709; no esta
71435852;14359022; esta
24370008;15944939; no esta
04558247;14715714; no esta
35566910;16877632; esta
71174206;14668355; no esta
53135925;14275395; no esta
32764226;14759661; no esta
31793557;14996461; esta
77164779;15371074; esta
72678126;15788780; no esta
19196612;15471767; esta
96967821;18874002; esta
77204008;14765634; no esta
88434140;18708456; no esta
16833157;14232302; esta
95072849;18850962; no esta
84285565;19771281; esta
23859511;17471125; esta
36992418;15080514; esta
51896397;14687128; no esta
74097777;17981843; no esta
87201808;17777898; no esta
46910592;15462380; esta
73219643;14656834; no esta
36764709;14648301; no esta
20672406;13880729; esta
51282827;17762538; no esta
31819528;16117313; esta
93997697;18090217; no esta
48474720;16750059; no esta
72139485;14367129; esta
48035206;14553155; esta
29437122;17199338; no esta
21268215;15482860; esta
64826599;16968085; no esta
41842308;16337899; no esta
87589305;19098002; no esta
50102124;15470914; no esta
30598266;17643924; no esta
76984290;15970539; no esta
13351712;16547392; esta
10448256;14215661; no esta
11200004;14315075; no esta
41409450;14386329; no esta
38655013;14151235; no esta
97971398;14286062; no esta
59988864;19057469; no esta
94529907;14887234; esta
47462115;14382488; no esta
36762813;14346648; esta
20361401;19272509; esta
65146465;14850541; esta
59647452;18047124; no esta
12023370;15198701; no esta
94701295;15921473; no esta
81762235;15487127; no esta
45365269;14795074; no esta
24201033;16890859; no esta
44895460;16493632; no esta
26077268;15522113; esta
02252209;14116676; no esta
19332715;14068035; no esta
04948963;14243821; no esta
71324779;18262590; no esta
17785943;18904296; no esta
96615713;14724248; no esta
78116117;17309418; no esta
34505853;14526275; esta
72592514;14536942; no esta
85376450;14762648; no esta
77945735;17201471; esta
47964945;14637634; esta
05755985;17746324; no esta
76459626;20181734; no esta
72381484;18680723; no esta
17933795;18197310; no esta
96140398;14469955; no esta
80951899;18847549; no esta
21919145;15133421; no esta
34832703;14431981; esta
36664255;15171821; no esta
37210160;19758482; no esta
71338428;14591555; no esta
93780860;20126268; no esta
95712301;17058111; no esta
94905330;17103339; no esta
85768739;15929153; no esta
92416120;17236032; no esta
24100044;18097897; no esta
37567629;19848508; no esta
36458341;17061098; esta
95376790;15753367; no esta
35363332;17218965; no esta
76666284;17042325; no esta
98450353;21428026; no esta
09261996;18111977; esta
30818497;21688292; esta
60612719;20164241; no esta
30106584;18730216; no esta
88792566;19086482; no esta
53026777;19382162; no esta
05909810;20461200; no esta
85764134;20188135; no esta
39162728;19503336; esta
78232025;17662698; esta
49479592;16845205; no esta
95649238;16740672; esta
54472255;16133526; no esta
36158373;14698221; no esta
42212074;18001043; no esta
80638509;19260562; no esta
16298941;17182698; esta
70250962;17570537; esta
64989989;19304082; no esta
24439288;16361366; esta
46471734;18043710; no esta
31015576;19880508; esta
24495458;13662275; esta
87786536;14244248; no esta
33972571;3638609; esta
96793251;14409369; no esta
94612413;14578754; no esta
49741059;14885101; no esta
17271445;14832195; no esta
88023238;16794858; no esta
14596324;16072513; esta
86167967;14658115; no esta
88184911;14432408; no esta
63526910;14222489; no esta
02400741;14410222; no esta
06702509;15977793; no esta
91206491;14148675; esta
20916234;15912939; esta
69852646;14384195; no esta
14617685;16659605; no esta
42348160;15316034; no esta
31970143;17181418; no esta
80914119;18573202; no esta
74447197;18210536; esta
21195226;13884996; esta
53192405;17995070; no esta
62270815;16849045; no esta
18515149;16514113; no esta
30881218;17095232; no esta
80396670;18004031; no esta
39578289;16924992; esta
00373935;15568620; no esta
36942536;15433367; no esta
22612527;14978967; esta
36433853;17558591; no esta
35336022;19617254; esta
22597362;15006701; no esta
18391353;14251928; no esta
17538217;17598698; esta
97580466;15023768; esta
94822275;16738112; esta
71837824;15065580; esta
67235073;16665152; no esta
56713209;16371179; no esta
86595034;14286062; no esta
08981927;16458646; no esta
06470529;17150271; esta
89129133;15621954; esta
46430084;20081041; no esta
07552392;14559982; no esta
98067507;14593261; esta
05411292;14929048; no esta
92480297;18220350; no esta
89978980;15579714; no esta
68626275;18168723; no esta
18213863;14372249; esta
24198068;14191342; esta
68432840;15562647; no esta
56838182;14937581; no esta
10630689;14999447; no esta
02230516;17008619; no esta
59745728;15220034; no esta
93016467;20014481; no esta
51512555;18671763; no esta
36345387;14513475; esta
28924303;15697900; no esta
52847245;18236137; esta
85552330;17715177; esta
65160722;14204142; esta
78696215;18378216; no esta
48037321;14686701; no esta
37330786;18355603; esta
07161787;14647448; esta
12739214;14288195; no esta
45192991;14219502; no esta
58278902;14944407; no esta
17932966;14721261; no esta
47541958;15136834; no esta
59111483;15247768; esta
55006880;15621100; no esta
56446384;15125314; no esta
44856425;14352194; no esta
22949572;14256622; no esta
89683958;14970434; no esta
44951585;16542272; esta
59266489;16459925; esta
74343919;16177899; esta
70907552;16145472; no esta
28459595;16947605; no esta
88573194;19910375; no esta
20716835;19454696; esta
22456206;14050542; esta
63845133;10667; esta
08644441;14275821; no esta
94050154;14034329; no esta
56183734;16268779; no esta
69645424;16386539; no esta
65500845;17212565; no esta
44804000;16429205; no esta
52016631;18311656; no esta
33144327;14769475; no esta
83846613;14490008; esta
99773120;15185901; no esta
32870827;18224617; no esta
51193734;14187929; no esta
87213572;14790381; esta
20441933;14455448; no esta
67710175;14325742; esta
03210593;18257897; esta
32620714;15644994; esta
36169334;14547608; no esta
37245413;18097897; no esta
18814111;16765419; no esta
93023283;14656408; no esta
21974418;17488618; no esta
53372642;16008513; no esta
17860149;15363393; esta
43994242;16339179; no esta
68599860;14204141; no esta
39971058;14216942; no esta
60369407;14248515; no esta
53320567;13980142; esta
19636847;15366380; no esta
70517517;19136829; no esta
94965372;14309528; esta
19964241;14196889; esta
04607516;14224195; no esta
43363138;17419498; no esta
21419966;15705580; esta
38022382;16255553; no esta
03715927;14362435; no esta
26132238;14248515; no esta
26795705;14363289; no esta
44835481;14279662; no esta
37762152;14701208; no esta
98076916;19351016; no esta
19922663;14338969; no esta
46100653;19690641; no esta
37589255;15564353; esta
05433393;14434115; esta
36827448;11487559; esta
43346345;17370004; no esta
89784486;15911233; no esta
52221224;17636244; no esta
43898194;16158700; no esta
11627156;16190273; no esta
31215097;14343235; no esta
30706117;15958592; esta
48739390;15052780; no esta
92771034;14422168; no esta
05945926;14141849; no esta
92443699;14187928; no esta
29069017;14352195; no esta
22989723;19153469; esta
87097192;17867924; no esta
52162170;19797734; no esta
16134811;17187392; no esta
36514944;14562114; no esta
99400764;13957529; esta
70298968;19022909; esta
20767663;14061209; no esta
26655112;15983766; esta
40713513;14133316; esta
81023036;14100035; esta
15966334;14057368; esta
11479645;14254915; esta
70959907;15278914; no esta
78719258;14600515; esta
65782822;19246482; no esta
08257909;20157841; no esta
40594517;17272724; no esta
23336411;16493205; esta
74607829;16783338; no esta
07896627;16640405; no esta
05258312;17957097; esta
33461095;18306963; esta
96536909;14411928; no esta
65790733;14396142; no esta
35030444;16316566; no esta
66371216;17172032; no esta
82147860;15920619; esta
31921107;18322750; no esta
25303201;14798915; no esta
99734438;16203073; no esta
46067556;15603607; no esta
33471964;17947283; no esta
63719697;14626115; esta
35637209;14845421; no esta
99316469;14671341; no esta
96070539;15880086; no esta
20370858;14110276; esta
33754170;19365522; no esta
60406462;14366701; no esta
75892209;14338541; no esta
37056138;14166168; no esta
91623252;14324461; no esta
49584604;17883284; esta
92377036;16721045; no esta
04560767;16084033; esta
01059530;16753899; esta
67836284;14297155; no esta
80559348;14374808; no esta
78879352;15878379; no esta
67215773;16872512; no esta
44898849;14338115; no esta
51852399;16966379; no esta
74180721;20205627; esta
07636678;17267178; no esta
35200836;14305688; esta
78664070;13995928; no esta
88580771;15047234; no esta
94240781;16320833; no esta
43445706;19314748; no esta
28195837;17413524; no esta
57587059;19597629; no esta
67826676;14977688; esta
93257583;15311341; esta
64941199;16648512; no esta
12968958;17716457; no esta
42681750;15957313; esta
51312561;18839442; esta
24917811;14821101; no esta
92739466;18355604; esta
48418373;14692675; no esta
81738019;18763069; no esta
79511726;14212675; esta
86590184;14948247; esta
44448844;18161897; no esta
96089910;14126915; no esta
64563352;14568515; esta
87222635;18727656; no esta
57308558;18899602; no esta
31264892;14211395; no esta
25255573;19192296; esta
32673075;14108995; no esta
56681131;17906324; no esta
36839394;14715714; no esta
88277537;16895552; no esta
77972448;16915178; no esta
49009891;14453742; no esta
50279662;18679869; no esta
87019957;15173528; no esta
11064822;16313152; no esta
65433138;18827922; no esta
12964089;20061414; no esta
50584352;16727872; no esta
43427423;14272408; esta
56158818;14621848; esta
98162915;17861524; no esta
85487416;14359021; esta
64007027;14453742; esta
62048614;16037099; esta
85240150;17552191; no esta
80753165;16462059; no esta
93099722;14293742; no esta
62119339;14209688; no esta
06015920;14199875; no esta
99942444;14351341; no esta
52519030;14170009; no esta
76330066;14554861; esta
53909915;14999447; no esta
58357687;14119662; esta
24927610;13924676; esta
71717374;14219929; no esta
16116904;16174486; no esta
40250799;17960083; no esta
84752045;17533417; no esta
92140467;14589848; no esta
14264619;20444134; no esta
66576020;13808195; esta
69066373;14605635; no esta
94674103;14016836; esta
