User;Time;esta/no esta
74657582;213314714; no esta
33307254;204587685; no esta
60831354;81920; esta
43082066;665173; esta
78351732;207021388; no esta
49615488;226643763; no esta
05667372;250079253; no esta
55809926;226437257; no esta
40760181;986025; esta
70737650;237075324; no esta
71022623;2374824; esta
77703154;239053348; no esta
65146429;222447501; no esta
61425562;264102916; no esta
41252461;542292; esta
15211598;191060235; no esta
14286824;204446459; no esta
38332365;202272167; no esta
32835388;206118990; no esta
18923017;198650626; no esta
08365925;198867799; no esta
91915585;203841446; no esta
93691197;685652; esta
03405111;122954509; esta
61317407;245760; esta
58530750;206188962; no esta
30624242;695892; esta
88134837;686079; esta
32838874;206524322; no esta
86002516;207931467; no esta
35652659;207966027; no esta
69084123;204618405; no esta
23341747;201002836; no esta
13077885;531199; esta
27803732;465920; esta
13563316;200729770; no esta
38357891;215290605; no esta
01461552;70204924; esta
20071740;207854667; no esta
71803538;342186; esta
15025078;522239; esta
50693205;71680; esta
20342745;207105868; no esta
30058536;215532950; no esta
14427357;1271465; esta
07441629;209936372; no esta
96088575;111359; esta
74823243;210488477; no esta
73740364;206968055; no esta
94969444;1140052; esta
72281684;210259784; no esta
92322907;202433875; no esta
63122744;22978530; esta
60507051;200195157; no esta
93812407;201787475; no esta
64494432;735572; esta
94207243;211184369; no esta
72182076;723199; esta
54449367;198578092; no esta
35698899;198430893; no esta
29675506;204066726; no esta
01660735;206496589; no esta
26617425;297813; esta
07003539;203999739; no esta
99108060;205971790; no esta
83606289;526506; esta
33924150;201239635; no esta
60893461;213918873; no esta
93619043;202700541; no esta
25704081;210430877; no esta
11981056;200887636; no esta
47277208;201446995; no esta
23469125;768852; esta
85610822;202286248; no esta
50490908;203436966; no esta
26550966;198672812; no esta
22677546;203488593; no esta
67546937;197504174; no esta
49780183;194716764; no esta
76868610;196559108; no esta
02404844;218827667; no esta
53696157;1103358; esta
95849699;194128818; no esta
45688619;206310136; no esta
66655939;190546529; no esta
48708248;199232598; no esta
88635052;203706619; no esta
87754460;192555700; no esta
56233683;115280919; esta
41966448;846079; esta
79169597;273920; esta
73390288;255104100; no esta
86793687;212529221; no esta
15821438;831572; esta
83847327;55467; esta
34116817;214134340; no esta
57483836;207795787; no esta
08177225;231253; esta
36164757;200558676; no esta
63825712;201650515; no esta
55439940;277333; esta
03936910;196932868; no esta
37289190;209284425; no esta
43545707;205164964; no esta
54658328;204259579; no esta
39997528;1320532; esta
74511526;1081172; esta
08640883;974932; esta
70063204;1103785; esta
68968811;204288592; no esta
39810787;209242185; no esta
19550491;204154192; no esta
60049674;202247848; no esta
66774625;1129812; esta
37355715;196760921; no esta
56005359;206108323; no esta
06489251;217600; esta
87397776;238936867; no esta
97150848;234350633; no esta
34743899;229170480; no esta
93131463;776959; esta
61060889;214737219; no esta
28394598;211830342; no esta
77129257;207682721; no esta
13251677;203756112; no esta
37831631;207105442; no esta
37221148;200551850; no esta
26109208;198368173; no esta
08674581;193830152; no esta
87566687;195795376; no esta
92270065;205727736; no esta
19597702;346879; esta
98724875;198076760; no esta
12347564;116907; esta
80690494;192642740; no esta
97724022;207579894; no esta
10717158;204294139; no esta
52192149;71253; esta
03511226;200163584; no esta
75952160;203082834; no esta
85492711;198465879; no esta
56993947;206722722; no esta
17043060;199503957; no esta
89129903;210833650; no esta
41727558;291413; esta
24569179;136106; esta
76834846;223988620; no esta
57697249;219575613; no esta
33512983;202623314; no esta
66871319;192561247; no esta
94231410;201657342; no esta
90036111;205401764; no esta
07200854;209178613; no esta
01797224;202920700; no esta
95343344;198748332; no esta
89769636;194788870; no esta
47339808;202006355; no esta
43231216;217844628; no esta
91141335;221060410; no esta
53354015;966399; esta
18936778;222505102; no esta
89094479;275170634; no esta
10925466;299974016; no esta
71845926;258615989; no esta
20319235;232734422; no esta
34695965;223685687; no esta
87222761;1002666; esta
74297416;243389982; no esta
80139734;243226996; no esta
17630359;291337867; no esta
24012504;236712657; no esta
42425943;267331071; no esta
25594153;277853511; no esta
38605891;294451676; no esta
62312573;281108974; no esta
51248600;256127246; no esta
87027704;222600248; no esta
24136080;252327358; no esta
65525465;249483627; no esta
50410208;251715091; no esta
30037322;248451096; no esta
56801768;244321820; no esta
46353388;186027; esta
21652821;224397366; no esta
64532528;241926091; no esta
04373225;213649219; no esta
96657464;387839; esta
69314751;202644647; no esta
37802138;194580657; no esta
71370055;141226; esta
25077744;662185; esta
72127490;198103213; no esta
92031303;562346; esta
12344081;208562080; no esta
51877958;197144067; no esta
10840471;190573836; no esta
43739210;207614027; no esta
25144445;201224275; no esta
72369349;637439; esta
97572727;646399; esta
55061648;181532354; no esta
32502072;196481456; no esta
94563616;190617782; no esta
51837144;195692123; esta
22664127;192673034; no esta
97816290;196394842; no esta
05896394;721066; esta
28121404;186454802; no esta
63279612;184999017; no esta
82928083;221538703; no esta
77524265;826879; esta
41838546;279040; esta
47091394;196068442; no esta
61522656;842238; esta
60111583;194098952; no esta
43508195;79787; esta
01786759;191032075; no esta
53627245;46934; esta
89460343;1151145; esta
06696068;190614369; no esta
26766100;192536074; no esta
68538279;753919; esta
04641247;195011591; no esta
18478077;192796340; no esta
95734449;101252563; esta
96678877;649812; esta
38394860;195015430; no esta
77389155;194367751; no esta
88006083;214505539; no esta
19702129;517546; esta
82105739;215467; esta
98188394;579413; esta
73215129;231539757; no esta
47295694;222211129; no esta
01164505;237954255; no esta
50754085;230322478; no esta
74449687;221445690; no esta
67002075;212655941; no esta
35044373;222130489; no esta
42472004;442026; esta
69070547;228311175; no esta
72532050;609279; esta
27611911;281201560; no esta
30649604;244577393; no esta
69292557;124586; esta
05563370;577706; esta
52782215;200585983; no esta
41435645;202666408; no esta
79593271;476586; esta
44142595;198389506; no esta
20272330;198546093; no esta
32196793;757332; esta
83864777;196533935; no esta
21172762;191210422; no esta
88449596;193218739; no esta
04129946;195716869; no esta
70207861;192965300; no esta
51508450;182365207; no esta
44225962;188171279; no esta
24550375;196897028; no esta
22283675;884052; esta
63371373;185642002; no esta
71968126;1044479; esta
30096630;186132242; no esta
53759968;902398; esta
24478601;183936192; no esta
15600900;192998580; no esta
84260439;3010130; esta
72315163;197934253; no esta
65007677;210935624; no esta
18983205;192277941; no esta
95341672;962132; esta
50708411;7680; esta
34064430;202121554; no esta
00867063;195783857; no esta
41235407;207274402; no esta
24030857;793599; esta
07855142;190056717; no esta
78195990;354133; esta
37946734;186062269; no esta
76878103;80252057; esta
42558040;193013513; no esta
92399063;188049252; no esta
08820768;831999; esta
73187247;201246036; no esta
18110938;598186; esta
22829125;190984289; no esta
97835253;215960897; no esta
03901319;204325285; no esta
13278545;484266; esta
14098480;189582691; no esta
64973087;860159; esta
24986363;188580878; no esta
68179338;242689396; no esta
86820574;198257239; no esta
81843591;41446773; esta
40083721;197091161; no esta
41566368;194047325; no esta
96842098;173569911; no esta
58407448;363520; esta
16443896;195506523; no esta
77230260;240514253; no esta
53858199;231168557; no esta
00298013;261973852; no esta
60291694;1007785; esta
53209551;230497411; no esta
01896376;246164591; no esta
66453615;133878868; esta
14622428;297447726; no esta
87611071;507306; esta
70426946;360533; esta
33824990;251380158; no esta
75238656;205513977; no esta
90187187;233224234; no esta
95653215;197790467; no esta
11698611;323713719; no esta
88232832;233413675; no esta
93685083;878932; esta
47253705;1016319; esta
36402526;243262836; no esta
92045202;139098702; esta
59654846;244468167; no esta
87019804;220587; esta
69126145;839679; esta
70374590;209688478; no esta
06259190;214939031; no esta
29530165;255023461; no esta
95565699;591359; esta
90478370;3500368; esta
36114418;254293; esta
35137406;212972527; no esta
85069054;209772105; no esta
75882127;216277056; no esta
54095951;294695303; no esta
33484705;226862643; no esta
28502963;211893489; no esta
52949447;226156084; no esta
66599357;268703656; no esta
85937617;612266; esta
25335845;243009822; no esta
82857790;196836868; no esta
46755917;1049598; esta
40343821;182962539; no esta
93771763;981759; esta
97730314;412586; esta
64962007;508586; esta
04092777;279466; esta
32060905;189453411; no esta
15373112;187379813; no esta
98305963;209815625; no esta
80436102;203151100; no esta
23942114;195522736; no esta
62692182;550399; esta
99953900;187348667; no esta
44469406;223508621; no esta
67475389;208289440; no esta
59842934;219419452; no esta
13408626;209441865; no esta
98769820;476586; esta
77862905;206482509; no esta
48251065;215270125; no esta
16100509;1050452; esta
33360058;906666; esta
48398341;257107298; no esta
68564961;234389460; no esta
56295762;294522503; no esta
77782435;299170604; no esta
99246213;283770091; no esta
54663054;252879463; no esta
34398687;237872763; no esta
76850998;320389563; no esta
90814055;217174; esta
23516490;275776074; no esta
01024404;322559; esta
50862810;968106; esta
87412814;228801840; no esta
43822872;2034771; esta
62031793;1020159; esta
98141967;257902176; no esta
65162937;234705620; no esta
84588170;450986; esta
68106872;206860535; no esta
47769469;195919109; no esta
46814311;191176715; no esta
31346204;200245077; no esta
80088754;222052835; no esta
73707776;198715906; no esta
82905487;183972885; no esta
30784063;189552824; no esta
71529025;202424914; no esta
01706981;203463420; no esta
33560134;181497795; no esta
37352020;182174487; no esta
66629858;34987; esta
34002997;186209469; no esta
40301996;616532; esta
27303300;360533; esta
58647104;185500776; no esta
92892196;192685407; no esta
02869237;187306427; no esta
10144368;186631441; no esta
10335096;198395479; no esta
00109766;919039; esta
51865639;237374416; no esta
60895648;231528664; no esta
67758589;235172392; no esta
42703897;241616331; no esta
78679319;216239936; no esta
44760050;219335399; no esta
11121168;194647217; no esta
52290533;188809145; no esta
60117444;2843303; esta
93208454;185597202; no esta
92604152;47787; esta
27997918;203984379; no esta
92402767;180508782; no esta
53767575;770985; esta
42016287;176236574; no esta
26496906;224608992; no esta
06589298;897279; esta
11994397;207436108; no esta
97944337;993279; esta
70063309;199587158; no esta
95837889;193289139; no esta
12237154;193121033; no esta
42087736;191809461; no esta
14345373;196824495; no esta
48368503;282879; esta
35951295;188383759; no esta
09908612;449706; esta
39862101;185426536; no esta
44205982;189311758; no esta
28168944;500479; esta
86427614;177732893; no esta
66889036;399360; esta
49519226;183683605; no esta
79201485;179640516; no esta
83216116;317440; esta
23604909;189130425; no esta
86744299;108198688; esta
22505601;188287759; no esta
81092200;170998394; no esta
30318216;185993576; no esta
57571262;210043465; no esta
14706874;215203564; no esta
84655498;206117709; no esta
74485169;179510810; no esta
86902031;184992617; no esta
83071472;52777319; esta
10127345;185804989; no esta
71474141;191002209; no esta
76179629;183775765; no esta
37534865;189778530; no esta
39669769;192252341; no esta
88358835;205603577; no esta
27817078;186761148; no esta
50812911;264533; esta
31523308;701013; esta
12148440;191548341; no esta
23194806;187867493; no esta
72929419;106240; esta
97465154;183899498; no esta
33358934;936959; esta
10646462;192098314; no esta
55621208;774399; esta
16433963;182736406; no esta
43012280;187873466; no esta
27679475;435626; esta
60325928;190677516; no esta
56651149;190480823; no esta
22006295;182037953; no esta
45450941;191816287; no esta
62086144;198766679; no esta
84084737;181129155; no esta
73667804;51200; esta
24297986;225280; esta
01736972;171943460; no esta
43511643;185094590; no esta
83349924;177859186; no esta
64342618;14080; esta
73947350;180501102; no esta
15095105;174110070; no esta
56208462;189517411; no esta
63536009;90880; esta
14661491;181450008; no esta
02926603;238933; esta
07469079;235946; esta
82523004;52906; esta
52695124;189806691; no esta
12414039;1038079; esta
58823608;213424793; no esta
26221356;567892; esta
12849194;213954286; no esta
96993962;204125179; no esta
50851395;181253314; no esta
13018486;176361161; no esta
08031216;189494371; no esta
79641456;202305021; no esta
74701466;207594401; no esta
56351505;200610730; no esta
23514760;211678876; no esta
00521005;1141332; esta
87373387;238744441; no esta
00464501;192426; esta
42928590;211041863; no esta
32053865;98133; esta
03517138;998399; esta
35063286;195708337; no esta
42750818;219687398; no esta
01016525;198218840; no esta
26775689;201656062; no esta
65700444;302080; esta
99644963;211498822; no esta
96252264;200256597; no esta
40905310;185154323; no esta
64356815;219078973; no esta
46973016;279487216; no esta
86793204;161707; esta
46756604;242235850; no esta
59989664;258862601; no esta
70335284;256480526; no esta
74456493;357973; esta
79490093;227400669; no esta
39739734;243304221; no esta
44415065;244451101; no esta
48130021;624213; esta
09549256;905813; esta
30036403;901972; esta
52415575;243810248; no esta
75033049;282085186; no esta
46260129;250901866; no esta
63504187;261692252; no esta
55211808;8087456; esta
33290641;1666985; esta
07883893;718933; esta
61177954;871679; esta
68577003;35414; esta
20924269;295226503; no esta
03399836;266077953; no esta
63985057;323839; esta
84047343;308572619; no esta
00262841;879786; esta
80368767;309096138; no esta
14003407;296042715; no esta
66318747;1969491; esta
55082099;281840706; no esta
97937261;256655885; no esta
33300436;303609638; no esta
66164725;703146; esta
55311654;289056057; no esta
33599077;228785627; no esta
35170621;240799265; no esta
77597569;231077678; no esta
85567015;311911707; no esta
20035377;290500322; no esta
23333783;219465532; no esta
63543380;213916312; no esta
79245998;214267886; no esta
89804404;275415541; no esta
51450778;1313705; esta
40664390;262479024; no esta
77830766;682239; esta
04956979;262368518; no esta
80295458;340152311; no esta
07483887;227978375; no esta
08801960;233644501; no esta
23316726;231493251; esta
33384613;258093323; no esta
65265541;237994362; no esta
23842197;246109125; no esta
67160082;234546900; no esta
57533425;243913074; no esta
00939669;234248233; no esta
45355142;248469015; no esta
04625369;1181438; esta
47759838;208640; esta
87245899;227162162; no esta
95261019;234240; esta
74288860;224403766; no esta
68517382;200807423; no esta
31135321;212415729; no esta
86126816;213637273; no esta
07303628;212668314; no esta
58510806;233527594; no esta
32988270;209496905; no esta
13273632;203657126; no esta
22675359;220330385; no esta
29470126;208991732; no esta
82076754;810239; esta
90079855;219064039; no esta
12711060;205183311; no esta
01379922;881919; esta
57956345;1170772; esta
29337318;224565046; no esta
77444549;227004297; no esta
11669604;239351587; no esta
27351917;226410804; no esta
82195944;216759616; no esta
73756982;210287090; no esta
54165972;211194609; no esta
88317390;191179275; no esta
49292957;194325084; no esta
93861472;956586; esta
43711275;17493; esta
68194318;959145; esta
13453079;176213; esta
21612177;210472264; no esta
79310079;232959; esta
67483447;221228944; no esta
45989685;225968351; no esta
67096782;888319; esta
04391968;212160155; no esta
16621970;581546; esta
91503286;186668561; no esta
14684424;211516316; no esta
86875512;208910239; no esta
80851519;198107906; esta
39463308;217542548; no esta
94305364;205307897; no esta
95008305;1047039; esta
52427211;141967179; esta
87266879;766292; esta
92957323;213091994; no esta
04317054;216731029; no esta
34316113;261973; esta
38370064;439466; esta
94908765;574293; esta
20478880;212206662; no esta
71435852;743679; esta
24370008;203496273; no esta
04558247;186418961; no esta
35566910;32000; esta
71174206;204585978; no esta
53135925;204128592; no esta
32764226;215473218; no esta
31793557;514560; esta
77164779;832426; esta
72678126;189534051; no esta
19196612;1012906; esta
96967821;396799; esta
77204008;215834604; no esta
88434140;228041521; no esta
16833157;1078612; esta
95072849;230645465; no esta
84285565;508586; esta
23859511;173653; esta
36992418;40533; esta
51896397;204076112; no esta
74097777;204088912; no esta
87201808;207337974; no esta
46910592;462932; esta
73219643;223547874; no esta
36764709;205077071; no esta
20672406;808106; esta
51282827;215006018; no esta
31819528;989012; esta
93997697;209262665; no esta
48474720;219180946; no esta
72139485;1026558; esta
48035206;309333; esta
29437122;201049769; no esta
21268215;65706; esta
64826599;217114176; no esta
41842308;211910982; no esta
87589305;220801851; no esta
50102124;209602292; no esta
30598266;209128692; no esta
76984290;193748659; no esta
13351712;1037225; esta
10448256;196410202; no esta
11200004;211439089; no esta
41409450;207151095; no esta
38655013;210915997; no esta
97971398;208973385; no esta
59988864;201827582; no esta
94529907;43947; esta
47462115;225356085; no esta
36762813;433066; esta
20361401;803839; esta
65146465;714665; esta
59647452;209450825; no esta
12023370;209803678; no esta
94701295;196964868; no esta
81762235;225353524; no esta
45365269;224210913; no esta
24201033;227385736; no esta
44895460;216690070; no esta
26077268;206507; esta
02252209;205443577; no esta
19332715;215436524; no esta
04948963;242431263; no esta
71324779;218188948; no esta
17785943;208571893; no esta
96615713;212585114; no esta
78116117;205582243; no esta
34505853;1006932; esta
72592514;197087747; no esta
85376450;225124832; no esta
77945735;366933; esta
47964945;436479; esta
05755985;196341082; no esta
76459626;198930092; no esta
72381484;195460017; no esta
17933795;204621391; no esta
96140398;211718129; no esta
80951899;210563997; no esta
21919145;226274270; no esta
34832703;448000; esta
36664255;214393325; no esta
37210160;202150141; no esta
71338428;211085383; no esta
93780860;205075791; no esta
95712301;50657215; esta
94905330;205623630; no esta
85768739;220919611; no esta
92416120;207387042; no esta
24100044;204997284; no esta
37567629;218512787; no esta
36458341;326826; esta
95376790;224178060; no esta
35363332;232185303; no esta
76666284;212010822; no esta
98450353;202750034; no esta
09261996;728319; esta
30818497;174080; esta
60612719;207034189; no esta
30106584;217391081; no esta
88792566;204492965; no esta
53026777;213868527; no esta
05909810;215428844; no esta
85764134;221975610; no esta
39162728;886186; esta
78232025;40107; esta
49479592;213196954; no esta
95649238;324266; esta
54472255;196977241; no esta
36158373;197234521; no esta
42212074;213365914; no esta
80638509;191674208; no esta
16298941;934825; esta
70250962;720213; esta
64989989;207856374; no esta
24439288;1047038; esta
46471734;218624574; no esta
31015576;311893; esta
24495458;352000; esta
87786536;216381589; no esta
33972571;191554315; esta
96793251;195592710; no esta
94612413;207224482; no esta
49741059;218322920; no esta
17271445;208204960; no esta
88023238;203776593; no esta
14596324;918186; esta
86167967;197882626; no esta
88184911;217123562; no esta
63526910;205981177; no esta
02400741;197722627; no esta
06702509;227062749; no esta
91206491;192853; esta
20916234;861012; esta
69852646;222456462; no esta
14617685;222654435; no esta
42348160;184223764; no esta
31970143;211506930; no esta
80914119;186735548; no esta
74447197;1160532; esta
21195226;1119572; esta
53192405;214182979; no esta
62270815;216470763; no esta
18515149;220879078; no esta
30881218;207261175; no esta
80396670;223830327; no esta
39578289;674986; esta
00373935;215586711; no esta
36942536;220554811; no esta
22612527;72960; esta
36433853;197995267; no esta
35336022;962985; esta
22597362;210866503; no esta
18391353;214486765; no esta
17538217;529066; esta
97580466;415146; esta
94822275;828586; esta
71837824;1134932; esta
67235073;204190886; no esta
56713209;219900731; no esta
86595034;204186619; no esta
08981927;218144148; no esta
06470529;939519; esta
89129133;183893; esta
46430084;220925584; no esta
07552392;206795682; no esta
98067507;58027; esta
05411292;223261581; no esta
92480297;221027130; no esta
89978980;216678123; no esta
68626275;209863838; no esta
18213863;10667; esta
24198068;355839; esta
68432840;196084229; no esta
56838182;193919752; no esta
10630689;216067990; no esta
02230516;228008668; no esta
59745728;227343069; no esta
93016467;207089229; no esta
51512555;205507151; no esta
36345387;586239; esta
28924303;202421927; no esta
52847245;731732; esta
85552330;211200; esta
65160722;942932; esta
78696215;202041768; no esta
48037321;213012634; no esta
37330786;1036372; esta
07161787;235520; esta
12739214;182753900; no esta
45192991;222277689; no esta
58278902;220957157; no esta
17932966;220829584; no esta
47541958;204230565; no esta
59111483;378026; esta
55006880;202414248; no esta
56446384;193425672; no esta
44856425;221323663; no esta
22949572;209328799; no esta
89683958;209470879; no esta
44951585;820053; esta
59266489;99839; esta
74343919;748799; esta
70907552;209029279; no esta
28459595;216598763; no esta
88573194;189968397; no esta
20716835;520959; esta
22456206;1143466; esta
63845133;191573; esta
08644441;203196326; no esta
94050154;197623640; no esta
56183734;209932958; no esta
69645424;216633750; no esta
65500845;216926016; no esta
44804000;212331674; no esta
52016631;15287874; esta
33144327;203160060; no esta
83846613;544000; esta
99773120;206550349; no esta
32870827;218340840; no esta
51193734;225788724; no esta
87213572;831572; esta
20441933;225688885; no esta
67710175;1361919; esta
03210593;205653; esta
32620714;285013; esta
36169334;211680582; no esta
37245413;218539667; no esta
18814111;211257330; no esta
93023283;266048086; no esta
21974418;210909170; no esta
53372642;228955867; no esta
17860149;269227; esta
43994242;225844191; no esta
68599860;213152581; no esta
39971058;223334967; no esta
60369407;20877627; esta
53320567;857599; esta
19636847;203372539; no esta
70517517;203031207; no esta
94965372;567893; esta
19964241;175787; esta
04607516;224045367; no esta
43363138;213113753; no esta
21419966;510292; esta
38022382;216007831; no esta
03715927;194760284; no esta
26132238;201132969; no esta
26795705;216547136; no esta
44835481;210817864; no esta
37762152;205608270; no esta
98076916;212411888; no esta
19922663;204389712; no esta
46100653;218900200; no esta
37589255;189440; esta
05433393;1088425; esta
36827448;270933; esta
43346345;204525392; no esta
89784486;204847098; no esta
52221224;210255944; no esta
43898194;229987546; no esta
11627156;227572616; no esta
31215097;223328994; no esta
30706117;296107; esta
48739390;199127212; no esta
92771034;218766226; no esta
05945926;219333266; no esta
92443699;208211786; no esta
29069017;200018518; no esta
22989723;494933; esta
87097192;218445800; no esta
52162170;227740295; no esta
16134811;193598472; no esta
36514944;217368041; no esta
99400764;948479; esta
70298968;1032532; esta
20767663;218572520; no esta
26655112;1302611; esta
40713513;944212; esta
81023036;478719; esta
15966334;907519; esta
11479645;25600; esta
70959907;226374111; no esta
78719258;771412; esta
65782822;218978706; no esta
08257909;211866609; no esta
40594517;199322625; no esta
23336411;453972; esta
74607829;207462134; no esta
07896627;201190569; no esta
05258312;584106; esta
33461095;308053; esta
96536909;214456472; no esta
65790733;215176684; no esta
35030444;228806107; no esta
66371216;224809952; no esta
82147860;148907; esta
31921107;221365050; no esta
25303201;205553657; no esta
99734438;202006355; no esta
46067556;213756740; no esta
33471964;207569228; no esta
63719697;100693; esta
35637209;226805897; no esta
99316469;229071920; no esta
96070539;219875132; no esta
20370858;303360; esta
33754170;207848267; no esta
60406462;206451362; no esta
75892209;216614122; no esta
37056138;207933601; no esta
91623252;220307771; no esta
49584604;116480; esta
92377036;207381921; no esta
04560767;542719; esta
01059530;273920; esta
67836284;221367183; no esta
80559348;232334636; no esta
78879352;222747875; no esta
67215773;211923356; no esta
44898849;217263082; no esta
51852399;214813592; no esta
74180721;180480; esta
07636678;210635678; no esta
35200836;1031679; esta
78664070;212026182; no esta
88580771;215622124; no esta
94240781;197246894; no esta
43445706;214401006; no esta
28195837;203812006; no esta
57587059;206129656; no esta
67826676;1040212; esta
93257583;27733; esta
64941199;203823099; no esta
12968958;206435576; no esta
42681750;1130239; esta
51312561;79360; esta
24917811;198089559; no esta
92739466;1083732; esta
48418373;186831974; no esta
81738019;214079300; no esta
79511726;1204905; esta
86590184;905813; esta
44448844;197084761; no esta
96089910;217828841; no esta
64563352;1249705; esta
87222635;227460402; no esta
57308558;226691550; no esta
31264892;208249760; no esta
25255573;1144745; esta
32673075;208468213; no esta
56681131;208689653; no esta
36839394;208072694; no esta
88277537;188974691; no esta
77972448;223852087; no esta
49009891;220991717; no esta
50279662;234803753; no esta
87019957;217467455; no esta
11064822;223143821; no esta
65433138;208173387; no esta
12964089;227576882; no esta
50584352;219957478; no esta
43427423;538879; esta
56158818;376746; esta
98162915;225676085; no esta
85487416;1302612; esta
64007027;303786; esta
62048614;1999784; esta
85240150;197776387; no esta
80753165;210672370; no esta
93099722;220224145; no esta
62119339;206354509; no esta
06015920;221507129; no esta
99942444;235845245; no esta
52519030;213606980; no esta
76330066;249600; esta
53909915;222453902; no esta
58357687;400639; esta
24927610;1000532; esta
71717374;217388949; no esta
16116904;228062428; no esta
40250799;217440148; no esta
84752045;219501372; no esta
92140467;57956619; esta
14264619;222249529; no esta
66576020;724906; esta
69066373;222009315; no esta
94674103;996265; esta
18144209;229517360; no esta
84744167;197062147; no esta
27524790;213999513; no esta
34022275;406613; esta
58829365;210585757; no esta
57176065;216747; esta
73964249;96427; esta
49476999;213313434; no esta
36394725;1152425; esta
43843660;821333; esta
42249621;237828815; no esta
86295586;207360; esta
99965090;1028265; esta
70501048;235859751; no esta
45511382;204783524; no esta
99335206;130987; esta
62995691;444159; esta
65401563;402347; esta
82698365;209038239; no esta
96120785;193205940; no esta
33819799;340053; esta
79940301;208300960; no esta
86694892;206808482; no esta
78725306;782933; esta
16087718;217656468; no esta
14048397;218541801; no esta
