User;Time
01063698;25173
08367944;31146
47893986;32000
90835214;30720
80402526;40107
17194331;36266
76596219;31574
80768867;32000
81530726;32426
62146322;42667
63886364;31147
47253705;31147
65106436;32853
81310420;32427
42873565;32000
73909767;32427
02114275;32000
20790679;32426
25375150;32000
78985900;39679
17852805;32000
57655825;20480
83963754;19627
20733974;31147
43256416;26027
40204263;34133
42725467;26454
88599207;33280
20410207;33706
69814555;32854
95391980;31147
53996027;32000
62751702;37547
52356787;38826
94791335;29867
74058412;31573
70301506;32427
94209077;32426
26987347;31146
30308866;31573
64955866;20480
10130076;31573
73494310;26453
66300241;31573
69633050;32000
78855281;36266
49572971;37547
63814881;32000
74737989;34560
45169746;32426
21284467;25174
27491534;32427
09666166;31573
85986948;32000
20803400;31147
65181406;33280
14946166;31147
90504822;31146
56303523;39253
79543596;31574
67289290;25600
31889929;31574
30999142;32000
89490021;22187
05552408;32427
55494646;32853
36746895;42240
86815943;26880
58078180;25600
91665001;31147
37568896;31147
51194643;32000
49387513;32000
60616244;30720
10005226;25173
62588778;32000
82550314;26453
29237801;34560
84867312;32427
91379933;30720
39524100;31146
84260167;25600
79887621;31574
58327634;26027
91390607;25173
50761922;32853
53908353;31574
96531599;31574
57741596;31999
36596282;25600
44098480;31146
01998716;32000
80442417;25600
07820356;35840
89335143;30720
16867608;30720
61690311;26453
28452967;33279
77642213;31147
21635963;32427
69314266;31147
60857088;31573
12127961;30720
41216919;32426
55372816;32854
37213986;26879
12369223;32427
41328860;32000
15721461;34560
58204322;37120
02944170;40533
17277387;37546
05479796;35413
70987202;32000
51990621;25600
52665005;32000
77087062;31574
79688445;25600
18830031;35840
28394347;31573
38311382;74666
17511106;36266
10039420;61014
22406680;61867
26434150;47786
35392448;72533
50998307;46507
53235237;61440
15451424;42240
29957240;50773
54608638;93867
38598796;61867
14861140;58026
75909495;61440
37330786;62293
99220184;56747
70641021;49066
73491433;42666
33009003;72960
90494717;50346
23966920;52480
96666521;50773
39790131;40533
39257404;55894
62737976;56320
07977647;56747
88394412;56320
47381987;87040
27079714;55894
34981546;60160
30814908;57173
02748198;58027
58483288;58453
18109831;57600
46642098;48213
68626629;90880
09977072;58026
00681583;59733
91468838;60160
64716601;57173
37180094;58026
21000021;61013
91162239;60160
88898668;81067
95480750;61440
39914539;58453
65987028;36693
26373478;63999
68764174;85333
69799971;64853
50835308;77653
52317250;69120
95018512;34560
80269976;64427
89594980;53760
83110141;78080
88266915;64427
62031793;66987
56165978;52907
12752170;93866
51374254;64000
11417017;52906
97052271;42240
81814929;46934
20909695;66560
65950031;42666
77687815;65707
92649753;46506
43887845;53760
31169991;55893
55934215;54613
57179303;60587
34018987;51626
65761959;46080
38508329;46080
07954477;60586
01562359;55467
31681326;47360
02218312;62293
50051694;55467
88559130;58453
67277711;60587
65306452;60160
89063277;58454
23329343;50773
92165710;153600
38134664;46934
87897464;42240
51250847;53760
77312451;43520
50195213;33707
36678757;40533
72710286;47360
52880738;53759
22529295;54613
20506932;61013
36028241;59733
58814822;49920
79673157;28160
60255289;420693
67018116;53760
24645338;102400
04529007;50773
58559578;54187
14898562;43946
67176784;33707
73452835;43520
59833610;36267
06541444;43093
98250612;49066
53608542;49920
03276515;42667
59899399;57600
94627735;43946
74627123;56747
72240932;46933
00451856;58026
27485404;49067
10648547;60160
89291244;59307
06343317;58453
39806932;58027
36097017;57600
87222761;47786
84274730;61440
00503735;60160
30810731;58454
79580711;62720
73016086;62720
59615341;49067
09514357;43520
46313867;30294
04361150;35414
55440524;46080
57338000;40960
66106944;32000
92746947;31573
63278285;26026
34976297;31573
30459100;32000
21468248;31573
22914789;31147
78914408;25600
52617055;30719
50898483;35413
93660475;25174
51792660;25173
82678089;24746
08401962;26453
90397875;30720
57475543;29867
41713701;25600
71407207;31999
35041933;26026
95079518;32853
88339484;19627
74105074;32000
84809043;32000
40823170;31573
62520753;35413
80991367;32427
34691608;33707
82832701;32427
00108544;32427
37614242;31573
52834940;32000
24689488;32000
63601261;25600
59957031;31573
41104320;20906
40794484;27733
53191800;26027
61517182;32427
38894069;26453
52149404;25600
29604382;33280
53400058;32854
57579037;34559
87242716;34133
82923205;34987
61842815;26453
87320958;32427
35200836;48214
15245053;40959
71929189;44373
34391919;40960
93594708;45653
22736038;50346
58212924;70826
11370871;54187
91154085;59306
17853983;61440
18416484;48640
35517204;58880
09683970;54614
16833157;53333
29278573;55893
58497291;58453
94560427;42666
06589298;59307
46505329;48213
10504967;48640
69079960;58453
40406076;50773
91071175;49920
44733424;48640
00619806;59733
41475548;49493
01739468;60587
47074996;61867
44442900;44373
74986223;50773
28833742;51199
57962997;41387
91470877;26453
25741823;34560
69768236;32853
10983154;31573
56294369;31146
49027543;26453
05005642;34133
96660205;26880
68920080;31573
94674103;25600
82222991;32000
57572726;30294
59262452;31573
74834086;32854
98152187;32853
28405369;34133
22278830;35413
12414039;32427
59731943;32853
68194318;32427
88275901;33280
92804080;26453
36110915;33280
45955369;33280
71477314;33707
32221691;36266
26291344;47359
77891164;26454
53285779;31147
41658472;29013
24023367;25600
87201547;32000
78158611;31573
77397864;32000
81810378;32427
24102580;26027
27524639;20053
81243159;32853
79522013;32427
43934385;34134
13949248;35413
97974527;26027
81519778;27307
82698746;39680
52313582;32000
13831388;34134
45239224;32427
16610410;27307
37020318;30720
64804548;33280
24563832;31147
90077811;31573
78828031;32426
57569670;32853
58001753;32000
08275708;32426
21493528;31573
66733912;32000
95008305;40107
25346645;32853
86034874;34986
10617165;31147
40307316;32427
93372617;31573
86682267;32000
82318725;31146
23761644;30720
10037866;32000
23381493;32427
37059022;32427
84696185;25600
14678737;32000
35565226;26027
35261276;32427
36862097;32427
19552613;32000
52593612;30294
72510022;31574
10659661;32854
63694118;33280
77775383;31574
72067105;26880
89018574;32854
25500151;33280
27405011;32427
43919345;34133
29307495;32853
61920771;32853
95728492;33706
39706618;34133
36394725;32853
98995782;29440
05837132;26880
99400764;121600
25255573;87466
41118112;56746
36611875;47787
61443072;48640
83785090;49067
24047137;47360
78612633;46080
09559377;44373
42546688;36267
46998248;44800
13943564;45226
24927610;39680
66556776;44374
10388310;36693
96955937;46934
35336022;45227
57167394;38826
86834688;54614
58403147;28160
93861472;26027
38666941;32000
64668733;32427
58080939;32000
02880507;32426
57746094;26454
45626960;31573
99019259;32427
50442278;71254
09439759;42240
18925690;25174
34631655;44373
27480400;32426
95494096;31573
14651478;31574
37036164;32427
82043829;26027
94633450;35414
69600168;33280
44697059;27734
91663168;38827
91137336;41386
71283141;36267
78762735;32000
70978459;49066
63448549;41814
58569671;48640
86007331;84907
50308294;88747
13767284;41387
67606017;49920
67314545;49920
88477218;66133
23526749;59733
53107968;40534
06075137;88320
12199362;84480
20784596;96426
84410894;37120
06732370;38400
63335766;46933
99810256;44800
32816827;31146
81797287;30720
97650136;30720
27290281;31146
82790136;24746
04750335;32427
22283675;31147
10575018;31573
23475819;26454
04080639;31574
17345823;30720
57956345;30720
71321303;30720
09016704;63574
41687457;25173
53524478;41814
87654777;25173
48012856;30720
64484852;24747
47999324;25173
95075490;24746
04984099;30293
56024114;31147
26759909;25600
56011215;31573
33384487;31146
09549256;30293
88360718;31573
11135566;29867
60565796;65707
06793689;31147
33028040;25599
15927745;30720
45180874;31146
12348049;30720
07268347;31147
46031809;32000
75614772;31147
72772209;30720
95314950;29866
45483703;32000
10219195;29866
37644958;49067
74655857;44800
38463189;29867
71749896;30720
09365672;25600
49487039;30720
81688311;31573
13390040;24747
26330097;30720
80760133;24746
08640883;29867
08883591;25600
42530977;24320
08670893;25174
75031722;25600
19282413;31146
01745930;25600
81218691;64000
50771685;25600
55800128;30293
20061137;30293
81319724;29867
08452664;30720
17736793;32000
13819030;38826
06879728;29867
22577775;32000
13527153;31147
92748698;30720
04252336;25174
80313232;31573
31058112;25173
80348146;49920
90924000;39253
65633349;31573
71195375;30294
13583178;29440
56458654;30720
45278797;32853
01414620;31146
54773005;31573
09067768;30720
15772783;31147
87832415;30720
03956263;25600
54033024;32426
32833294;31573
33358934;32426
22740889;30293
55743708;32000
75557022;63147
02886178;30294
04567551;30720
91913189;29866
13142349;30293
45015584;29439
38337051;25173
55031729;31573
35214359;32000
44374080;31146
63141538;30293
47285084;29867
40993003;37974
45837148;25173
20082746;24320
48911278;44373
86537715;44373
66265731;31147
02671994;31146
08428968;39253
19739858;24320
94309209;24747
11365774;29867
79952232;30293
47512616;30720
30105990;30293
06286449;30293
76012891;30293
99497111;29867
42881968;29867
73802193;47787
27906549;33280
31819528;43520
01306816;29867
43268039;31573
48075401;30720
02134527;24747
64563352;31146
79804460;32000
95354121;31147
37740763;29440
62637153;29866
42681750;29867
36863669;25174
49975334;25174
62089351;25600
66374202;69546
75779599;29867
61556766;43093
28535246;44800
83552845;43520
71261729;41387
27365197;35840
12337506;42666
86315605;40107
77017051;54614
06310758;58026
45480476;34987
14338045;48213
59460650;34987
47805874;47787
87967188;31147
62655722;25600
57822689;24747
86785691;42666
43692964;30293
98127484;30720
78483487;31147
72533986;84053
75514378;54187
93172461;47787
73066495;25600
61913262;30720
44063518;24747
96779005;30720
60386938;30294
64655302;30720
79641999;31146
26313246;29867
88180349;177920
24498926;61866
11379743;40960
55870078;38827
25424809;45227
29483093;41387
75365087;26026
13468503;32000
89943673;32426
02190532;32426
59262933;26027
71449613;31147
08551932;25600
87985386;33280
22405668;34133
06001874;32000
55649620;19627
71217744;32854
82215965;25174
35104687;31147
20711697;32000
87430408;37120
65423270;30720
32654078;24747
59798589;32426
00907361;30720
70464140;26454
33444774;32000
28904639;34560
56895625;32000
25873638;33280
25051049;32427
78126703;25173
92631527;32000
51787494;26880
14628578;36267
80105202;32427
66077793;25600
31276469;25600
25713914;32853
24430254;31999
67356117;31573
91323326;31146
44671781;26453
13051166;31146
88751395;34133
99517255;37120
44559188;26453
96874214;31147
12128400;32427
95686922;30720
03595038;31573
08538971;32000
18167552;31573
06983058;26026
68519828;32427
14433166;32853
51215508;31147
55759507;25600
83696321;33280
90889647;26880
84767113;32427
72542160;26026
38235416;33280
36674943;46080
19935489;30293
07765621;30293
44868972;31147
98232380;31573
54283611;32427
26028816;31147
37591898;31147
48231679;32853
87670458;30720
40004480;25600
96924584;31574
93212915;64427
13876523;32000
51445377;30720
08544618;30719
69861028;31147
20896436;64853
05156421;31573
57830101;32000
59305080;26027
81871917;33280
80396005;32000
47962300;34133
96784630;46506
20078833;64427
15265903;33280
94795667;46507
67201974;26453
57309629;33280
73589259;46934
49485131;32000
08898764;31147
09608426;30293
67768328;31147
02905655;31147
85137146;31999
39893435;32000
64254901;25174
78579907;52480
89888846;41387
89774786;34560
89121689;32000
79044858;44800
05437881;25600
74910198;26027
58560048;29867
38368638;30293
42986095;25174
48099665;32000
63275386;26027
46356051;31574
05030153;33707
26055526;77227
85478498;32853
78927475;72533
14417688;30720
79021542;32000
87280348;31573
95188433;30720
33341270;26027
74258895;24747
78909302;30293
87055506;31573
49946202;31146
32467052;30293
88347599;29867
43790022;63574
57444118;30294
22564207;30293
76572048;30293
38525846;29867
48433881;32000
67206797;30720
93260114;30294
36589641;31147
36943708;30720
94094142;31147
49927208;26027
16292328;31147
80605139;25600
06470529;26453
50085413;49493
39634893;38827
15616779;34987
29525992;30294
11546691;25174
14928628;30720
22489852;30293
58109379;29867
70384032;30720
57358677;31147
57016179;31147
04656442;30293
89012931;29866
35898448;25173
80112279;31147
06627731;24747
66121477;62293
53277673;30720
91358684;30720
57976067;30720
12685306;29866
60509027;30293
23223762;29440
05128011;29867
02801659;29867
31507483;30294
24727008;30294
86473497;31147
60966514;31147
16013977;25173
73610764;31574
35301083;49493
53488512;25600
22851530;43946
67793176;25600
31324844;31573
84566881;32000
95679782;31147
13633412;31147
26955828;31146
23744800;29014
85782656;30720
10330566;30720
69363044;31574
72537277;30720
25332929;30720
69252231;24747
81399034;56746
93455277;30720
49377232;32426
42140116;32000
44398581;25173
90907706;23893
70519402;24320
56068055;30719
50849233;30293
03260266;32000
34779968;30720
52504599;29867
19196612;31146
21030996;30720
18775187;49493
41201840;49493
02285805;47786
28214724;34133
28176487;27306
04590640;32426
16226528;32000
14278313;31147
58688028;26027
59265755;40534
22266735;31147
40966941;26027
79110927;31147
74242715;33280
62048614;31147
07134759;32000
30397344;32853
15457554;31573
32284821;27307
46841092;26453
93364092;32000
40174484;31573
84650988;26454
34047863;36693
80173063;41387
88249365;39253
59324429;33280
15351613;31146
21125723;29013
85113920;31574
76015330;32000
84239654;26879
90981923;25173
44416998;31147
90608902;31573
16135125;32427
87394200;32427
90715627;32000
00192915;32000
44429193;32000
85368924;26026
32769529;32426
84031980;32000
42713109;27306
32487618;46507
41913814;42240
09394629;50773
78113965;26027
28880237;32000
22543669;31574
57648637;31147
47366245;25174
51334084;31147
18820187;32000
53182067;25600
43943848;26879
51244035;32427
41844130;33707
26783139;32000
00381906;27307
24562071;37120
30069680;44374
87534717;30720
44790094;29866
12300595;30293
73751822;30720
67531845;30720
50862810;24746
71342194;31147
51136161;31574
96198599;30720
21704981;30293
38360542;30294
32758368;25174
71148906;29867
23110238;65706
55440088;31146
41514119;30293
60291694;24746
67187787;30719
03517138;30720
92677198;31573
63183975;30720
41870434;31574
47166854;30294
09952570;23893
26208083;31573
41313575;30720
28888925;30720
17476930;30720
31429904;66560
08338919;25174
28941285;31147
98227755;32000
09781905;31146
84360508;30293
69509097;30293
42080771;32000
77293812;30293
43612028;25173
47656845;30720
41574788;32000
43210516;30720
05987646;30293
56680965;29867
92523921;63146
40715197;32000
74042590;31573
95541321;38827
59382421;31147
02599432;34559
47433649;30720
71877164;31147
44141934;32000
22680775;48640
12398697;32853
55495575;34560
46601468;26453
87744413;33280
20091001;32000
44281725;18774
98322164;30293
38109238;31573
53698276;30720
65641244;31574
57226352;31574
83252355;32427
31307664;27307
71859302;34986
46926063;34986
52194276;32853
14427357;35413
13247234;38400
47713963;34559
13002578;41813
64567605;26027
67241152;32000
19513627;31573
86338688;26880
22756787;31146
06271545;31147
28656949;32427
41820625;31574
72208038;31573
72966835;32426
54421097;32426
45313861;32426
21768490;31147
40471149;32000
19431999;52480
77649418;31574
89513079;30720
74511526;24747
50042600;30293
74856132;45226
45820051;24747
00396257;32426
15665897;31573
56582729;31573
30293459;31147
15821438;32854
83426498;27307
00910229;31573
32687671;31573
70798705;44373
81985618;30720
30474855;30294
53224895;24747
83775387;29440
13094685;30294
50379105;31146
63854776;28587
