User;Time;esta/no esta?
69631176;26830473;no esta
71612677;25032502;no esta
60314478;24785461;no esta
51207081;24867381;no esta
40794484;23336930;esta
98586597;25692127;no esta
97797985;23344184;esta
75090613;23441037;esta
43438029;24851169;esta
25831782;26802313;no esta
07588784;25401567;esta
87172818;28483377;no esta
94577271;28477831;no esta
48967010;28309297;no esta
24899400;25563701;no esta
25557073;28093404;no esta
76523761;24457355;esta
57675585;27291272;no esta
86178588;24582368;no esta
11570136;24933941;no esta
23449321;24887008;no esta
46461577;25097354;no esta
91427572;24776929;no esta
60420927;25860233;no esta
10232508;25231754;no esta
23463886;24802101;no esta
15430135;23502903;esta
74235473;25217674;no esta
25942641;25576928;esta
04055878;25233034;no esta
40641831;23409890;esta
41174585;24306742;esta
27797364;26240820;no esta
71997705;26317619;no esta
35425827;22641038;esta
36360454;24142903;no esta
14364969;27959858;no esta
21000021;24384396;esta
72504915;27768711;no esta
86894770;25817994;esta
77961655;24600289;esta
30200045;23520824;esta
49726967;25298741;no esta
01228758;24805515;no esta
70944646;24815329;no esta
71579360;24878475;no esta
92457152;26514313;no esta
69940226;28234630;no esta
70056303;28325084;no esta
91139622;29007750;no esta
37897016;27379165;no esta
51790795;23613836;esta
93865050;26340660;no esta
31959356;27339912;no esta
55391691;26719539;no esta
58805299;29006043;no esta
46537339;26240820;no esta
38825178;27314738;no esta
79995369;28747483;no esta
17372310;28957403;no esta
74561078;26925619;no esta
26208083;22893624;esta
66304495;9601268;esta
08068698;24968075;no esta
02314250;24936501;no esta
02954515;25669514;no esta
85741717;25612767;esta
61197700;27299805;esta
87458724;27368498;no esta
87813567;23557943;esta
17329020;26881673;no esta
56533536;24959115;no esta
89185668;23436770;esta
71744452;24508129;no esta
48750675;25322634;esta
25244643;23553676;esta
07140244;23371917;esta
39231283;25719860;no esta
80181307;25694260;no esta
96169911;27723912;no esta
28939460;25315808;esta
52382996;24532449;no esta
57569670;23241357;esta
35066621;24825142;no esta
67400969;25945994;no esta
98716872;23108237;esta
99050995;22941410;esta
36643940;24832821;no esta
74881140;24741515;no esta
40444626;24819168;no esta
63066942;4814927;esta
90409363;29071322;no esta
06524058;25674207;no esta
07281978;24357943;esta
26778977;28728709;no esta
22230426;26246793;no esta
59717070;24832821;no esta
51511135;24884449;no esta
91132755;28134364;no esta
84875655;24302475;esta
45201922;26425993;no esta
94449690;25296181;no esta
45948316;23568183;esta
72952137;24801675;no esta
55572680;24756448;no esta
37459145;26496393;no esta
08250781;26518579;no esta
62698250;23303223;esta
69384334;23787489;esta
61903250;24948022;no esta
43477995;25486900;no esta
79802628;24826848;no esta
71433372;26637619;no esta
96660205;23939810;esta
69974035;26428980;no esta
10480617;11165852;esta
23843547;23036557;esta
20419072;23082637;esta
55205628;25539381;no esta
64404872;27089885;no esta
11597340;24651061;no esta
24109809;23960716;esta
66394535;23437197;esta
35944867;27691485;no esta
80045881;25791114;esta
62593252;24870795;no esta
09859479;26623966;no esta
92839260;28420657;no esta
57820733;27014365;no esta
45714338;25604661;esta
94633450;24907915;esta
03653151;25620874;no esta
54073125;24089142;esta
48812544;25675487;esta
24936353;25136181;no esta
93858374;27455538;no esta
39230735;23137250;esta
02380652;26204126;no esta
48400564;25445514;esta
19786697;25816287;esta
59804764;9404575;esta
38474968;25220234;no esta
84721821;26556979;esta
96995309;24753462;esta
01350136;13844035;esta
16466697;26715700;no esta
80171623;26905992;no esta
36030777;25716020;no esta
97970908;25002208;no esta
80858713;25031221;no esta
63754503;23256717;esta
24539780;23141944;esta
87442547;25090528;no esta
64884515;25194208;no esta
89585524;24920288;no esta
55212157;26207540;no esta
38270808;27021192;no esta
57028838;26950792;no esta
50127658;24297782;esta
38124786;24171062;esta
06247774;26890205;no esta
39105462;23286583;esta
18494995;24671115;no esta
87666487;23397517;esta
62160941;26659379;no esta
87407120;25612767;no esta
50997842;25060234;no esta
28743219;26115380;no esta
02703931;27516125;no esta
29385962;29847002;no esta
70442864;27997404;no esta
82648995;28513670;no esta
31721147;28273457;no esta
89395574;25495434;no esta
04633905;24610102;esta
48643569;28532017;no esta
74852819;29808175;no esta
11224520;27445725;no esta
66450022;26420447;no esta
08010332;25613620;no esta
31867711;25158367;esta
79329254;25175862;no esta
39002337;25526580;no esta
75919871;25584181;no esta
07612338;25570100;no esta
99107718;25096501;no esta
40086656;24785461;no esta
85046951;23098424;esta
58951574;25074314;no esta
67531845;23828450;esta
76172155;23297677;esta
37059022;22962318;esta
21296774;25156235;no esta
05231447;22819384;esta
02347915;26842846;no esta
31307557;24808928;no esta
52665118;24001249;esta
35762629;23425676;esta
69196364;24183863;esta
44882952;26011274;no esta
13265349;25025248;no esta
38474759;27672284;no esta
27902011;27322418;no esta
30200772;23695330;esta
75337477;27100552;no esta
01649820;25876447;no esta
91302908;27864711;no esta
67208236;23870262;esta
94057340;26615006;no esta
29507235;23253303;esta
30099346;27548125;no esta
90396955;26173407;no esta
57013427;27945777;no esta
16487174;25784713;esta
88940675;24529462;esta
02050369;29890095;no esta
31855084;29444655;no esta
05609003;26206687;no esta
30884878;23883916;esta
86576637;25074742;no esta
39269311;25030368;no esta
60125009;25163488;esta
78581849;26263007;no esta
15328220;25618740;no esta
48533081;25788980;esta
57962997;23969249;esta
21648730;27713671;no esta
99464601;25645621;no esta
15444381;24954421;no esta
82164717;27109086;no esta
91881874;27599325;no esta
01001623;25125088;no esta
06152582;25059808;no esta
93528072;16047766;esta
58266659;27711964;no esta
24326489;26509193;esta
25907130;23615543;esta
81467385;25250954;esta
26540434;29025242;no esta
27804753;26740446;no esta
82619824;25990793;no esta
90701484;23305783;esta
56529170;18917949;esta
33994073;25247115;no esta
70792878;25198902;no esta
72788024;24894261;no esta
23020219;25208288;no esta
49150151;25562420;no esta
89398276;26480606;no esta
74857177;25162208;no esta
85469294;24797409;no esta
50081980;27887324;no esta
47426474;24895968;no esta
84154078;25237302;no esta
36563196;26338953;no esta
36632219;26847539;no esta
99747994;28797403;no esta
05256210;25736500;no esta
41556008;25030794;no esta
34144761;23141091;esta
37774770;26084233;no esta
42546272;26979805;no esta
11415698;25102901;esta
91608066;25923380;no esta
26531879;26159326;no esta
06559930;28838790;no esta
57673714;25211274;no esta
66261432;26243380;no esta
42839327;26389726;no esta
37020318;25024821;esta
42309261;27629191;no esta
29908963;24926688;esta
01247484;26259166;no esta
92180387;23270370;esta
81539511;26452020;no esta
78449917;25749301;no esta
62608236;26683273;no esta
54520546;26562099;no esta
11457316;24813195;no esta
19036188;24748769;no esta
16856357;24469729;no esta
59650242;25106314;no esta
13788554;26090633;no esta
50656060;23040397;esta
54689857;24922849;no esta
49264328;24599009;esta
37457262;24869088;no esta
72684438;24561462;no esta
64072429;24971488;esta
54757796;25513354;no esta
82239923;25678474;no esta
82696116;24705675;no esta
49877631;23701303;esta
21030996;15717526;esta
62892737;25362741;esta
21169747;25073887;no esta
06964178;26160180;no esta
03021744;25372128;no esta
39571488;25102474;no esta
00703719;24660449;no esta
10657440;26329993;no esta
97921516;28937776;no esta
49579304;24953995;no esta
30349186;25257781;no esta
85587927;24026849;esta
14039604;26172126;no esta
43451785;25384928;no esta
52953473;25720714;esta
65813183;26573620;no esta
99263636;25806047;no esta
52722426;26000607;no esta
61419084;25540234;no esta
80592737;27043379;no esta
97362735;23286156;esta
02190532;22923917;esta
59720637;23171383;esta
04414283;27085619;no esta
44510823;24549089;no esta
15112970;24433035;no esta
34020112;25384927;no esta
75394736;26146100;no esta
69018453;26386740;esta
55220298;27355272;no esta
24642095;25432715;no esta
73033156;23701730;esta
73165963;26817672;no esta
21509950;25979274;no esta
79561581;28280710;no esta
33476908;24710368;no esta
99841390;24654902;esta
65369583;27020765;no esta
16414472;28667696;no esta
68550365;27567752;no esta
12947344;24596022;no esta
63655562;25164768;no esta
54251132;24449675;esta
74034958;27935964;no esta
55242553;26260447;no esta
41900307;27781084;no esta
57132392;24916448;no esta
28715138;24784608;no esta
78912906;27327539;no esta
30758551;25640074;esta
44301419;24041783;esta
40434392;25357195;no esta
06983058;22910691;esta
81979136;26478473;no esta
25525520;26874419;no esta
65559530;25026102;no esta
64898225;28448817;no esta
27100211;24211596;no esta
86672992;25064928;no esta
43384769;1233065;esta
89171910;24255543;esta
09164445;25063221;esta
87256295;23337357;esta
73883074;28553350;no esta
55662936;25700660;no esta
42624261;24527329;no esta
09763183;23511010;esta
47316496;28464603;no esta
53611626;28197083;no esta
03802874;25360181;no esta
70282519;25160928;no esta
55440088;24611808;esta
99346272;29842735;no esta
63954449;25668660;no esta
98449282;26220766;esta
80598239;25567967;esta
88774248;26226740;no esta
41634120;24870795;no esta
22240256;25692127;esta
13779385;26377353;esta
06579096;25263328;no esta
15082057;25094368;no esta
65353772;23380024;esta
90386495;25400714;no esta
28475184;26781832;no esta
83378916;25206154;no esta
42197618;25195488;no esta
24631074;25254368;no esta
01382027;23580983;esta
71541440;25632820;no esta
74005194;23621090;esta
94492855;7581430;esta
39421897;23359116;esta
57124145;23215757;esta
89049702;24811062;no esta
63010591;23154317;esta
50158423;26596233;no esta
47430925;26094473;esta
44516772;25791967;esta
09855266;25148982;no esta
98348862;25161355;no esta
21634932;25495434;esta
87055506;24766688;esta
64916491;26327433;no esta
19007030;24684341;no esta
61933398;25187381;no esta
12348049;23107383;esta
72163181;660052;esta
38926282;27176925;no esta
85339147;25312821;no esta
82460987;24040929;esta
46398328;24931381;no esta
37600617;25408821;no esta
25708495;25749727;no esta
55632667;26127753;no esta
17272079;26011700;no esta
67544330;25585887;esta
46926063;24157409;esta
32749014;25036341;no esta
85297187;26906419;no esta
74098676;26170846;no esta
64335062;23854903;esta
02177450;25254795;no esta
85795340;23398370;esta
93319917;27583964;no esta
89118129;25664821;no esta
48823436;26154207;no esta
89963345;24997088;no esta
45431000;24828982;no esta
95661333;24680501;no esta
07848728;24853302;no esta
07490706;25165194;no esta
56042324;24101089;esta
41428191;25102902;no esta
62194234;24855008;no esta
85436725;25529141;no esta
15420395;28729136;no esta
34323632;24781622;no esta
36834219;24623329;no esta
27250934;24836235;no esta
36981697;26660232;no esta
58590961;28117724;no esta
10151494;26272393;no esta
88270521;23358691;esta
90092888;24967221;no esta
75061016;23232397;esta
85142332;24908341;no esta
49339578;22888078;esta
64740402;24923701;no esta
50411395;24629302;no esta
27870933;25206154;no esta
60184821;26491700;no esta
06445408;25014155;no esta
54582659;24937781;esta
61140129;25861514;no esta
72721149;25699807;no esta
05266398;26831753;no esta
93923722;28918150;no esta
23713377;18754109;esta
40516473;26082100;esta
25666367;27118472;no esta
93852231;26995165;no esta
05910745;24427489;esta
32177826;6364578;esta
95274897;25619594;esta
27304323;28122418;no esta
71077320;25774901;no esta
39569264;26177673;no esta
21651194;26878686;no esta
46778264;25051702;no esta
76797056;24962954;no esta
84218535;25225355;no esta
22000811;23262264;esta
75653015;24495328;no esta
16513377;23116343;esta
55480193;27884338;no esta
64476208;24918581;no esta
88995826;25777887;esta
40999012;27330098;no esta
72560631;24216716;esta
74862942;24634849;esta
81981264;26099167;no esta
00303791;24561462;no esta
56582729;24384396;esta
22925791;25938313;esta
95991186;25115275;no esta
13582374;24534582;no esta
85282282;27434631;no esta
68393090;27661618;no esta
69971047;27697032;no esta
26184048;24943328;no esta
42938162;26837299;no esta
59520259;24929248;no esta
68999110;25089674;esta
23715752;27176498;no esta
84101040;26813405;no esta
01969261;26651699;no esta
40159119;23739703;esta
73683380;1274026;esta
87246574;26286900;no esta
71653294;26584285;no esta
08491941;25569674;no esta
78072347;23836556;esta
02474268;24870368;no esta
12749790;24734688;no esta
13069876;22994744;esta
12404499;24953141;no esta
63288527;23458104;esta
85447132;26331273;no esta
17576068;24276449;esta
63651513;27121885;no esta
39728709;23060450;esta
49767763;22662798;esta
71955587;25104181;no esta
69195836;23115064;esta
33364222;23233251;esta
44427704;25838900;esta
19123650;25302154;no esta
43237786;26004020;no esta
86210664;25604234;esta
83851331;28062685;no esta
71172102;25413941;no esta
68110881;25755700;no esta
01990587;25702794;no esta
20425335;25626421;no esta
67916245;25152821;no esta
18768712;24537142;no esta
72905278;25680607;esta
15414846;25705354;no esta
99076459;26698632;no esta
15068206;26348766;no esta
64250241;25070901;no esta
57038366;23141091;esta
24185423;25459594;no esta
56169725;24702689;no esta
04144587;25671647;no esta
47734361;25701514;no esta
11556476;26754100;no esta
26373478;23838689;esta
91325592;27688072;no esta
72614888;25743327;no esta
60874316;25980553;no esta
14714994;26563806;esta
60852779;24072503;esta
92938505;27684231;no esta
35189219;26066314;no esta
83340504;24665142;no esta
99146800;24893835;no esta
87744413;23371916;esta
93428278;24906208;no esta
21840050;25503541;esta
67442073;26367540;no esta
34775682;23674849;esta
69186087;25556448;no esta
80552972;25644340;no esta
36552948;27657778;no esta
01018853;24973621;no esta
38531926;25015862;no esta
87319825;25157941;no esta
69772571;26695646;no esta
33186580;24304609;esta
84242252;25304287;no esta
81815847;28114310;no esta
01181272;26036447;esta
94190767;25631967;no esta
58937447;25948980;no esta
78313746;24720181;no esta
98758658;25194634;no esta
68872918;23191437;esta
42443680;25576501;no esta
58522835;24770955;esta
65760610;20550374;esta
80870707;25476660;no esta
02509644;25246261;no esta
79573892;24937782;no esta
44687004;25794527;no esta
01701959;26132020;no esta
07670975;28222683;no esta
53660830;23440183;esta
13107129;28614790;no esta
38528884;25923807;no esta
27687544;25623434;no esta
24204280;22881677;esta
96142795;24792289;no esta
08787430;24855862;esta
95653821;25110581;esta
74297808;25450207;no esta
83026471;23574157;esta
72729675;24567435;no esta
73644413;22978957;esta
94696305;23148344;esta
15711685;22862051;esta
59330271;24780342;no esta
39938934;24814901;esta
70239469;28498737;no esta
84230580;25893940;no esta
42450886;24413836;esta
99810256;26740873;esta
88534407;29116550;no esta
02735745;24953568;no esta
05786355;24996662;no esta
59736967;23743116;esta
48594202;28498310;no esta
62476375;29262470;no esta
44990387;25270581;no esta
18625063;24800822;no esta
21430233;25100342;no esta
13178984;23422264;esta
23944639;24994528;no esta
73537662;24361355;esta
08538971;24323382;esta
86785691;24001249;esta
22093721;26833032;esta
06059377;24842208;no esta
81603941;25503114;no esta
84689430;28604123;no esta
56950855;25466421;no esta
61321159;25230474;no esta
20882410;27222152;no esta
78188883;24977034;no esta
28130635;25070901;no esta
87014415;27627484;no esta
95070152;27549832;no esta
94296578;24760715;esta
44488530;27033566;no esta
24677973;25457461;no esta
06169416;25396021;no esta
86103635;24867808;no esta
65633349;23318583;esta
92335247;28332764;no esta
03987877;25455754;no esta
42897744;25038048;no esta
72315948;24863968;no esta
52681141;24703968;no esta
39265356;24369888;esta
77234524;26587699;no esta
75609313;24659169;no esta
52895812;25714740;no esta
38040342;24977888;esta
87538714;28856283;no esta
13178941;25552607;no esta
52418640;23334797;esta
87090862;25241141;no esta
82718312;25243274;no esta
36376872;24721035;no esta
96840405;24651489;no esta
13434619;23331811;esta
12978546;24893835;no esta
37571169;15146221;esta
95546388;25696820;no esta
70119173;24856715;no esta
24422696;25905887;no esta
63316960;23146637;esta
90749022;26588979;no esta
24537252;25862367;esta
66142418;28911750;no esta
94568964;26269406;no esta
82490009;26807006;no esta
96271400;26725939;esta
84305833;24988555;no esta
34105108;24077623;no esta
90574983;26664072;no esta
64907171;25395168;no esta
71582190;25053835;no esta
41161878;25101621;no esta
60409421;26221193;no esta
58917794;26536926;no esta
94941905;25241567;no esta
53277673;24074636;esta
31896787;25217675;no esta
27705201;26021513;no esta
49173334;24798688;no esta
96934040;23010104;esta
49370741;26905139;no esta
67802809;25014154;no esta
88649863;26842846;no esta
18775609;26107273;no esta
53974373;25381514;esta
38817022;23413730;esta
18620257;25033781;no esta
61588787;23255010;esta
06984747;26320180;no esta
42322841;25478794;esta
78947536;27484125;no esta
03841426;25020554;no esta
92522118;24903221;no esta
20179271;26665352;no esta
49246198;24911754;no esta
22019932;24761142;no esta
04124419;27185886;no esta
72499144;25148554;no esta
14973147;28773083;no esta
06375204;26791220;no esta
19963206;27139805;no esta
87101101;25047861;no esta
40380508;25110155;no esta
82820817;23094584;esta
12566580;24719329;no esta
60775745;25714313;no esta
26893871;25987806;no esta
69263124;27150472;no esta
45816146;29043163;no esta
26358449;27326258;no esta
90861216;25183541;no esta
14294052;23269517;esta
55486737;24751329;no esta
93260114;22549732;esta
74116452;25218101;no esta
55706353;27063432;no esta
63608561;26151220;no esta
49501033;29055963;no esta
35639092;24109622;no esta
10878795;23525943;esta
00686084;24754742;esta
78776862;27396232;no esta
00848550;24743649;no esta
95568337;25059808;no esta
16739571;25402848;no esta
58741895;24828981;no esta
12790279;27274205;no esta
90197441;25028234;no esta
41805769;25166475;no esta
03085641;23292130;esta
08025075;23203810;esta
42990504;25240714;no esta
54946551;26124340;esta
00906235;27336071;esta
32449638;25621300;no esta
43753348;14695235;esta
23405835;23790049;esta
11576275;27992711;no esta
23880181;30668761;no esta
07200647;26450739;no esta
29594382;24836235;esta
47585900;25806900;no esta
01262600;25321781;no esta
54649691;26911112;no esta
99263399;27490951;no esta
15217125;25325620;esta
88899762;24996662;no esta
22999562;26552286;no esta
39210532;27109512;no esta
02925791;25396448;no esta
09439759;23440184;esta
44404951;26271113;no esta
89333921;25028234;esta
34924195;27250739;no esta
73762083;29636655;no esta
61804981;25139594;no esta
55364733;25065355;no esta
50783713;25986527;no esta
77434004;27397939;no esta
76982290;24830261;no esta
97000119;27071539;no esta
04338777;25024821;no esta
77323813;27395805;no esta
81776037;26486153;no esta
10350060;24122423;esta
56999292;25102048;no esta
38688402;25879007;no esta
08799282;26732766;no esta
40914115;25239434;no esta
41945189;23129570;esta
59308685;26692233;no esta
95172713;25400714;no esta
20896436;23448290;esta
69645027;20584081;esta
54831172;9919134;esta
59126187;24360929;no esta
78236871;24904075;no esta
38576765;23441464;esta
06103917;25639221;no esta
41552042;27658205;no esta
83680142;28773083;no esta
55802245;23352717;esta
37999974;23168824;esta
16609140;24991541;esta
89268207;27574152;no esta
66544484;24957408;esta
07999025;24825995;esta
15325901;26409779;no esta
72247469;24532876;esta
87827069;29137883;no esta
73540842;28253831;no esta
69970200;25419061;esta
60401772;23735010;esta
51358820;25173727;no esta
54773005;26258313;esta
73494310;23272077;esta
32302530;23220451;esta
75191438;25365728;no esta
63673385;27918044;no esta
51777546;25568394;no esta
72882595;26900019;no esta
92898908;27057885;no esta
72930147;27528498;no esta
03925590;26366686;no esta
34428382;24728288;no esta
51091501;24700981;no esta
50835308;24402316;esta
29172162;28874203;no esta
13313441;29774895;no esta
42270695;28060124;no esta
36428826;24615221;no esta
98977558;24697142;no esta
70264042;25625567;no esta
10071826;23234103;esta
70825036;25027381;no esta
86972448;25065782;no esta
51388383;23932983;esta
43763308;23555383;esta
46595409;10173427;esta
02031059;23110798;esta
19423570;25890953;no esta
89256072;23752930;esta
44800803;27682951;no esta
72505135;25189514;no esta
45963440;22864184;esta
14711802;24881888;no esta
95529684;27630044;no esta
62919525;29106736;no esta
98232380;23022477;esta
68881599;23145784;esta
77714302;23272930;esta
78758951;25539380;esta
66994215;25028661;no esta
96895063;25224501;esta
31202186;24451809;esta
85741768;25145567;no esta
13422736;24683488;no esta
49239312;24915169;no esta
94981613;23513996;esta
18336875;28053724;no esta
28566344;4789754;esta
29463031;25842741;no esta
25742285;24606262;no esta
65451725;27959005;no esta
90327582;25424608;no esta
30925251;3167996;esta
32242159;27624924;no esta
87753339;23204664;esta
21518538;25046581;no esta
17140083;25942154;no esta
96394004;24679222;no esta
09536705;25415221;no esta
53784949;26404659;no esta
48982598;25157087;no esta
48596038;24271755;no esta
34690062;26213940;no esta
15040814;25144288;no esta
58657297;25033781;no esta
90261812;25661408;no esta
32056702;24617782;no esta
57702041;25329461;esta
92880895;25399434;no esta
96203892;6011298;esta
18434783;24322102;esta
45348484;24742368;no esta
42373183;24896395;no esta
85079369;24748769;no esta
86733630;26301833;no esta
22587709;25756553;no esta
97966963;23388130;esta
85951597;25914847;no esta
59119287;23108663;esta
87111524;22461838;esta
15377787;24096395;esta
74751734;27371485;no esta
56723441;24618636;no esta
14848771;22992610;esta
88585136;23845089;esta
39310191;25371701;no esta
73489765;25384501;no esta
79781501;24753035;no esta
89657268;25185248;no esta
77466815;24291382;esta
13391098;25073461;no esta
19439723;25126368;no esta
22278830;24016183;esta
44918767;25117834;no esta
22204921;26223753;no esta
75484916;25538101;no esta
80449677;24853729;no esta
14700198;23350584;esta
96616069;25204021;no esta
50053979;24901941;no esta
41647801;25035915;no esta
99502654;26938845;no esta
76981988;26085086;no esta
72601799;23224717;esta
92010683;24423222;esta
48877618;25007328;no esta
83124491;28674950;no esta
58829099;25616180;esta
14966379;25313248;no esta
99866349;24325089;esta
52078699;27655218;no esta
02274839;26315060;no esta
24034928;24978741;no esta
74605827;23706850;esta
73326069;23446157;esta
40992822;27367218;no esta
09678490;24563169;no esta
37823594;24923274;no esta
27046452;22591118;esta
16022229;22983651;esta
13654870;24990261;no esta
79014691;25015008;no esta
33880190;25363595;no esta
96122187;25323487;no esta
03882069;25961354;no esta
13146408;9661001;esta
77980807;27083485;no esta
50395783;25168181;no esta
80855151;23292557;esta
44688985;25574368;esta
52619779;26683700;no esta
45884552;24884021;no esta
17028034;24525195;esta
04450619;25080288;no esta
09845132;27554099;no esta
32531077;25856394;no esta
83614223;25561568;no esta
18178802;24573835;esta
77017041;24479969;no esta
57226352;22780984;esta
34194243;25865780;no esta
94317406;25372128;no esta
41395939;27210632;no esta
94194282;24770528;no esta
28425616;23584823;esta
57882346;25241994;no esta
73491451;25990366;no esta
77584703;27002419;no esta
05696377;23985889;esta
99594545;13359769;esta
99517255;24045623;esta
48302253;2308264;esta
67813840;27302365;no esta
77642213;25259914;esta
25891421;25250101;no esta
35706460;23233250;esta
09911043;25166901;no esta
40264819;26862046;no esta
73946550;24147169;esta
10671877;24917728;no esta
27206339;23424824;esta
52480138;24979595;no esta
84614935;25719007;no esta
91095465;25566260;no esta
89299652;28393777;no esta
91544180;24636981;no esta
75475446;25994206;no esta
73569564;24532449;no esta
23223762;23259703;esta
53634270;24701408;esta
93510370;23722209;esta
63008240;26444340;no esta
76926205;24553782;no esta
72610701;25746740;no esta
37823395;24488076;no esta
35745906;24720608;no esta
17018228;24901088;no esta
48266022;27675271;no esta
02397910;2803196;esta
54171559;25205301;no esta
24923866;24715062;no esta
03681835;23054904;esta
02620704;25316234;esta
77975893;25171168;no esta
08715248;22932877;esta
63325258;25190368;no esta
15784502;26989192;no esta
37652239;26803166;no esta
23268632;23781943;esta
36911035;24482956;no esta
52011371;26112820;no esta
83578223;25175434;esta
44072047;25912713;no esta
34721671;25099062;no esta
71974194;25960500;no esta
24853269;25228767;no esta
32929287;25029942;no esta
06212129;24578528;no esta
19748728;25635380;no esta
39065354;25092662;no esta
80105202;23292130;esta
67198088;23322424;esta
44135541;27837831;no esta
77784708;29820122;no esta
06774706;26722099;esta
27574973;24882742;no esta
19001759;25159648;no esta
29054990;24760715;no esta
98069691;25193781;no esta
73805398;26917085;no esta
29380598;23042103;esta
76578209;15182488;esta
12839813;28009351;no esta
07975980;24788875;no esta
97521171;25905461;no esta
63711022;27317725;no esta
02599432;23255863;esta
84310555;26845405;no esta
61782283;25159648;no esta
24112852;28220977;no esta
30307307;25950260;esta
86989919;27189298;no esta
89481291;28617777;no esta
47741014;23249890;esta
52521241;25927647;esta
73466146;26015114;no esta
03154488;23571597;esta
47973626;26664072;no esta
75809339;27238365;esta
85209720;27331805;no esta
09498240;25169888;no esta
49666087;23502903;esta
55860265;26137566;no esta
43848804;25834633;no esta
52382937;28032391;no esta
10829446;24787169;no esta
89649149;23091171;esta
45615967;22133305;esta
15057994;23048931;esta
74658680;27556231;no esta
27724306;23668450;esta
67154464;25043595;no esta
41855166;23813089;esta
94111427;25512928;no esta
23443530;25137035;no esta
85057342;25999327;no esta
13169923;25134048;no esta
12130432;26039860;no esta
94742983;25994634;no esta
76201419;26808286;no esta
99219989;24921141;no esta
01674536;24616075;no esta
77292033;25093514;no esta
59929302;27564765;no esta
67468945;27281885;no esta
02715030;28236764;no esta
92263808;27221725;no esta
94953072;26399113;no esta
16266531;25008608;no esta
90064326;25039327;no esta
96176630;26972979;no esta
80193800;24943754;no esta
51265249;25145568;no esta
45297251;25255648;no esta
60619897;22904290;esta
50941460;25219808;esta
12699949;25523167;no esta
27798638;27255859;no esta
32139966;26600926;no esta
90110906;26309086;no esta
75175478;25562847;no esta
94247401;25006048;no esta
58379344;27920604;no esta
66132731;25154528;esta
53668225;25049568;no esta
75272871;24875488;no esta
34630417;24416396;no esta
06410176;25559434;no esta
34608587;24974475;no esta
87255028;23255863;esta
23714463;27134259;no esta
55338209;24915594;no esta
13195052;25142155;no esta
47602189;24614795;no esta
25078099;25146421;no esta
14326185;27581832;no esta
38243058;24877195;esta
88997166;27774684;no esta
39601053;27736711;no esta
88493180;28485083;no esta
87449737;25539808;no esta
69257648;26250206;no esta
34314942;28889563;no esta
30162809;25154954;no esta
90685775;23275917;esta
72701127;23329251;esta
55469419;24824288;esta
42153633;23198263;esta
60764405;4249168;esta
55266247;24882315;no esta
53856304;25684874;no esta
31580688;23214050;esta
07632886;23246904;esta
28492303;24848182;no esta
06550622;22760504;esta
80397989;24963808;no esta
87507394;25577780;no esta
28639520;29592282;no esta
07977120;25675487;no esta
26901967;24712501;no esta
97769888;24583648;no esta
77001864;24876768;no esta
66256011;24307169;esta
76234546;24927115;no esta
81757742;24827274;no esta
32497737;24760288;no esta
81166157;25366154;no esta
89279432;25548340;no esta
82335805;26107273;no esta
66379275;25288501;no esta
04312809;25264181;no esta
17944353;26196019;no esta
41927080;28093831;no esta
32348879;24639968;no esta
74239216;28061831;no esta
97656784;25092234;no esta
76625730;25588874;no esta
22319336;24976181;no esta
68214846;26168713;no esta
91181051;23405623;esta
71209010;24909194;no esta
19201806;23398370;esta
51150144;27156445;no esta
16891669;9541107;esta
46975275;28426204;no esta
83173591;25837620;no esta
98021209;24986421;no esta
71167295;28520497;no esta
74652145;23873676;esta
28613117;27722631;no esta
91419262;27287005;no esta
28050632;25032928;no esta
34665183;25354635;no esta
32887405;29465563;no esta
70762010;23975222;esta
74596412;27868124;no esta
83744816;28033671;esta
72523749;28535857;no esta
59897088;26731912;no esta
95156813;25518900;no esta
20879720;25497994;no esta
49603731;25386208;no esta
59405452;23445303;esta
06649140;25459168;no esta
07495860;24910901;no esta
09258443;26840713;no esta
09837892;27278898;no esta
63599582;24663435;esta
66536752;23228983;esta
76404732;23739276;esta
59634839;28185137;no esta
74099431;25069621;esta
08720862;23640716;esta
18980604;22800611;esta
68732358;26198154;no esta
50581086;25253087;no esta
90693063;25097355;no esta
50201341;24567862;no esta
40544242;25964767;no esta
13144003;28557190;no esta
08567465;24336182;no esta
47603167;22929038;esta
81111825;25692554;no esta
91864534;24875489;no esta
69958434;26611165;no esta
25773067;26093620;no esta
97243184;26152073;esta
68394120;16528619;esta
20294344;25338421;no esta
96800107;25303008;no esta
59661849;25041034;no esta
05877374;24296502;esta
78909302;22536504;esta
10039420;22958050;esta
71030055;23182050;esta
41776391;23228130;esta
22175412;27060019;no esta
14501583;28132231;no esta
76263610;26174686;esta
85649624;26533086;no esta
33321600;25456181;no esta
41296340;27183752;no esta
78527021;26637620;esta
02141292;23004984;esta
80203432;24556342;no esta
30070255;24873782;no esta
49096150;26034740;no esta
19124815;27607858;no esta
46009945;25342687;no esta
51956523;24991114;no esta
13640350;25589728;no esta
31078303;25158794;no esta
22105043;24503009;esta
78322842;24656608;no esta
84301475;24542262;esta
44120838;26421727;no esta
74355704;23339063;esta
33981611;24968074;no esta
60579599;26697353;no esta
60522203;23732450;esta
71506220;24869942;no esta
46404224;28031538;no esta
38816064;27166259;no esta
35194761;24716341;no esta
54300598;24678795;no esta
43167457;27677405;no esta
82547287;27398364;no esta
