User;Time;esta/no esta
14227580;60900189; no esta
31947222;220160; esta
98786336;55487076; no esta
54159244;59462324; no esta
03027585;495359; esta
84768636;54402917; no esta
75336205;153173; esta
64821739;461226; esta
74657582;56197902; no esta
33307254;55331769; no esta
60831354;89600; esta
43082066;550400; esta
78351732;59260511; no esta
49615488;56238008; no esta
05667372;57513740; no esta
55809926;61166429; no esta
40760181;1038505; esta
70737650;54990010; no esta
71022623;339200; esta
77703154;55554489; no esta
65146429;59295071; no esta
61425562;57410913; no esta
41252461;507733; esta
15211598;54274491; no esta
14286824;58929845; no esta
38332365;60834482; no esta
32835388;64943703; no esta
18923017;54428517; no esta
08365925;55333476; no esta
91915585;55918862; no esta
93691197;778666; esta
03405111;55032250; no esta
61317407;249599; esta
58530750;57790646; no esta
30624242;580266; esta
88134837;550400; esta
32838874;55732835; no esta
86002516;53408785; no esta
35652659;55643236; no esta
69084123;59306165; no esta
23341747;53322598; no esta
13077885;562346; esta
27803732;460799; esta
13563316;54669583; no esta
38357891;55900089; no esta
01461552;55714916; no esta
20071740;52256787; no esta
71803538;348159; esta
15025078;477439; esta
50693205;78507; esta
20342745;55818595; no esta
30058536;53779558; no esta
14427357;827733; esta
07441629;60154803; no esta
96088575;127146; esta
74823243;65151916; no esta
73740364;55791715; no esta
94969444;1207038; esta
72281684;54224144; no esta
92322907;57016247; no esta
63122744;50339776; no esta
60507051;54443023; no esta
93812407;53210812; no esta
64494432;597332; esta
94207243;56661261; no esta
72182076;616533; esta
54449367;50754068; no esta
35698899;56106168; no esta
29675506;58608565; no esta
01660735;58126859; no esta
26617425;282026; esta
07003539;49923776; no esta
99108060;58430645; no esta
83606289;574293; esta
33924150;57131874; no esta
60893461;54838117; no esta
93619043;56598115; no esta
25704081;62409307; no esta
11981056;60024669; no esta
47277208;58917471; no esta
23469125;625492; esta
85610822;54937530; no esta
50490908;58072246; no esta
26550966;56572941; no esta
22677546;63702105; no esta
67546937;107358156; no esta
49780183;64513197; no esta
76868610;69997990; no esta
02404844;67288234; no esta
53696157;1130666; esta
95849699;66471168; no esta
45688619;57120354; no esta
66655939;55100942; no esta
48708248;58455392; no esta
88635052;51982013; no esta
87754460;65920769; no esta
56233683;51551080; no esta
41966448;874665; esta
79169597;273066; esta
73390288;59816884; no esta
86793687;53808571; no esta
15821438;839252; esta
83847327;70400; esta
34116817;55083876; no esta
57483836;52890386; no esta
08177225;239787; esta
36164757;57575180; no esta
63825712;53819664; no esta
55439940;286720; esta
03936910;59366324; no esta
37289190;54458810; no esta
43545707;57754806; no esta
54658328;52879292; no esta
39997528;657919; esta
74511526;861439; esta
08640883;836693; esta
70063204;1079465; esta
68968811;54843663; no esta
39810787;59854003; no esta
19550491;58336352; no esta
60049674;65922903; no esta
66774625;1045332; esta
37355715;59816883; no esta
56005359;61376774; no esta
06489251;179199; esta
87397776;65159170; no esta
97150848;58004832; no esta
34743899;54334224; no esta
93131463;810665; esta
61060889;55732408; no esta
28394598;54908943; no esta
77129257;59562591; no esta
13251677;55016889; no esta
37831631;53403665; no esta
37221148;60665522; no esta
26109208;54576570; no esta
08674581;54709263; no esta
87566687;53778278; no esta
92270065;53027772; no esta
19597702;367360; esta
98724875;52447507; no esta
12347564;127147; esta
80690494;52403986; no esta
97724022;55909048; no esta
10717158;50309482; no esta
52192149;81920; esta
03511226;62437040; no esta
75952160;59059978; no esta
85492711;51926120; no esta
56993947;61290161; no esta
17043060;56483767; no esta
89129903;59909470; no esta
41727558;136533; esta
24569179;110933; esta
76834846;59253684; no esta
57697249;56875873; no esta
33512983;56586167; no esta
66871319;63106905; no esta
94231410;57641740; no esta
90036111;55991395; no esta
07200854;53129319; no esta
01797224;55745209; no esta
95343344;60520456; no esta
89769636;59845896; no esta
47339808;52467559; no esta
43231216;60184670; no esta
91141335;55651342; no esta
53354015;1055572; esta
18936778;50819775; no esta
89094479;58047499; no esta
10925466;59388084; no esta
71845926;55210170; no esta
20319235;54325264; no esta
34695965;54770277; no esta
87222761;990292; esta
74297416;56166755; no esta
80139734;57000034; no esta
17630359;50890174; no esta
24012504;59511817; no esta
42425943;58696885; no esta
25594153;60002483; no esta
38605891;60503816; no esta
62312573;53905851; no esta
51248600;59756297; no esta
87027704;53975824; no esta
24136080;55726008; no esta
65525465;59831817; no esta
50410208;48502125; no esta
30037322;54900410; no esta
56801768;59070218; no esta
46353388;180480; esta
21652821;55586062; no esta
64532528;57104141; no esta
04373225;55313423; no esta
96657464;433066; esta
69314751;56662967; no esta
37802138;58710112; no esta
71370055;169386; esta
25077744;678399; esta
72127490;57155340; no esta
92031303;542720; esta
12344081;52046867; no esta
51877958;54529210; no esta
10840471;59670964; no esta
43739210;54534330; no esta
25144445;59890697; no esta
72369349;491093; esta
97572727;624213; esta
55061648;55663715; no esta
32502072;55381263; no esta
94563616;62483547; no esta
51837144;50281749; esta
22664127;53739451; no esta
97816290;57355447; no esta
05896394;709546; esta
28121404;59709790; no esta
63279612;91641056; no esta
82928083;68456872; no esta
77524265;828585; esta
41838546;263253; esta
47091394;54035984; no esta
61522656;819626; esta
60111583;57281206; no esta
43508195;69973; esta
01786759;60603656; no esta
53627245;49493; esta
89460343;1143892; esta
06696068;56173155; no esta
26766100;54907236; no esta
68538279;782079; esta
04641247;55332622; no esta
18478077;53832465; no esta
95734449;56729527; no esta
96678877;693332; esta
38394860;55467449; no esta
77389155;56421474; no esta
88006083;60912562; no esta
19702129;531626; esta
82105739;217173; esta
98188394;522666; esta
73215129;56153955; no esta
47295694;59534004; no esta
01164505;59535711; no esta
50754085;58809524; no esta
74449687;47606552; no esta
67002075;54840250; no esta
35044373;59660724; no esta
42472004;468053; esta
69070547;60240563; no esta
72532050;490240; esta
27611911;49904150; no esta
30649604;54658917; no esta
69292557;109654; esta
05563370;511999; esta
52782215;55042063; no esta
41435645;54672996; no esta
79593271;474026; esta
44142595;58156298; no esta
20272330;57344354; no esta
32196793;768853; esta
83864777;56716727; no esta
21172762;54457530; no esta
88449596;58195126; no esta
04129946;59124404; no esta
70207861;53901584; no esta
51508450;59299337; no esta
44225962;48518338; no esta
24550375;55558329; no esta
22283675;942932; esta
63371373;59212298; no esta
71968126;1009066; esta
30096630;56787554; no esta
53759968;634025; esta
24478601;50569322; no esta
15600900;55125263; no esta
84260439;830293; esta
72315163;57764193; no esta
65007677;59451231; no esta
18983205;51877481; no esta
95341672;744533; esta
50708411;7680; esta
34064430;58284299; no esta
00867063;56755554; no esta
41235407;102389629; no esta
24030857;830292; esta
07855142;53868731; no esta
78195990;416426; esta
37946734;56099768; no esta
76878103;57065741; no esta
42558040;56714167; no esta
92399063;58680672; no esta
08820768;819199; esta
73187247;54096998; no esta
18110938;564053; esta
22829125;60397576; no esta
97835253;58775391; no esta
03901319;53551292; no esta
13278545;515839; esta
14098480;54515557; no esta
64973087;792746; esta
24986363;52462012; no esta
68179338;57279073; no esta
86820574;60332723; no esta
81843591;53737745; no esta
40083721;56654861; no esta
41566368;53036732; no esta
96842098;53707451; no esta
58407448;398507; esta
16443896;55164516; no esta
77230260;59365898; no esta
53858199;57900726; no esta
00298013;62719067; no esta
60291694;976212; esta
53209551;59701257; no esta
01896376;63213146; no esta
66453615;55954701; no esta
14622428;59556190; no esta
87611071;439039; esta
70426946;320853; esta
33824990;56967180; no esta
75238656;57660940; no esta
90187187;57877259; no esta
95653215;59264351; no esta
11698611;56167608; no esta
88232832;58002699; no esta
93685083;823039; esta
47253705;952319; esta
36402526;59696990; no esta
92045202;57799179; no esta
59654846;56584461; no esta
87019804;247039; esta
69126145;803412; esta
70374590;51923560; no esta
06259190;58870965; no esta
29530165;61139975; no esta
95565699;590080; esta
90478370;213760; esta
36114418;266666; esta
35137406;59835230; no esta
85069054;56255074; no esta
75882127;51893267; no esta
54095951;56079715; no esta
33484705;52468413; no esta
28502963;48104045; no esta
52949447;56003341; no esta
66599357;59634697; no esta
85937617;552533; esta
25335845;59218271; no esta
82857790;55930381; no esta
46755917;1032958; esta
40343821;58879072; no esta
93771763;1011625; esta
97730314;476586; esta
64962007;503466; esta
04092777;351573; esta
32060905;58236513; no esta
15373112;58306486; no esta
98305963;50347882; no esta
80436102;58552671; no esta
23942114;57328993; no esta
62692182;496213; esta
99953900;54801850; no esta
44469406;53305105; no esta
67475389;58372192; no esta
59842934;55656462; no esta
13408626;60387763; no esta
98769820;599039; esta
77862905;54552250; no esta
48251065;57120354; no esta
16100509;991572; esta
33360058;1132798; esta
48398341;87551888; no esta
68564961;57690807; no esta
56295762;57058061; no esta
77782435;64147971; no esta
99246213;48818711; no esta
54663054;74106359; no esta
34398687;75519050; no esta
76850998;64213677; no esta
90814055;241493; esta
23516490;62588933; no esta
01024404;338346; esta
50862810;872532; esta
87412814;58593205; no esta
43822872;504746; esta
62031793;1262505; esta
98141967;61234269; no esta
65162937;57518860; no esta
84588170;359679; esta
68106872;62915760; no esta
47769469;55955555; no esta
46814311;56474381; no esta
31346204;52893799; no esta
80088754;54971663; no esta
73707776;57395554; no esta
82905487;54641423; no esta
30784063;53823931; no esta
71529025;57401953; no esta
01706981;59459337; no esta
33560134;58712672; no esta
37352020;64088238; no esta
66629858;48640; esta
34002997;66724608; no esta
40301996;631465; esta
27303300;400213; esta
58647104;60732509; no esta
92892196;58012512; no esta
02869237;54408464; no esta
10144368;60670215; no esta
10335096;59272030; no esta
00109766;830292; esta
51865639;59087285; no esta
60895648;53402812; no esta
67758589;52226920; no esta
42703897;59118431; no esta
78679319;54039398; no esta
44760050;52127933; no esta
11121168;61124616; no esta
52290533;58244192; no esta
60117444;57749260; no esta
93208454;58550965; no esta
92604152;73814; esta
27997918;59814323; no esta
92402767;56352781; no esta
53767575;621226; esta
42016287;54839397; no esta
26496906;53110972; no esta
06589298;892585; esta
11994397;60069470; no esta
97944337;984318; esta
70063309;49290603; no esta
95837889;59666271; no esta
12237154;57495819; no esta
42087736;52615613; no esta
14345373;59576243; no esta
48368503;290986; esta
35951295;61229575; no esta
09908612;490239; esta
39862101;55572409; no esta
44205982;59233631; no esta
28168944;565759; esta
86427614;55793422; no esta
66889036;450560; esta
49519226;60201736; no esta
79201485;59648350; no esta
83216116;355413; esta
23604909;55395769; no esta
86744299;52695826; no esta
22505601;53972411; no esta
81092200;58408885; no esta
30318216;58819765; no esta
57571262;57257314; no esta
14706874;57452300; no esta
84655498;58329525; no esta
74485169;59218270; no esta
86902031;57198434; no esta
83071472;56969741; no esta
10127345;54934969; no esta
71474141;53877265; no esta
76179629;95876997; no esta
37534865;58346592; no esta
39669769;59343284; no esta
88358835;58563765; no esta
27817078;60096776; no esta
50812911;310186; esta
31523308;683092; esta
12148440;56389474; no esta
23194806;52872039; no esta
72929419;86187; esta
97465154;59435017; no esta
33358934;1038079; esta
10646462;59643657; no esta
55621208;814079; esta
16433963;57895606; no esta
43012280;60403123; no esta
27679475;778665; esta
60325928;75362890; no esta
56651149;72889507; no esta
22006295;64586158; no esta
45450941;64624131; no esta
62086144;62607280; no esta
84084737;56625847; no esta
73667804;60587; esta
24297986;258133; esta
01736972;56947127; no esta
43511643;50533055; no esta
83349924;54932409; no esta
64342618;20480; esta
73947350;60380083; no esta
15095105;61249629; no esta
56208462;59239605; no esta
63536009;103253; esta
14661491;49120790; no esta
02926603;262400; esta
07469079;301226; esta
82523004;62293; esta
52695124;53314065; no esta
12414039;971519; esta
58823608;60580615; no esta
26221356;493652; esta
12849194;54439184; no esta
96993962;51155561; no esta
50851395;58815498; no esta
13018486;52592146; no esta
08031216;60942002; no esta
79641456;60085683; no esta
74701466;51974760; no esta
56351505;57930166; no esta
23514760;55015182; no esta
00521005;1046185; esta
87373387;56338275; no esta
00464501;238933; esta
42928590;61579015; no esta
32053865;111787; esta
03517138;864852; esta
35063286;60159497; no esta
42750818;55551929; no esta
01016525;55750755; no esta
26775689;48196205; no esta
65700444;169386; esta
99644963;45175409; no esta
96252264;48432151; no esta
40905310;42772852; no esta
64356815;46641434; no esta
46973016;46569327; no esta
86793204;57600; esta
46756604;43963251; no esta
59989664;50144789; no esta
70335284;45283782; no esta
74456493;186026; esta
79490093;48002072; no esta
39739734;49052097; no esta
44415065;47706819; no esta
48130021;299093; esta
09549256;431360; esta
30036403;458240; esta
52415575;41082401; no esta
75033049;47922286; no esta
46260129;50171669; no esta
63504187;46824047; no esta
55211808;544853; esta
33290641;363946; esta
07883893;289707; esta
61177954;328959; esta
68577003;9813; esta
20924269;51075775; no esta
03399836;51027561; no esta
63985057;174506; esta
84047343;44214983; no esta
00262841;286293; esta
80368767;47910339; no esta
14003407;50218602; no esta
66318747;356266; esta
55082099;45345222; no esta
97937261;39873655; no esta
33300436;54709690; no esta
66164725;311040; esta
55311654;52262333; no esta
33599077;48409538; no esta
35170621;51635987; no esta
77597569;45621702; no esta
85567015;46670020; no esta
20035377;49086657; no esta
23333783;45718555; no esta
63543380;81476162; no esta
79245998;52967612; no esta
89804404;49613163; no esta
51450778;513706; esta
40664390;47475993; no esta
77830766;281173; esta
04956979;50785215; no esta
80295458;48694551; no esta
07483887;45395142; no esta
08801960;51295081; no esta
23316726;42594932; esta
33384613;43996531; no esta
65265541;48279832; no esta
23842197;51792574; no esta
67160082;48482072; no esta
57533425;53398118; no esta
00939669;56120249; no esta
45355142;127479303; no esta
04625369;506880; esta
47759838;85333; esta
87245899;83757972; no esta
95261019;133974; esta
74288860;72034894; no esta
68517382;60754269; no esta
31135321;67795967; no esta
86126816;47665432; no esta
07303628;47740526; no esta
58510806;44627996; no esta
32988270;49588843; no esta
13273632;49883243; no esta
22675359;47332206; no esta
29470126;50021483; no esta
82076754;321707; esta
90079855;47640686; no esta
12711060;49287191; no esta
01379922;251733; esta
57956345;514986; esta
29337318;51487934; no esta
77444549;48367725; no esta
11669604;49098178; no esta
27351917;50981055; no esta
82195944;53297852; no esta
73756982;55928249; no esta
54165972;50736575; no esta
88317390;45036316; no esta
49292957;46975940; no esta
93861472;463360; esta
43711275;10240; esta
68194318;470186; esta
13453079;93867; esta
21612177;47164953; no esta
79310079;79786; esta
67483447;50196842; no esta
45989685;48638658; no esta
67096782;377172; esta
04391968;45060635; no esta
16621970;233813; esta
91503286;49403243; no esta
14684424;45688688; no esta
86875512;52294333; no esta
80851519;45746288; esta
39463308;44626289; no esta
94305364;47393646; no esta
95008305;482133; esta
52427211;48244418; no esta
87266879;307626; esta
92957323;51769534; no esta
04317054;46227141; no esta
34316113;90027; esta
38370064;110080; esta
94908765;217173; esta
20478880;50000576; no esta
71435852;375466; esta
24370008;46952899; no esta
04558247;45227889; no esta
35566910;18773; esta
71174206;45122502; no esta
53135925;44413810; no esta
32764226;44151410; no esta
31793557;202240; esta
77164779;264960; esta
72678126;44276850; no esta
19196612;334506; esta
96967821;120320; esta
77204008;47287406; no esta
88434140;51330494; no esta
16833157;483839; esta
95072849;50407188; no esta
84285565;265386; esta
23859511;81066; esta
36992418;7253; esta
51896397;40353655; no esta
74097777;42344906; no esta
87201808;39767843; no esta
46910592;148053; esta
73219643;45914822; no esta
36764709;42870985; no esta
20672406;332373; esta
51282827;42322719; no esta
31819528;463360; esta
93997697;46163141; no esta
48474720;44714610; no esta
72139485;504746; esta
48035206;92587; esta
29437122;49653696; no esta
21268215;38400; esta
64826599;41795787; no esta
41842308;52072040; no esta
87589305;47872366; no esta
50102124;49081110; no esta
30598266;49916523; no esta
76984290;51717054; no esta
13351712;546986; esta
10448256;46357700; no esta
11200004;50748095; no esta
41409450;48957804; no esta
38655013;50269803; no esta
97971398;46513861; no esta
59988864;51592894; no esta
94529907;25173; esta
47462115;53462545; no esta
36762813;212907; esta
20361401;338773; esta
65146465;279466; esta
59647452;51846333; no esta
12023370;45443355; no esta
94701295;45870448; no esta
81762235;50047083; no esta
45365269;42451146; no esta
24201033;44857969; no esta
44895460;48938604; no esta
26077268;82347; esta
02252209;50367082; no esta
19332715;48660418; no esta
04948963;42287732; no esta
71324779;48280258; no esta
17785943;47735406; no esta
96615713;52310120; no esta
78116117;46800580; no esta
34505853;275200; esta
72592514;39562189; no esta
85376450;46604313; no esta
77945735;154026; esta
47964945;170666; esta
05755985;50859881; no esta
76459626;48651885; no esta
72381484;49920790; no esta
17933795;49400683; no esta
96140398;45673328; no esta
80951899;45410076; no esta
21919145;58297952; no esta
34832703;199680; esta
36664255;53725798; no esta
37210160;49727937; no esta
71338428;51365907; no esta
93780860;46722500; no esta
95712301;45064902; no esta
94905330;43583091; no esta
85768739;49353323; no esta
92416120;59173471; no esta
24100044;52307560; no esta
37567629;50716949; no esta
36458341;147200; esta
95376790;58873098; no esta
35363332;48017005; no esta
76666284;42308639; no esta
98450353;51238334; no esta
09261996;183893; esta
30818497;46079; esta
60612719;43722611; no esta
30106584;50105109; no esta
88792566;48296045; no esta
53026777;45132315; no esta
05909810;40502135; no esta
85764134;47448259; no esta
39162728;419413; esta
78232025;21760; esta
49479592;48971884; no esta
95649238;133120; esta
54472255;78282566; no esta
36158373;46200261; no esta
42212074;49045270; no esta
80638509;51643668; no esta
16298941;483413; esta
70250962;360533; esta
64989989;48732951; no esta
24439288;431786; esta
46471734;47164526; no esta
31015576;162986; esta
24495458;181760; esta
87786536;48046018; no esta
33972571;43048905; esta
96793251;49568790; no esta
94612413;52707346; no esta
49741059;49657109; no esta
17271445;47638552; no esta
88023238;48267458; no esta
14596324;352426; esta
86167967;46422554; no esta
88184911;45627675; no esta
63526910;52842599; no esta
02400741;43126558; no esta
06702509;46393114; no esta
91206491;99413; esta
20916234;352000; esta
69852646;50852629; no esta
14617685;52108733; no esta
42348160;49964736; no esta
31970143;45996314; no esta
80914119;42192159; no esta
74447197;401066; esta
21195226;327253; esta
53192405;50527935; no esta
62270815;52229480; no esta
18515149;42613706; no esta
30881218;45097329; no esta
80396670;52565693; no esta
39578289;331946; esta
00373935;48911724; no esta
36942536;49193324; no esta
22612527;32426; esta
36433853;50870548; no esta
35336022;486400; esta
22597362;52941585; no esta
18391353;52743612; no esta
17538217;260266; esta
97580466;227840; esta
94822275;305919; esta
71837824;493653; esta
67235073;48372418; no esta
56713209;49019671; no esta
86595034;54260410; no esta
08981927;49730069; no esta
06470529;427093; esta
89129133;84906; esta
46430084;51150441; no esta
07552392;51023294; no esta
98067507;37974; esta
05411292;50738282; no esta
92480297;46070555; no esta
89978980;49856363; no esta
68626275;43126559; no esta
18213863;6400; esta
24198068;156587; esta
68432840;43004105; no esta
56838182;56832354; no esta
10630689;52491880; no esta
02230516;54338064; no esta
59745728;51797267; no esta
93016467;45979248; no esta
51512555;49102444; no esta
36345387;238933; esta
28924303;46528367; no esta
52847245;373760; esta
85552330;97707; esta
65160722;308053; esta
78696215;49973696; no esta
48037321;50022336; no esta
37330786;565332; esta
07161787;124586; esta
12739214;50443882; no esta
45192991;48590871; no esta
58278902;44569117; no esta
17932966;45568795; no esta
47541958;45891781; no esta
59111483;133547; esta
55006880;47716205; no esta
56446384;47267779; no esta
44856425;48249538; no esta
22949572;46181914; no esta
89683958;41003468; no esta
44951585;356692; esta
59266489;52480; esta
74343919;391680; esta
70907552;46507461; no esta
28459595;49369537; no esta
88573194;46012528; no esta
20716835;230826; esta
22456206;453119; esta
63845133;66559; esta
08644441;50657215; no esta
94050154;45931035; no esta
56183734;49053804; no esta
69645424;48558872; no esta
65500845;43817757; no esta
44804000;45244102; no esta
52016631;50812522; no esta
33144327;46294554; no esta
83846613;404053; esta
99773120;49397270; no esta
32870827;49598230; no esta
51193734;51085588; no esta
87213572;364800; esta
20441933;51921854; no esta
67710175;546133; esta
03210593;79786; esta
32620714;104960; esta
36169334;51141055; no esta
37245413;64821250; no esta
18814111;52294333; no esta
93023283;53586705; no esta
21974418;59738804; no esta
53372642;51432041; no esta
17860149;121600; esta
43994242;45097756; no esta
68599860;50329108; no esta
39971058;52322920; no esta
60369407;44939462; no esta
53320567;240640; esta
19636847;49865322; no esta
70517517;50220736; no esta
94965372;187306; esta
19964241;59306; esta
04607516;39891149; no esta
43363138;46699034; no esta
21419966;213759; esta
38022382;45638342; no esta
03715927;49772310; no esta
26132238;42278346; no esta
26795705;46858180; no esta
44835481;48304152; no esta
37762152;47714072; no esta
98076916;43393652; no esta
19922663;44027677; no esta
46100653;44517490; no esta
37589255;63573; esta
05433393;530773; esta
36827448;114347; esta
43346345;51332627; no esta
89784486;51576681; no esta
52221224;60969309; no esta
43898194;55459342; no esta
11627156;50685376; no esta
31215097;44785010; no esta
30706117;142933; esta
48739390;52862653; no esta
92771034;45216369; no esta
05945926;50562068; no esta
92443699;43346291; no esta
29069017;45407516; no esta
22989723;246613; esta
87097192;46098288; no esta
52162170;42984478; no esta
16134811;49812843; no esta
36514944;49573483; no esta
99400764;294826; esta
70298968;373760; esta
20767663;39890722; no esta
26655112;527359; esta
40713513;323413; esta
81023036;159573; esta
15966334;200533; esta
11479645;7680; esta
70959907;48921111; no esta
78719258;390826; esta
65782822;46198554; no esta
08257909;50788202; no esta
40594517;50357695; no esta
23336411;179627; esta
74607829;45060209; no esta
07896627;51690601; no esta
05258312;276053; esta
33461095;177066; esta
96536909;39236643; no esta
65790733;47072793; no esta
35030444;41614453; no esta
66371216;43754610; no esta
82147860;89173; esta
31921107;52083560; no esta
25303201;82843201; no esta
99734438;49458283; no esta
46067556;47071940; no esta
33471964;42906825; no esta
63719697;37974; esta
35637209;44160797; no esta
99316469;46972953; no esta
96070539;48407832; no esta
20370858;172374; esta
33754170;51126121; no esta
60406462;46030447; no esta
75892209;47624473; no esta
37056138;53582011; no esta
91623252;50341055; no esta
49584604;73387; esta
92377036;50580416; no esta
04560767;274346; esta
01059530;116480; esta
67836284;52791399; no esta
80559348;46114501; no esta
78879352;51658600; no esta
67215773;44955676; no esta
44898849;48553324; no esta
51852399;61294428; no esta
74180721;77653; esta
07636678;54387984; no esta
35200836;467199; esta
78664070;43781064; no esta
88580771;45310662; no esta
94240781;49158764; no esta
43445706;91869749; no esta
28195837;40484215; no esta
57587059;47868099; no esta
67826676;511573; esta
93257583;15787; esta
64941199;46373914; no esta
12968958;47686339; no esta
42681750;336639; esta
51312561;23040; esta
24917811;46994713; no esta
92739466;501333; esta
48418373;49547457; no esta
81738019;47773379; no esta
79511726;487680; esta
86590184;266239; esta
44448844;50602602; no esta
96089910;45273969; no esta
64563352;320426; esta
87222635;49078978; no esta
57308558;47987992; no esta
31264892;41690827; no esta
25255573;478719; esta
32673075;49784256; no esta
56681131;46553540; no esta
36839394;52441107; no esta
88277537;42873545; no esta
77972448;46247194; no esta
49009891;43314718; no esta
50279662;47886019; no esta
87019957;51605268; no esta
11064822;50159296; no esta
65433138;51717480; no esta
12964089;49427563; no esta
50584352;48760257; no esta
43427423;290987; esta
56158818;176640; esta
98162915;51631294; no esta
85487416;387413; esta
64007027;103253; esta
62048614;275200; esta
85240150;44681756; no esta
80753165;46889753; no esta
93099722;49346070; no esta
62119339;45469809; no esta
06015920;48292205; no esta
99942444;50022763; no esta
52519030;42951199; no esta
76330066;130133; esta
53909915;51797267; no esta
58357687;188160; esta
24927610;453973; esta
71717374;51077055; no esta
16116904;48906177; no esta
40250799;49376790; no esta
84752045;51368467; no esta
92140467;49194177; no esta
14264619;44348530; no esta
66576020;357119; esta
69066373;47048046; no esta
94674103;459093; esta
18144209;50680681; no esta
84744167;42274079; no esta
27524790;49328577; no esta
34022275;216747; esta
58829365;43732424; no esta
57176065;110080; esta
73964249;31146; esta
49476999;51999080; no esta
36394725;525226; esta
43843660;356266; esta
42249621;49052097; no esta
86295586;143360; esta
99965090;480000; esta
70501048;41835040; no esta
45511382;51261801; no esta
99335206;62720; esta
62995691;219733; esta
65401563;201813; esta
82698365;38893177; no esta
96120785;42249332; no esta
33819799;175787; esta
79940301;48586178; no esta
86694892;46878233; no esta
78725306;404480; esta
16087718;49061911; no esta
14048397;42825332; no esta
61700087;49240257; no esta
53107968;470612; esta
