User;Time;esta/no esta?
44469406;9868787;no esta
67475389;9855987;no esta
59842934;9431028;no esta
13408626;11198706;no esta
98769820;9454494;esta
77862905;12955290;no esta
48251065;9873481;no esta
16100509;9636681;esta
33360058;9066655;esta
48398341;10091934;no esta
68564961;9879454;no esta
56295762;9908041;no esta
77782435;14894914;no esta
99246213;9937054;no esta
54663054;9770654;no esta
34398687;9680628;no esta
76850998;9895240;no esta
90814055;9373428;esta
23516490;9721161;no esta
01024404;9479242;esta
50862810;9311561;esta
87412814;10068467;no esta
43822872;9000096;esta
62031793;9360201;esta
98141967;9882014;no esta
65162937;9833374;no esta
84588170;9555188;esta
68106872;9800520;no esta
47769469;9887134;no esta
46814311;9762548;no esta
31346204;9976734;no esta
80088754;10092787;no esta
73707776;10030067;no esta
82905487;9996787;no esta
30784063;9960094;no esta
71529025;10024521;no esta
01706981;10146974;no esta
33560134;10263027;no esta
37352020;9763401;no esta
66629858;9720734;esta
34002997;9961374;no esta
40301996;9262068;esta
27303300;9364042;esta
58647104;10056520;no esta
92892196;9908894;no esta
02869237;10184094;no esta
10144368;10103027;no esta
10335096;10201161;no esta
00109766;10606493;esta
51865639;10023668;no esta
60895648;13672516;no esta
67758589;10356040;no esta
42703897;10064627;no esta
78679319;10202441;no esta
44760050;10018974;no esta
11121168;10118813;no esta
52290533;10493000;no esta
60117444;10266867;no esta
93208454;10049267;no esta
92604152;9543242;esta
27997918;10778866;no esta
92402767;10216093;no esta
53767575;9407561;esta
42016287;9860254;no esta
26496906;9961801;no esta
06589298;9395614;esta
11994397;9944307;no esta
97944337;9404148;esta
70063309;9989108;no esta
95837889;10261320;no esta
12237154;9850868;no esta
42087736;10273267;no esta
14345373;10301427;no esta
48368503;9606388;esta
35951295;10443080;no esta
09908612;9658014;esta
39862101;9985268;no esta
44205982;10173854;no esta
28168944;9518067;esta
86427614;9957961;no esta
66889036;15034860;esta
49519226;9935348;no esta
79201485;9907188;no esta
83216116;9533427;esta
23604909;10146121;no esta
86744299;9927668;no esta
22505601;10034761;no esta
81092200;10338120;no esta
30318216;10196467;no esta
57571262;10108147;no esta
14706874;9884148;no esta
84655498;9957961;no esta
74485169;10248093;no esta
86902031;10289053;no esta
83071472;10092787;no esta
10127345;10289907;no esta
71474141;10165747;no esta
76179629;9897800;no esta
37534865;10170867;no esta
39669769;9926814;no esta
88358835;10299293;no esta
27817078;9885427;no esta
50812911;9499295;esta
31523308;9225375;esta
12148440;10065907;no esta
23194806;9902067;no esta
72929419;9398601;esta
97465154;9862388;no esta
33358934;9380682;esta
10646462;9766815;no esta
55621208;9120842;esta
16433963;10033480;no esta
43012280;10075721;no esta
27679475;9369588;esta
60325928;10141854;no esta
56651149;10048414;no esta
22006295;9801374;no esta
45450941;9992947;no esta
62086144;10028787;no esta
84084737;9946441;no esta
73667804;9773641;esta
24297986;9588041;esta
01736972;9926387;no esta
43511643;10272841;no esta
83349924;10065907;no esta
64342618;9747614;esta
73947350;10339401;no esta
15095105;10364573;no esta
56208462;10082547;no esta
63536009;9663988;esta
14661491;10212681;no esta
02926603;9589748;esta
07469079;9355935;esta
82523004;9596575;esta
52695124;9922121;no esta
12414039;9680201;esta
58823608;9848307;no esta
26221356;9400734;esta
12849194;10056093;no esta
96993962;10305693;no esta
50851395;10198174;no esta
13018486;10023240;no esta
08031216;9922547;no esta
79641456;10052681;no esta
74701466;10983239;no esta
56351505;10506227;no esta
23514760;10184520;no esta
00521005;9599135;esta
87373387;11351026;no esta
00464501;9471135;esta
42928590;13198063;no esta
32053865;9454068;esta
03517138;9461321;esta
35063286;10153801;no esta
42750818;9910174;no esta
01016525;9733961;no esta
26775689;9777908;no esta
65700444;9435295;esta
99644963;10386333;no esta
96252264;9981427;no esta
40905310;10016414;no esta
64356815;10240414;no esta
46973016;10131187;no esta
86793204;9557748;esta
46756604;10050547;no esta
59989664;10591987;no esta
70335284;10043294;no esta
74456493;9506974;esta
79490093;10024947;no esta
39739734;10069321;no esta
44415065;10485746;no esta
48130021;9305588;esta
09549256;9218975;esta
30036403;9343988;esta
52415575;10210120;no esta
75033049;9992947;no esta
46260129;10044574;no esta
63504187;10337267;no esta
55211808;9195935;esta
33290641;9203188;esta
07883893;9306869;esta
61177954;9434868;esta
68577003;9659721;esta
20924269;9985694;no esta
03399836;10039027;no esta
63985057;9450228;esta
84047343;10026654;no esta
00262841;9094815;esta
80368767;9736947;no esta
14003407;9925961;no esta
66318747;10088520;esta
55082099;9829108;no esta
97937261;9762548;no esta
33300436;9804787;no esta
66164725;9362335;esta
55311654;9771081;no esta
33599077;9683188;no esta
35170621;9915721;no esta
77597569;10203294;no esta
85567015;9949854;no esta
20035377;9908040;no esta
23333783;10220361;no esta
63543380;9832948;no esta
79245998;10018121;no esta
89804404;9897801;no esta
51450778;9326922;esta
40664390;9970761;no esta
77830766;9262068;esta
04956979;10116253;no esta
80295458;10327453;no esta
07483887;10229321;no esta
08801960;10109427;no esta
23316726;1382825;esta
33384613;14829634;no esta
65265541;10075720;no esta
23842197;10370974;no esta
67160082;10036894;no esta
57533425;9843187;no esta
00939669;10357320;no esta
45355142;10027507;no esta
04625369;9292788;esta
47759838;9697268;esta
87245899;9919134;no esta
95261019;9492041;esta
74288860;10212681;no esta
68517382;10237000;no esta
31135321;10307400;no esta
86126816;10452893;no esta
07303628;10151667;no esta
58510806;10121801;no esta
32988270;10213533;no esta
13273632;9990814;no esta
22675359;12565317;no esta
29470126;12154864;no esta
82076754;21140453;esta
90079855;9983561;no esta
12711060;9877320;no esta
01379922;9168201;esta
57956345;8861429;esta
29337318;9871774;no esta
77444549;11361266;no esta
11669604;10202867;no esta
27351917;9736094;no esta
82195944;9554761;no esta
73756982;9998068;no esta
54165972;9925107;no esta
88317390;9942174;no esta
49292957;9882867;no esta
93861472;9163509;esta
43711275;9169055;esta
68194318;9040628;esta
13453079;9657587;esta
21612177;9935774;no esta
79310079;9512948;esta
67483447;10035187;no esta
45989685;10251080;no esta
67096782;9230922;esta
04391968;9891401;no esta
16621970;9396468;esta
91503286;10010867;no esta
14684424;10010014;no esta
86875512;10100894;no esta
80851519;104959;esta
39463308;10021961;no esta
94305364;9969481;no esta
95008305;9133215;esta
52427211;9919987;no esta
87266879;9242442;esta
92957323;9789854;no esta
04317054;9762121;no esta
34316113;9256948;esta
38370064;9119135;esta
94908765;9029108;esta
20478880;9773641;no esta
71435852;9182282;esta
24370008;9873907;no esta
04558247;10146973;no esta
35566910;8880202;esta
71174206;9969054;no esta
53135925;9769801;no esta
32764226;9751028;no esta
31793557;8992842;esta
77164779;9058122;esta
72678126;9819720;no esta
19196612;9355935;esta
96967821;9232202;esta
77204008;9770654;no esta
88434140;10325747;no esta
16833157;9158388;esta
95072849;10211827;no esta
84285565;9335881;esta
23859511;9570121;esta
36992418;9434868;esta
51896397;10163614;no esta
74097777;9970760;no esta
87201808;9945588;no esta
46910592;9556468;esta
73219643;10023241;no esta
36764709;9889267;no esta
20672406;9381108;esta
51282827;9879881;no esta
31819528;9230921;esta
93997697;9891827;no esta
48474720;9985694;no esta
72139485;9330334;esta
48035206;9358922;esta
29437122;9831241;no esta
21268215;9540681;esta
64826599;9914441;no esta
41842308;10054387;no esta
87589305;9918281;no esta
50102124;9871774;no esta
30598266;9922548;no esta
76984290;9988680;no esta
13351712;9226655;esta
10448256;10068040;no esta
11200004;10098760;no esta
41409450;10295027;no esta
38655013;10066760;no esta
97971398;10278387;no esta
59988864;10287346;no esta
94529907;10371826;esta
47462115;11133853;no esta
36762813;9201908;esta
20361401;9299188;esta
65146465;9207882;esta
59647452;9908468;no esta
12023370;9841907;no esta
94701295;9787295;no esta
81762235;9810760;no esta
45365269;9848734;no esta
24201033;9833374;no esta
44895460;10140574;no esta
26077268;9251402;esta
02252209;10052254;no esta
19332715;10066761;no esta
04948963;10284787;no esta
71324779;9744200;no esta
17785943;10136734;no esta
96615713;9925108;no esta
78116117;10232307;no esta
34505853;9395188;esta
72592514;10062067;no esta
85376450;10317640;no esta
77945735;9387508;esta
47964945;9519774;esta
05755985;10134174;no esta
76459626;9829107;no esta
72381484;10249800;no esta
17933795;10408947;no esta
96140398;10126920;no esta
80951899;9981427;no esta
21919145;10095347;no esta
34832703;8921589;esta
36664255;9835934;no esta
37210160;10879986;no esta
71338428;9937481;no esta
93780860;9912307;no esta
95712301;10244680;no esta
94905330;10476787;no esta
85768739;9818867;no esta
92416120;10110280;no esta
24100044;10007880;no esta
37567629;9935774;no esta
36458341;9140895;esta
95376790;10029641;no esta
35363332;9767240;no esta
76666284;9857694;no esta
98450353;9980574;no esta
09261996;9201908;esta
30818497;9326068;esta
60612719;10010441;no esta
30106584;9941747;no esta
88792566;9848307;no esta
53026777;10001907;no esta
05909810;10019827;no esta
85764134;9786867;no esta
39162728;9472415;esta
78232025;9714335;esta
49479592;9920841;no esta
95649238;9374282;esta
54472255;10503240;no esta
36158373;10586867;no esta
42212074;10154227;no esta
80638509;10226760;no esta
16298941;9431028;esta
70250962;9374281;esta
64989989;10207560;no esta
24439288;9303455;esta
46471734;10020254;no esta
31015576;9423774;esta
24495458;9325214;esta
87786536;10143134;no esta
33972571;6347085;esta
96793251;10001907;no esta
94612413;10374813;no esta
49741059;9932787;no esta
17271445;9911027;no esta
88023238;9937908;no esta
14596324;9194655;esta
86167967;9826974;no esta
88184911;9917001;no esta
63526910;9982707;no esta
02400741;9928947;no esta
06702509;9994654;no esta
91206491;9584628;esta
20916234;9335028;esta
69852646;9976307;no esta
14617685;10052680;no esta
42348160;9769801;no esta
31970143;10145267;no esta
80914119;9887561;no esta
74447197;9115722;esta
21195226;9259508;esta
53192405;9966494;no esta
62270815;9925107;no esta
18515149;9821001;no esta
30881218;9885001;no esta
80396670;9919987;no esta
39578289;9250122;esta
00373935;10269854;no esta
36942536;10072307;no esta
22612527;10154653;esta
36433853;9881161;no esta
35336022;9806921;esta
22597362;9775348;no esta
18391353;10006600;no esta
17538217;9341855;esta
97580466;9570121;esta
94822275;9504414;esta
71837824;9256522;esta
67235073;10111560;no esta
56713209;10084254;no esta
86595034;10026654;no esta
08981927;10419186;no esta
06470529;9414388;esta
89129133;9894388;esta
46430084;10591133;no esta
07552392;9891827;no esta
98067507;9703241;esta
05411292;9937481;no esta
92480297;10055241;no esta
89978980;10004467;no esta
68626275;9963934;no esta
18213863;9636681;esta
24198068;9251828;esta
68432840;10861640;no esta
56838182;9783881;no esta
10630689;10130333;no esta
02230516;10587293;no esta
59745728;9854281;no esta
93016467;9967774;no esta
51512555;9952414;no esta
36345387;9321375;esta
28924303;11001586;no esta
52847245;9394761;esta
85552330;9385374;esta
65160722;9351241;esta
78696215;9893534;no esta
48037321;9954974;no esta
37330786;9198495;esta
07161787;9458761;esta
12739214;9891827;no esta
45192991;9988681;no esta
58278902;9825267;no esta
17932966;10029641;no esta
47541958;9864947;no esta
59111483;7849803;esta
55006880;9895667;no esta
56446384;10021533;no esta
44856425;9920840;no esta
22949572;9877747;no esta
89683958;10025374;no esta
44951585;9931934;esta
59266489;9637534;esta
74343919;9645214;esta
70907552;9981427;no esta
28459595;10011294;no esta
88573194;10031347;no esta
20716835;9460468;esta
22456206;9246281;esta
63845133;6400;esta
08644441;10507933;no esta
94050154;9949427;no esta
56183734;9988254;no esta
69645424;9961801;no esta
65500845;10013854;no esta
44804000;9960521;no esta
52016631;9834227;no esta
33144327;9880307;no esta
83846613;9205749;esta
99773120;10036467;no esta
32870827;10031774;no esta
51193734;9937907;no esta
87213572;9405428;esta
20441933;10067613;no esta
67710175;9367455;esta
03210593;9587614;esta
32620714;9341855;esta
36169334;11182492;no esta
37245413;10908146;no esta
18814111;9897374;no esta
93023283;10270280;no esta
21974418;9846174;no esta
53372642;9973748;no esta
17860149;9212575;esta
43994242;9940041;no esta
68599860;9757428;no esta
39971058;9808628;no esta
60369407;9777907;no esta
53320567;9317108;esta
19636847;9809054;no esta
70517517;9987827;no esta
94965372;9431881;esta
19964241;9775348;esta
04607516;9870494;no esta
43363138;10303134;no esta
21419966;9322655;esta
38022382;10014281;no esta
03715927;10257054;no esta
26132238;10040734;no esta
26795705;10100894;no esta
44835481;10222067;no esta
37762152;10060787;no esta
98076916;9887134;no esta
19922663;9929374;no esta
46100653;10005747;no esta
37589255;9405428;esta
05433393;9277429;esta
36827448;3572902;esta
43346345;9821000;no esta
89784486;9809054;no esta
52221224;9676787;no esta
43898194;9716895;no esta
11627156;9764681;no esta
31215097;9799667;no esta
30706117;9268041;esta
48739390;9823561;no esta
92771034;9871775;no esta
05945926;9755294;no esta
92443699;10204147;no esta
29069017;9988681;no esta
22989723;9333321;esta
87097192;9758280;no esta
52162170;9709214;no esta
16134811;9818867;no esta
36514944;9945587;no esta
99400764;9116575;esta
70298968;9137908;esta
20767663;9813747;no esta
26655112;9460041;esta
40713513;9115721;esta
81023036;13363609;esta
15966334;9221535;esta
11479645;9829107;esta
70959907;9823134;no esta
78719258;9553055;esta
65782822;9971614;no esta
08257909;9639241;no esta
40594517;10146547;no esta
23336411;9156255;esta
74607829;10333427;no esta
07896627;11042973;no esta
05258312;9282974;esta
33461095;9794120;esta
96536909;10310813;no esta
65790733;10345373;no esta
35030444;10330014;no esta
66371216;10096627;no esta
82147860;9775348;esta
31921107;10301426;no esta
25303201;10498120;no esta
99734438;9927667;no esta
46067556;10053961;no esta
33471964;9912308;no esta
63719697;9555188;esta
35637209;9847881;no esta
99316469;10026227;no esta
96070539;10198600;no esta
20370858;9324361;esta
33754170;10344520;no esta
60406462;10053107;no esta
75892209;9976734;no esta
37056138;10182814;no esta
91623252;9911880;no esta
49584604;9562014;esta
92377036;10692253;no esta
04560767;10459720;esta
01059530;9576521;esta
67836284;9853001;no esta
80559348;9828681;no esta
78879352;9895240;no esta
67215773;9871347;no esta
44898849;9867934;no esta
51852399;10402120;no esta
74180721;9586335;esta
07636678;10313373;no esta
35200836;10526279;esta
78664070;10827933;no esta
88580771;9839348;no esta
94240781;9902068;no esta
43445706;9915294;no esta
28195837;10571080;no esta
57587059;9917001;no esta
67826676;9207455;esta
93257583;9909321;esta
64941199;9952840;no esta
12968958;10077001;no esta
42681750;9363188;esta
51312561;10220786;esta
24917811;10584733;no esta
92739466;9241588;esta
48418373;10095773;no esta
81738019;10212680;no esta
79511726;9499721;esta
86590184;9374281;esta
44448844;10074867;no esta
96089910;10264734;no esta
64563352;9238175;esta
87222635;9833800;no esta
57308558;9940041;no esta
31264892;10018120;no esta
25255573;9212575;esta
32673075;9930227;no esta
56681131;10072734;no esta
36839394;9840628;no esta
88277537;10772467;no esta
77972448;10504946;no esta
49009891;9982281;no esta
50279662;9800094;no esta
87019957;9913587;no esta
11064822;9795828;no esta
65433138;10044574;no esta
12964089;9870494;no esta
50584352;10222920;no esta
43427423;9081589;esta
56158818;9219828;esta
98162915;9783028;no esta
85487416;9163508;esta
64007027;9413108;esta
62048614;9620895;esta
85240150;10035187;no esta
80753165;9906760;no esta
93099722;10028361;no esta
62119339;9811614;no esta
06015920;9858547;no esta
99942444;9987828;no esta
52519030;10053960;no esta
76330066;9291935;esta
53909915;9972467;no esta
58357687;9445962;esta
24927610;9365748;esta
71717374;10097054;no esta
16116904;10239987;no esta
40250799;10502813;no esta
84752045;9980574;no esta
92140467;10182814;no esta
14264619;9945587;no esta
66576020;9729268;esta
69066373;10016840;no esta
94674103;9276148;esta
