User;Time;esta/no esta?
01001623;2957223;no esta
06152582;3512315;no esta
93528072;2980689;no esta
58266659;2964903;no esta
24326489;3276369;esta
25907130;2799784;esta
81467385;2667517;esta
26540434;3162449;no esta
27804753;3991888;no esta
82619824;3098022;no esta
90701484;2795943;esta
56529170;3132156;no esta
33994073;3117649;no esta
70792878;2929063;no esta
72788024;4165115;no esta
23020219;4128848;no esta
49150151;3060476;no esta
89398276;3130876;no esta
74857177;3905275;no esta
85469294;4579407;no esta
50081980;4395087;no esta
47426474;3869435;no esta
84154078;4680954;no esta
36563196;4568315;no esta
36632219;4950181;no esta
99747994;4612688;no esta
05256210;3723515;no esta
41556008;3016530;no esta
34144761;2818983;esta
37774770;3562236;no esta
42546272;3035303;no esta
11415698;2978129;esta
91608066;3384742;no esta
26531879;3001597;no esta
06559930;2951677;no esta
57673714;3377063;no esta
66261432;4709113;no esta
42839327;4537167;no esta
37020318;3143676;esta
42309261;3001596;no esta
29908963;2826236;esta
01247484;3749969;no esta
92180387;2745170;esta
81539511;2938023;no esta
78449917;3275943;no esta
62608236;3226022;no esta
54520546;5908046;no esta
11457316;3272956;no esta
19036188;3066449;no esta
16856357;3292583;no esta
59650242;4694607;no esta
13788554;4355835;no esta
50656060;4370341;esta
54689857;4867834;no esta
49264328;3291302;esta
37457262;3183782;no esta
72684438;3230289;no esta
64072429;3050662;esta
54757796;3305809;no esta
82239923;3714128;no esta
82696116;4720634;no esta
49877631;4174928;esta
21030996;3901435;esta
62892737;3090343;esta
21169747;3083089;no esta
06964178;3359142;no esta
03021744;3208530;no esta
39571488;3236263;no esta
00703719;3263569;no esta
10657440;3190183;no esta
97921516;3223890;no esta
49579304;3138982;no esta
30349186;3389009;no esta
85587927;2937596;esta
14039604;3006290;no esta
43451785;4532474;no esta
52953473;4225701;esta
65813183;3441916;no esta
99263636;3205543;no esta
52722426;3188903;no esta
61419084;3850662;no esta
80592737;3429969;no esta
97362735;3184209;esta
02190532;3169276;esta
59720637;3048529;esta
04414283;3283623;no esta
44510823;3536636;no esta
15112970;3359143;no esta
34020112;3187622;no esta
75394736;3194449;no esta
69018453;2838184;esta
55220298;3133436;no esta
24642095;3212369;no esta
73033156;3066876;esta
73165963;3224743;no esta
21509950;3353169;no esta
79561581;3882661;no esta
33476908;3052796;no esta
99841390;3152636;esta
65369583;4816634;no esta
16414472;3858769;no esta
68550365;3277223;no esta
12947344;3126610;no esta
63655562;3179089;no esta
54251132;3011836;esta
74034958;3130022;no esta
55242553;3134716;no esta
41900307;3228156;no esta
57132392;3194876;no esta
28715138;3162876;no esta
78912906;3551996;no esta
30758551;2886823;esta
44301419;2889383;esta
40434392;3087356;no esta
06983058;2955090;esta
81979136;3199142;no esta
25525520;3075836;no esta
65559530;3179516;no esta
64898225;3013969;no esta
27100211;2974289;no esta
86672992;3464956;no esta
43384769;894292;esta
89171910;2798503;esta
09164445;2715730;esta
87256295;3579728;esta
73883074;4563621;no esta
55662936;3362983;no esta
42624261;3039996;no esta
09763183;2650877;esta
47316496;3034450;no esta
53611626;3144956;no esta
03802874;2985810;no esta
70282519;2943996;no esta
55440088;3126609;esta
99346272;4633167;no esta
63954449;4729167;no esta
98449282;4116048;esta
80598239;4331942;esta
88774248;4628474;no esta
41634120;4549967;no esta
22240256;4045648;esta
13779385;2675196;esta
06579096;2918396;no esta
15082057;3775569;no esta
65353772;4119035;esta
90386495;4293541;no esta
28475184;4095569;no esta
83378916;3029756;no esta
42197618;2984103;no esta
24631074;3608742;no esta
01382027;2680317;esta
71541440;3021223;no esta
74005194;3715836;esta
94492855;2959357;no esta
39421897;2666663;esta
57124145;3511889;esta
89049702;2967036;no esta
63010591;2841170;esta
50158423;3905275;no esta
47430925;2873169;esta
44516772;2651730;esta
09855266;3247356;no esta
98348862;3224742;no esta
21634932;2731943;esta
87055506;2640210;esta
64916491;3192316;no esta
19007030;3209383;no esta
61933398;3472636;no esta
12348049;3178662;esta
72163181;511146;esta
38926282;2980263;no esta
85339147;2978130;no esta
82460987;2971302;esta
46398328;3368955;no esta
37600617;3077543;no esta
25708495;3089490;no esta
55632667;3011410;no esta
17272079;2986662;no esta
67544330;3451303;esta
46926063;2778023;esta
32749014;4168101;no esta
85297187;3683835;no esta
74098676;3064743;no esta
64335062;2689277;esta
02177450;3240956;no esta
85795340;2787837;esta
93319917;3014396;no esta
89118129;2926930;no esta
48823436;3199569;no esta
89963345;2964049;no esta
45431000;2976423;no esta
95661333;3967568;no esta
07848728;4551247;no esta
07490706;4036688;no esta
56042324;2778450;esta
41428191;2909863;no esta
62194234;3212796;no esta
85436725;4679247;no esta
15420395;4718500;no esta
34323632;3950502;no esta
36834219;3030610;no esta
27250934;3008850;no esta
36981697;3340796;no esta
58590961;2967889;no esta
10151494;3042129;no esta
88270521;2880849;esta
90092888;2963623;no esta
75061016;2662396;esta
85142332;3415036;no esta
49339578;4240208;esta
64740402;4562341;no esta
50411395;3555835;no esta
27870933;3691088;no esta
60184821;3237542;no esta
06445408;4719780;no esta
54582659;4173221;esta
61140129;3414609;no esta
72721149;3073703;no esta
05266398;2941010;no esta
93923722;3958182;no esta
23713377;3645435;no esta
40516473;2802343;esta
25666367;3242236;no esta
93852231;3157329;no esta
05910745;2678610;esta
32177826;3146663;no esta
95274897;2962770;esta
27304323;2964050;no esta
71077320;3322875;no esta
39569264;3211943;no esta
21651194;4255142;no esta
46778264;4647248;no esta
76797056;4283728;no esta
84218535;3357009;no esta
22000811;3211942;esta
75653015;3259302;no esta
16513377;2841596;esta
55480193;3569489;no esta
64476208;3042129;no esta
88995826;2942716;esta
40999012;3474769;no esta
72560631;2874876;esta
74862942;2789117;esta
81981264;3830181;no esta
00303791;4016208;no esta
56582729;2811304;esta
22925791;2978556;esta
95991186;3083516;no esta
13582374;3226450;no esta
85282282;3187623;no esta
68393090;3056209;no esta
69971047;3025062;no esta
26184048;3216209;no esta
42938162;2960636;no esta
59520259;3132583;no esta
68999110;2833916;esta
23715752;3147089;no esta
84101040;3150076;no esta
01969261;3022077;no esta
40159119;2889383;esta
73683380;1134932;esta
87246574;3123623;no esta
71653294;3115090;no esta
08491941;3301543;no esta
78072347;2962342;esta
02474268;3136423;no esta
12749790;3178236;no esta
13069876;2591997;esta
12404499;3094609;no esta
63288527;3109542;esta
85447132;3367249;no esta
17576068;3020796;esta
63651513;3060903;no esta
39728709;2726396;esta
49767763;2617597;esta
71955587;3063036;no esta
69195836;3614289;esta
33364222;3521703;esta
44427704;3031462;esta
19123650;3172690;no esta
43237786;2923089;no esta
86210664;2756263;esta
83851331;3867301;no esta
71172102;3108689;no esta
68110881;3205970;no esta
01990587;3147943;no esta
20425335;3066450;no esta
67916245;3155623;no esta
18768712;4147194;no esta
72905278;3024209;esta
15414846;3142823;no esta
99076459;3202982;no esta
15068206;3119783;no esta
64250241;2947836;no esta
57038366;3366822;esta
24185423;4715514;no esta
56169725;4487674;no esta
04144587;3237116;no esta
47734361;2900476;no esta
11556476;3009276;no esta
26373478;2876157;esta
91325592;3086503;no esta
72614888;2992636;no esta
60874316;3101009;no esta
14714994;2880423;esta
60852779;2862077;esta
92938505;3238395;no esta
35189219;3245649;no esta
83340504;3074983;no esta
99146800;3055356;no esta
87744413;2900477;esta
93428278;3049809;no esta
21840050;2825383;esta
67442073;3089490;no esta
34775682;2754130;esta
69186087;2987089;no esta
80552972;3096743;no esta
36552948;3971408;no esta
01018853;3535782;no esta
38531926;3500795;no esta
87319825;3778982;no esta
69772571;3129596;no esta
33186580;3001169;esta
84242252;3170129;no esta
81815847;2935889;no esta
01181272;3503355;esta
94190767;3116369;no esta
58937447;3245222;no esta
78313746;3270396;no esta
98758658;3249916;no esta
68872918;2785703;esta
42443680;3166716;no esta
58522835;3212796;esta
65760610;2991783;no esta
80870707;3043409;no esta
02509644;3416742;no esta
79573892;3342929;no esta
44687004;3123623;no esta
01701959;3514022;no esta
07670975;3910822;no esta
53660830;3624955;esta
13107129;4186022;no esta
38528884;3101009;no esta
27687544;3207676;no esta
24204280;2721703;esta
96142795;2930343;no esta
08787430;3634342;esta
95653821;3946661;esta
74297808;3207676;no esta
83026471;2956370;esta
72729675;3237542;no esta
73644413;3104422;esta
94696305;2961917;esta
15711685;3709435;esta
59330271;3140689;no esta
39938934;2952956;esta
70239469;3540902;no esta
84230580;3447036;no esta
42450886;2925223;esta
99810256;3016956;esta
88534407;3285756;no esta
02735745;3183356;no esta
05786355;3267836;no esta
59736967;2914556;esta
48594202;2987516;no esta
62476375;3789648;no esta
44990387;4396794;no esta
18625063;3217490;no esta
21430233;4582821;no esta
13178984;3400102;esta
23944639;4375461;no esta
73537662;3267836;esta
08538971;3310076;esta
86785691;3330982;esta
22093721;3019090;esta
06059377;3140262;no esta
81603941;4167675;no esta
84689430;4245754;no esta
56950855;4410448;no esta
61321159;5294073;no esta
20882410;3626235;no esta
78188883;3778129;no esta
28130635;3308369;no esta
87014415;3204262;no esta
95070152;3932581;no esta
94296578;3272102;no esta
44488530;3656528;no esta
24677973;3242663;no esta
06169416;3451729;no esta
86103635;3121062;no esta
65633349;3971408;esta
92335247;3327143;no esta
03987877;3482875;no esta
42897744;3268262;no esta
72315948;3985914;no esta
52681141;4721061;no esta
39265356;3127462;esta
77234524;3133010;no esta
75609313;3285329;no esta
52895812;3083943;no esta
38040342;3126609;esta
87538714;3205542;no esta
13178941;3142396;no esta
52418640;3048956;esta
87090862;4162128;no esta
82718312;3590395;no esta
36376872;5403726;no esta
96840405;4878500;no esta
13434619;3065169;esta
12978546;3920208;no esta
37571169;3016102;esta
95546388;3775995;no esta
70119173;4819620;no esta
24422696;3917649;no esta
63316960;4630608;esta
90749022;3085223;no esta
24537252;3051516;esta
66142418;3422289;no esta
94568964;4076795;no esta
82490009;3382183;no esta
96271400;2931196;esta
84305833;3115516;no esta
34105108;3443622;no esta
90574983;3952635;no esta
64907171;3120636;no esta
71582190;3171836;no esta
41161878;3413755;no esta
60409421;3176529;no esta
58917794;3183782;no esta
94941905;3237543;no esta
53277673;2795943;esta
31896787;3131303;no esta
27705201;3429969;no esta
49173334;3416742;no esta
96934040;2896637;esta
49370741;3645435;no esta
67802809;3186769;no esta
88649863;3832742;no esta
18775609;3461115;no esta
53974373;3086076;esta
38817022;2952956;esta
18620257;3327142;no esta
61588787;3354449;esta
06984747;3694502;no esta
42322841;3016957;esta
78947536;3032743;no esta
03841426;3180369;no esta
92522118;3892475;no esta
20179271;3397115;no esta
49246198;3172263;no esta
22019932;3232849;no esta
04124419;3378342;no esta
72499144;3117649;no esta
14973147;3496956;no esta
06375204;3204690;no esta
19963206;3053223;no esta
87101101;3441489;no esta
40380508;2954663;no esta
82820817;2931197;esta
12566580;3842128;no esta
60775745;3101863;no esta
26893871;3229009;no esta
69263124;3197436;no esta
45816146;3004157;no esta
26358449;3234556;no esta
90861216;3760208;no esta
14294052;3147090;esta
55486737;3200849;no esta
93260114;3174823;esta
74116452;3126183;no esta
55706353;3160743;no esta
63608561;3349756;no esta
49501033;3159463;no esta
35639092;3169276;no esta
10878795;3079676;esta
00686084;2955943;esta
78776862;3232849;no esta
00848550;3368529;no esta
95568337;3363409;no esta
16739571;3120209;no esta
58741895;3127890;no esta
12790279;3891195;no esta
90197441;3188049;no esta
41805769;3184209;no esta
03085641;3307516;esta
08025075;2884263;esta
42990504;3089063;no esta
54946551;2870183;esta
00906235;2600530;esta
32449638;3224743;no esta
43753348;3297702;no esta
23405835;2846290;esta
11576275;3197863;no esta
23880181;3172689;no esta
07200647;3220902;no esta
29594382;2947410;esta
47585900;3223463;no esta
01262600;3245222;no esta
54649691;3063890;no esta
99263399;3182502;no esta
15217125;3024636;esta
88899762;3287462;no esta
22999562;3267409;no esta
39210532;3156903;no esta
02925791;3096316;no esta
09439759;2820263;esta
44404951;3223463;no esta
89333921;2929917;esta
34924195;3216209;no esta
73762083;3394555;no esta
61804981;3144103;no esta
55364733;3101009;no esta
50783713;3244370;no esta
77434004;3131302;no esta
76982290;3174822;no esta
97000119;3135996;no esta
04338777;3292583;no esta
77323813;3112103;no esta
81776037;3119356;no esta
10350060;2970450;esta
56999292;3263996;no esta
38688402;3209810;no esta
08799282;3261009;no esta
40914115;2929916;no esta
41945189;2823677;esta
59308685;3101009;no esta
95172713;3112102;no esta
20896436;2789969;esta
69645027;3183783;no esta
54831172;3040849;esta
59126187;3121063;no esta
78236871;2911143;no esta
38576765;3239676;esta
06103917;3158609;no esta
41552042;3092476;no esta
83680142;3581862;no esta
55802245;2915836;esta
37999974;4049488;esta
16609140;3322875;esta
89268207;3058343;no esta
66544484;2797650;esta
07999025;3020369;esta
15325901;3131303;no esta
72247469;2885970;esta
87827069;3079249;no esta
73540842;3143250;no esta
69970200;2872316;esta
60401772;3397969;esta
51358820;3142823;no esta
54773005;2798930;esta
73494310;2679036;esta
32302530;2848423;esta
75191438;2973436;no esta
63673385;3194450;no esta
51777546;3140263;no esta
72882595;3127036;no esta
92898908;2996903;no esta
72930147;4137809;no esta
03925590;3106129;no esta
34428382;2986663;no esta
51091501;3022502;no esta
50835308;2973437;esta
29172162;3096743;no esta
13313441;3120209;no esta
42270695;3269969;no esta
36428826;3122343;no esta
98977558;3196582;no esta
70264042;3394983;no esta
10071826;3017809;esta
70825036;3236689;no esta
86972448;3240102;no esta
51388383;2808743;esta
43763308;2945703;esta
46595409;3293009;no esta
02031059;2935036;esta
19423570;3022502;no esta
89256072;2734930;esta
44800803;3231570;no esta
72505135;3076262;no esta
45963440;2785276;esta
14711802;3395409;no esta
95529684;2914130;no esta
62919525;3044262;no esta
98232380;2930770;esta
68881599;3456423;esta
77714302;2735356;esta
78758951;3313490;esta
66994215;3374929;no esta
96895063;2851836;esta
31202186;2738343;esta
85741768;3187196;no esta
13422736;2995196;no esta
49239312;2917116;no esta
94981613;3029756;esta
18336875;3095890;no esta
28566344;3080529;no esta
29463031;3030182;no esta
25742285;3214503;no esta
65451725;3095889;no esta
90327582;3345916;no esta
30925251;2412370;esta
32242159;3063889;no esta
87753339;2900903;esta
21518538;3186342;no esta
17140083;3219623;no esta
96394004;3102716;no esta
09536705;3923622;no esta
53784949;3238822;no esta
48982598;3133009;no esta
48596038;3242662;no esta
34690062;3117222;no esta
15040814;3089489;no esta
58657297;3714555;no esta
90261812;3226449;no esta
32056702;3249489;no esta
57702041;3022076;esta
92880895;3229436;no esta
96203892;2965329;esta
18434783;2994770;esta
45348484;3221756;no esta
42373183;3124476;no esta
85079369;3136850;no esta
86733630;3218769;no esta
22587709;3109116;no esta
97966963;3012690;esta
85951597;3431676;no esta
59119287;2885543;esta
87111524;2952530;esta
15377787;3119783;esta
74751734;3150929;no esta
56723441;3074556;no esta
14848771;3149649;esta
88585136;2970022;esta
39310191;3043836;no esta
73489765;3141969;no esta
79781501;2927356;no esta
89657268;3017809;no esta
77466815;2836050;esta
13391098;3335676;no esta
19439723;3141116;no esta
22278830;2833063;esta
44918767;3389436;no esta
22204921;3029756;no esta
75484916;3008849;no esta
80449677;3093756;no esta
14700198;2941436;esta
96616069;3118076;no esta
50053979;3039570;no esta
41647801;3138129;no esta
99502654;2980689;no esta
76981988;3086930;no esta
72601799;2929489;esta
92010683;2946983;esta
48877618;3007996;no esta
83124491;3191462;no esta
58829099;2903463;esta
14966379;4282875;no esta
99866349;4419835;esta
52078699;3072849;no esta
02274839;2988796;no esta
24034928;3145810;no esta
74605827;2675197;esta
73326069;2847569;esta
40992822;3210235;no esta
09678490;3057490;no esta
37823594;3236689;no esta
27046452;2891090;esta
16022229;2971302;esta
13654870;3155623;no esta
79014691;3088636;no esta
33880190;3336529;no esta
96122187;3237543;no esta
03882069;3080529;no esta
13146408;3199143;no esta
77980807;3098449;no esta
50395783;3211943;no esta
80855151;3043410;esta
44688985;2839037;esta
52619779;3234556;no esta
45884552;3169276;no esta
17028034;3423569;no esta
04450619;3164583;no esta
09845132;3669329;no esta
32531077;3126609;no esta
83614223;3161169;no esta
18178802;3082236;esta
77017041;3179090;no esta
57226352;3101009;esta
34194243;3155196;no esta
94317406;3140689;no esta
41395939;3234983;no esta
94194282;3607035;no esta
28425616;2991357;esta
57882346;3166716;no esta
73491451;3031889;no esta
77584703;3092049;no esta
05696377;2636797;esta
99594545;2946556;esta
99517255;2774610;esta
48302253;2072744;esta
67813840;2940583;no esta
77642213;2742610;esta
25891421;3697915;no esta
35706460;2892370;esta
09911043;3286183;no esta
40264819;3238823;no esta
73946550;2976423;esta
10671877;3181223;no esta
27206339;3069436;esta
52480138;3101009;no esta
84614935;3080529;no esta
91095465;3224743;no esta
89299652;3257596;no esta
91544180;3133862;no esta
75475446;3495676;no esta
73569564;3198289;no esta
23223762;2821969;esta
53634270;3121062;esta
93510370;3237542;esta
63008240;3003730;no esta
76926205;3138130;no esta
72610701;3025062;no esta
37823395;3120636;no esta
35745906;2938450;no esta
17018228;3260155;no esta
48266022;3589969;no esta
02397910;1882024;esta
54171559;3547302;no esta
24923866;3112956;no esta
03681835;3343782;esta
02620704;2942289;esta
77975893;3254183;no esta
08715248;3109543;esta
63325258;3256742;no esta
15784502;3342502;no esta
37652239;3199570;no esta
23268632;2895356;esta
36911035;3733329;no esta
52011371;3191889;no esta
83578223;2854823;esta
44072047;3387729;no esta
34721671;3059196;no esta
71974194;3304955;no esta
24853269;3951355;no esta
32929287;3207249;no esta
06212129;3175676;no esta
19748728;3217063;no esta
39065354;3190183;no esta
80105202;2814290;esta
67198088;3113383;esta
44135541;3284049;no esta
77784708;3115090;no esta
06774706;3282342;esta
27574973;3167996;no esta
19001759;3102716;no esta
29054990;3260582;no esta
98069691;3196582;no esta
73805398;3113809;no esta
29380598;2752850;esta
76578209;3110396;no esta
12839813;3087356;no esta
07975980;2995196;no esta
97521171;3408209;no esta
63711022;3046396;no esta
02599432;2637224;esta
84310555;3839995;no esta
61782283;3192743;no esta
24112852;3184209;no esta
30307307;2950396;esta
86989919;3174396;no esta
89481291;3232423;no esta
47741014;3013116;esta
52521241;3135143;esta
73466146;3129170;no esta
03154488;2905170;esta
47973626;3302823;no esta
75809339;2851410;esta
85209720;3168423;no esta
09498240;3468795;no esta
49666087;3012690;esta
55860265;3166716;no esta
43848804;3289596;no esta
52382937;3299409;no esta
10829446;3089062;no esta
89649149;3012263;esta
45615967;3161170;esta
15057994;2797649;esta
74658680;3363409;no esta
27724306;3039996;esta
67154464;3145382;no esta
41855166;2847143;esta
94111427;3714555;no esta
23443530;3202556;no esta
85057342;3247355;no esta
13169923;3264422;no esta
12130432;3157329;no esta
94742983;3133436;no esta
76201419;3246502;no esta
99219989;3243516;no esta
01674536;2944423;no esta
77292033;3198716;no esta
59929302;3045970;no esta
67468945;2979410;no esta
02715030;3465382;no esta
92263808;3120636;no esta
94953072;3097169;no esta
16266531;3208529;no esta
90064326;2953383;no esta
96176630;3158183;no esta
80193800;2978130;no esta
51265249;3186342;no esta
45297251;2940156;no esta
60619897;2634236;esta
50941460;3052796;esta
12699949;3210663;no esta
27798638;2941010;no esta
32139966;3907835;no esta
90110906;3016956;no esta
75175478;3105276;no esta
94247401;3357862;no esta
58379344;3085650;no esta
66132731;2935890;esta
53668225;3437649;no esta
75272871;3134289;no esta
34630417;3048956;no esta
06410176;3051943;no esta
34608587;3466236;no esta
87255028;2888530;esta
23714463;3487142;no esta
55338209;3564795;no esta
13195052;3801595;no esta
47602189;3211516;no esta
25078099;3255035;no esta
14326185;3479462;no esta
38243058;3698769;esta
88997166;3194450;no esta
39601053;3203836;no esta
88493180;3223889;no esta
87449737;3178663;no esta
69257648;3110396;no esta
34314942;3208102;no esta
30162809;3162449;no esta
90685775;2921809;esta
72701127;2887676;esta
55469419;2959356;esta
42153633;2969169;esta
60764405;3170129;no esta
55266247;3269542;no esta
53856304;3220049;no esta
31580688;3033596;esta
07632886;3140689;esta
28492303;3212369;no esta
06550622;2870183;esta
80397989;3248209;no esta
87507394;3173116;no esta
28639520;3236690;no esta
07977120;3188049;no esta
26901967;3212796;no esta
97769888;3333969;no esta
77001864;3111676;no esta
66256011;3067303;esta
76234546;3220475;no esta
81757742;3177382;no esta
32497737;3240956;no esta
81166157;3112529;no esta
89279432;3174396;no esta
82335805;3397116;no esta
66379275;3138129;no esta
04312809;3243943;no esta
17944353;3244795;no esta
41927080;3207249;no esta
32348879;3147090;no esta
74239216;3351463;no esta
97656784;3187623;no esta
76625730;3226022;no esta
22319336;3259730;no esta
68214846;3138983;no esta
91181051;3060476;esta
71209010;3281489;no esta
19201806;2992210;esta
51150144;3184209;no esta
16891669;3147942;no esta
46975275;3180796;no esta
83173591;3322450;no esta
98021209;3103143;no esta
71167295;3257596;no esta
74652145;2954236;esta
28613117;3058343;no esta
91419262;3566075;no esta
28050632;2959783;no esta
34665183;3060049;no esta
32887405;3907835;no esta
70762010;3304529;esta
74596412;3205116;no esta
83744816;3249063;esta
72523749;3257169;no esta
59897088;3136849;no esta
95156813;3252476;no esta
20879720;3187196;no esta
49603731;3135569;no esta
59405452;3147090;esta
06649140;3331835;no esta
07495860;3191036;no esta
09258443;3398823;no esta
09837892;3066450;no esta
63599582;2903036;esta
66536752;2893650;esta
76404732;3041276;esta
59634839;3199569;no esta
74099431;3111250;esta
08720862;3087356;esta
18980604;2980263;esta
68732358;3097596;no esta
50581086;4256848;no esta
90693063;3165436;no esta
50201341;3192316;no esta
40544242;3170556;no esta
13144003;3023356;no esta
08567465;3309223;no esta
47603167;2950396;esta
81111825;3025063;no esta
91864534;2943143;no esta
69958434;3244796;no esta
25773067;3133862;no esta
97243184;2651730;esta
68394120;3125756;no esta
20294344;3175675;no esta
96800107;2904743;no esta
59661849;3179090;no esta
05877374;2881277;esta
78909302;2740476;esta
10039420;2669650;esta
71030055;2891943;esta
41776391;2921383;esta
22175412;3237115;no esta
14501583;3004156;no esta
76263610;2879570;esta
85649624;2947836;no esta
33321600;2905597;no esta
41296340;3886502;no esta
78527021;3043409;esta
02141292;2659836;esta
80203432;3272529;no esta
30070255;2933756;no esta
49096150;3303250;no esta
19124815;3269115;no esta
46009945;2998183;no esta
51956523;3100582;no esta
13640350;3322449;no esta
31078303;3076262;no esta
22105043;2873596;esta
78322842;2956797;no esta
84301475;3472209;esta
44120838;3066876;no esta
74355704;3124476;esta
33981611;3394128;no esta
60579599;3083090;no esta
60522203;2805330;esta
71506220;3174823;no esta
46404224;3138556;no esta
38816064;3110396;no esta
35194761;3238395;no esta
54300598;3184209;no esta
43167457;3173969;no esta
82547287;3221755;no esta
09120778;3102716;no esta
95272164;3204262;no esta
90085884;3184636;no esta
21851927;3149649;no esta
92570456;3159036;no esta
70788160;4339621;no esta
98633309;3103142;no esta
01028946;2718716;esta
37010669;3215356;no esta
08089376;3136423;no esta
93975705;2781863;esta
15996805;3279356;no esta
99975092;3218342;no esta
69458822;2926076;no esta
58463352;2989223;no esta
18579967;2909009;esta
01229789;2999890;no esta
09977072;4793167;esta
13505563;3299836;no esta
85524481;2721703;esta
97485956;2940156;no esta
83532013;3195730;no esta
54886202;3154769;no esta
66208396;3115943;no esta
92389254;3155622;no esta
38876244;2726823;esta
05878473;2938023;no esta
25979153;3014396;no esta
72843278;3309649;no esta
45042716;2988796;no esta
79885342;3116796;no esta
91212053;2907729;esta
38856311;3012262;no esta
27084987;2842876;esta
89536667;3080103;no esta
24857809;3120210;no esta
86496250;3058769;no esta
25076680;2934610;no esta
95830512;3118929;no esta
52412602;2774609;esta
36844217;3017810;no esta
42603861;3078396;esta
17961352;3166289;no esta
98635161;3039996;no esta
88336230;2965329;esta
13290636;3005010;no esta
77318213;3110823;no esta
25557754;2991356;esta
83704364;3184209;no esta
93401956;3077543;no esta
78074620;3068156;no esta
70222890;3152209;no esta
56294369;2751569;esta
27213532;2961916;no esta
00166438;3652688;no esta
49358062;3209809;no esta
50195213;2886823;esta
38521011;3072422;esta
38462262;3131729;no esta
23639671;2818130;esta
63854647;3169276;no esta
13021500;3155623;no esta
01748513;3225596;no esta
95368826;2969596;esta
23843659;3188903;no esta
40491527;2901330;esta
34387053;2993063;esta
55726675;3237543;no esta
73316521;3166716;no esta
13997670;3078396;esta
38871025;2781437;esta
43221173;3064743;esta
33336852;3133009;no esta
52422218;2686290;esta
34482383;3282769;no esta
33714531;3263995;no esta
76839947;3163729;no esta
33364512;3271676;no esta
05175845;3204689;no esta
92836366;3205969;no esta
66281805;3610449;esta
76708771;3185916;no esta
78284735;2929490;esta
15359170;3048102;esta
23534015;3269543;no esta
61520881;1302185;esta
95450211;3199996;no esta
70769425;3345063;no esta
77507610;2858663;esta
62212378;3103996;no esta
66866853;3704742;no esta
80769948;3118076;no esta
14998335;2908582;esta
97881513;3580583;esta
25251099;3167569;no esta
66519977;2940583;esta
04284446;3174822;no esta
84513512;3264849;no esta
60585871;3095036;no esta
38969157;3308796;no esta
53350101;3215783;no esta
41373731;3217489;no esta
71524566;3272102;no esta
48841362;2844156;esta
80639927;3133436;no esta
29379231;3654396;no esta
71022026;2945703;esta
72381840;3085649;esta
31266810;3259729;no esta
94089240;2957222;esta
83364349;3303675;no esta
41278872;3231143;no esta
04767991;3871141;no esta
58691112;3881809;no esta
28984852;3107836;no esta
56011215;2854396;esta
87907939;2990929;no esta
26593138;3112956;esta
97582186;3571196;no esta
71799948;3295996;no esta
59724999;3180796;no esta
69515099;3317329;no esta
26398742;2977703;esta
69399995;3057063;esta
07836078;3507622;no esta
87728154;3237969;no esta
62029143;3042129;esta
73732929;3350183;no esta
14741898;3357862;no esta
98540571;2845863;esta
63953245;3156476;esta
18034705;3117222;no esta
97355053;2932049;esta
27524639;2871463;esta
22022785;3188049;esta
32687671;2853117;esta
40657631;3205116;no esta
07307745;3284049;no esta
03667835;2830076;esta
94468040;3141116;no esta
83203602;3328849;no esta
02276061;3172689;no esta
09438023;3297703;no esta
40763021;3409916;no esta
79313976;3149650;no esta
20739278;3777702;no esta
82832701;2878716;esta
82099191;3118076;esta
75517581;2916689;esta
72334962;2899196;esta
82760812;3867728;no esta
97841830;2964477;no esta
81225937;3562235;no esta
14434736;3391142;no esta
08355186;2720850;esta
41188821;3520848;no esta
09663668;2990929;esta
22517322;3182502;no esta
27246163;3315622;no esta
43210516;2918396;esta
43116774;3022503;esta
66629261;3275942;no esta
13361065;3295143;no esta
36885197;2940157;esta
18096546;2827943;esta
68071683;2960210;esta
45991876;3249916;no esta
29563356;3219623;no esta
45205230;3063463;esta
38947323;1688318;esta
48483415;3067303;no esta
93924057;3345915;no esta
83087822;3259302;no esta
27503137;3108690;no esta
17936774;2816423;esta
35390513;3421862;no esta
25737316;3229009;no esta
34074268;3115942;no esta
05365099;3666342;esta
02626458;2980689;esta
00209441;2855676;esta
08036461;3543036;no esta
93370975;2932903;esta
18676947;3121490;no esta
33051225;3967568;no esta
89512957;3272956;no esta
92773532;3116796;no esta
79613860;3594662;no esta
37536665;3259729;no esta
13040347;3098022;no esta
25184036;3098449;esta
27608328;2774184;esta
30273198;3072849;no esta
45093593;3254609;no esta
81500372;2867623;no esta
08907678;2921383;no esta
32030467;3027623;no esta
13781254;3193596;no esta
53788097;2986663;no esta
71098039;3034023;no esta
73218163;3182076;no esta
69296751;2947409;no esta
31618917;3034450;no esta
79164929;3089916;no esta
41354272;3185062;no esta
09365672;2772903;esta
40124012;3508475;no esta
49041113;3103569;esta
77050053;3217916;no esta
26149053;3085650;no esta
65063568;3329276;no esta
33057196;3133436;no esta
65728120;3336103;no esta
08405477;3409489;no esta
50489241;3200850;no esta
75420681;3086929;no esta
99484437;3352742;no esta
50733942;2874023;esta
59788432;3224742;no esta
00941036;3927035;no esta
81785661;3094183;no esta
36783360;2979836;esta
64291722;3288316;no esta
24721786;2838183;esta
00633896;3013116;esta
77685345;3056209;esta
16959854;3229863;no esta
21974416;2813010;esta
78396536;2970877;esta
